source,target,level
171523054,275448577,5
275448577,171523102,5
171525312,171525311,5
335462939,916271704,5
916271704,335462937,5
171515275,171515373,5
171510381,171515275,5
171515373,335463286,5
335463286,275159916,5
171518665,171518660,5
950153848,950153849,5
950153849,171513442,5
950153850,950153849,5
950153850,950153851,5
171513439,950153852,5
950153852,950153854,5
950153854,950153856,5
950153856,950153857,5
950153856,950153858,5
950153858,950153850,5
950153852,950153860,5
950153860,950153853,5
950153854,950153861,5
950153861,950153855,5
950153860,950153861,5
950153859,950159491,5
950159491,950153858,5
950159491,950153855,5
950153855,950159905,5
171517775,171517780,5
171517759,171517775,5
976093877,976093876,5
171519917,171519923,5
171519915,171519917,5
171519911,171519915,5
275983400,171525146,5
171520858,171520971,5
24862375,24862376,5
171513169,24864926,5
216598741,24865032,5
171513169,24862337,5
24864926,338857520,5
338857520,915013443,5
915013443,216598741,5
275240144,24862323,5
24862337,24862334,5
171531544,24883442,5
171531543,171531544,5
338857527,275986691,5
171517606,338857527,5
171517532,979704819,5
979704819,171517606,5
171521641,171521680,5
171521634,171521641,5
171521433,171521634,5
275501344,171521685,5
171521680,171521685,5
171521433,24867156,5
171518321,171518329,5
171518296,171518321,5
215642888,171518296,5
24866423,215642888,5
243541689,243541696,5
171516981,171516990,5
171516990,914829985,5
171524731,171524739,5
171519992,171519995,5
171519111,338857682,5
171516880,171516875,5
171516888,914991680,5
914991680,171516889,5
916270536,171516888,5
916270537,916270536,5
916270537,171516880,5
171520513,171520534,5
171520510,171520513,5
842024746,171525125,5
275512847,275512848,5
275512918,275512847,5
275512608,275512918,5
171525299,171525305,5
171525305,171525328,5
335458830,171523426,5
171523426,915046517,5
915046517,171523509,5
171518127,171518143,5
171515645,171515718,5
171516803,171516812,5
171516757,171516803,5
171516812,851472970,5
851472970,335455430,5
171517458,24866230,5
171517423,171517458,5
922394295,171517423,5
922394296,922394295,5
171519465,171519478,5
171518033,171518045,5
171517969,171518033,5
24866357,171517969,5
171526879,915028631,5
915028631,915028632,5
915028632,171526887,5
171519824,171519621,5
171518461,171520139,5
171518435,171518447,5
171518447,171518461,5
171518433,222001881,5
222001881,171518435,5
171523490,243541094,5
243541095,171523490,5
171521927,171521933,5
171521821,171521927,5
171521820,171521821,5
171521816,171521820,5
171521803,171521816,5
171517226,171517323,5
171518414,171518415,5
1084216965,171518414,5
171523361,171523386,5
171520277,171520432,5
171520432,916275634,5
916275634,915037453,5
915037453,979703376,5
171517421,171517420,5
243541247,171521571,5
243541247,243541244,5
976094926,1111484644,5
1111484644,976094925,5
335463286,916274457,5
916274457,171515310,5
171522101,171522234,5
275976625,275976640,5
335463805,275976666,5
335463805,335463806,5
275976640,1061989627,5
335463791,1061989628,5
1061989628,1061989629,5
1061989629,1061989640,5
1061989639,1061989641,5
1061989641,1061989643,5
1061989643,335463806,5
1061989640,1061989645,5
1061989645,275976666,5
1061989627,1061989639,5
171517353,243541574,5
335465213,171518987,5
171521830,171521839,5
171521812,171521830,5
171521812,171521825,5
171521825,952107867,5
171521830,952107867,5
171516008,243541125,5
171515699,171515697,5
243540730,171531128,5
275512852,275512847,5
275512852,275512848,5
275512848,275512885,5
275512885,275512899,5
275512899,952107866,5
915009499,171524706,5
915009499,171524691,5
171527416,171529128,5
24870077,171523090,5
171519965,171519971,5
171519963,171519965,5
171519961,171519963,5
171519962,171519961,5
171519951,171519955,5
338858859,171519951,5
171519955,275501394,5
275501394,171519962,5
171519953,338858859,5
171519985,171521347,5
171519984,171519985,5
171519971,171519984,5
171521615,171521423,5
275984045,335465193,5
171510423,171510439,5
171510423,171510413,5
171510413,171510410,5
171510442,171510459,5
171510442,171510439,5
171515021,171510385,5
171515778,171515752,5
171510381,171510379,5
171510379,171510459,5
275160154,171515778,5
24866056,275160154,5
171510385,171510381,5
335464604,171515021,5
335464604,171515031,5
171510080,915030657,5
171510003,915030657,5
171510410,918464438,5
918464438,171510080,5
171515031,918464456,5
171515752,918464456,5
171525216,171525217,5
171524948,171525216,5
171524941,171524948,5
171521415,171521417,5
171521411,171521415,5
171523454,171523431,5
171523254,171523248,5
171523255,171523254,5
171523248,171523243,5
171518596,171518595,5
171518615,171518596,5
171519044,171519042,5
171513848,171513865,5
171535576,171535560,5
171519590,171519664,5
171519664,171519674,5
335455705,171519590,5
171522543,171522671,5
171519674,915020678,5
915020678,171522543,5
171516369,916275816,5
916275816,335455705,5
171517350,171517369,5
171517348,171517350,5
338857662,171517369,5
338857662,338857663,5
338857663,338857658,5
1099994214,171521352,5
171521333,1099994214,5
1099994214,1099994213,5
196301452,196301453,5
196301452,196301457,5
196301457,196301459,5
196301443,243541992,5
196301443,196301452,5
171519633,171519652,5
171526674,276016184,5
338857557,338857567,5
338857565,1114900389,5
1114900389,338857557,5
1114900390,338857565,5
275507552,979695108,5
979695108,338835969,5
171518987,171518997,5
171518987,171519003,5
171519024,171519003,5
171519060,171519024,5
171519191,171519176,5
171519176,171519020,5
171520178,171520136,5
171520167,171520178,5
275512670,171520167,5
171520177,275512670,5
171516266,275163835,5
171519020,171519060,5
171520258,171520261,5
171520261,171520229,5
171520136,171520187,5
171520242,171519294,5
171519215,171519191,5
171518997,171516266,5
171520229,335463568,5
171519294,171519264,5
24866943,24866942,5
171520187,171520258,5
24866942,171520177,5
171519264,171519215,5
979703377,916275447,5
916275447,1045448559,5
1045448559,171520242,5
335463568,1111486317,5
1111486317,979703377,5
171517689,171518176,5
243540415,806180458,5
171520126,171520111,5
171520148,171520126,5
24866936,171520148,5
243541746,171520177,5
171530537,171528747,5
171528747,950294742,5
171521157,171521183,5
24884738,171534835,5
171534835,171534665,5
171517976,171517980,5
171521227,171521229,5
171517977,171517976,5
171517978,215673570,5
243541698,171517978,5
171517976,243541698,5
171521216,1045479691,5
1045479691,171521227,5
171521229,1045496753,5
1045496753,24867126,5
171518262,964804446,5
964804446,215642896,5
171527060,171527063,5
171527097,915024121,5
171527063,915024121,5
171515934,171515482,5
171527063,171527037,5
850872576,850872575,5
171516811,171516812,5
171516812,243541721,5
243541720,243541722,5
171520933,171520841,5
171520841,171520942,5
171529816,219470541,5
24880534,171526745,5
275507742,215647850,5
215647850,915042224,5
915042224,171526745,5
338870889,338870890,5
216601600,216601601,5
243541173,243541187,5
243541188,243541173,5
243541894,243541895,5
171521527,171521528,5
335454396,335454397,5
171518568,171518252,5
171523104,171523103,5
171521164,171521175,5
171521414,171521415,5
171521405,171521414,5
171521410,1060089630,5
171518330,171518326,5
171518341,171518330,5
171518345,171518341,5
171518634,171518345,5
171518635,171518634,5
171518637,171518635,5
171518298,171518325,5
171518297,171518298,5
171518662,171518637,5
171518667,171518662,5
171518671,171518667,5
171518760,171518671,5
171518771,171518760,5
24867155,171521383,5
171519366,171519369,5
171519367,338869911,5
338869911,171519366,5
171530334,24881520,5
24881520,24881519,5
171525038,171525045,5
171517632,171517630,5
335459208,171517632,5
171517599,335459208,5
918464461,171513682,5
918464461,243541961,5
171517654,243541665,5
171517385,171517395,5
171517330,171517385,5
171517327,171517330,5
243537249,918461181,5
918461181,335462835,5
171528908,171528915,5
24884727,335458496,5
215652439,171525224,5
335456316,335456308,5
335456316,335456297,5
338858690,275173985,5
338858704,338858690,5
338858708,338858704,5
915011037,171510943,5
915011037,171511058,5
171527246,171527275,5
171527282,171527246,5
171526132,171526136,5
171521257,171521258,5
171517756,171517764,5
171517746,171517756,5
171521258,171521296,5
171523308,171523286,5
171523311,171523308,5
171523306,171523311,5
24869949,24869950,5
24869950,243541002,5
243541002,171523523,5
171526053,171526025,5
171527789,171527769,5
171525918,24880275,5
275987548,171525726,5
171526025,806148411,5
806148411,171525918,5
171525726,914991417,5
914991417,171526212,5
171526212,914991461,5
914991461,914991462,5
914991462,914991463,5
914991463,171526182,5
171527769,914991682,5
914991682,275987548,5
171526054,917379879,5
917379879,171526053,5
171526182,917380038,5
917380038,917380039,5
171526054,917380039,5
171527789,918466690,5
918466690,918469862,5
918469862,918466689,5
918466689,918469870,5
171528080,918469870,5
171523475,171523473,5
171523467,171523475,5
171523318,171523330,5
171523054,171523243,5
171535026,171535137,5
171523394,171523395,5
171523395,171523467,5
275213672,171534496,5
171523291,171523318,5
171523330,171523394,5
171523243,851480945,5
851480945,171523291,5
914903336,171523054,5
171534678,915017052,5
915017052,915017053,5
915017053,915017054,5
171534779,915017054,5
915025532,171534779,5
915025532,171535026,5
171534538,915042893,5
915042893,915042894,5
915042894,915042895,5
915042895,915042896,5
915042896,171534678,5
171523473,915043019,5
915043019,171523491,5
171523491,915043474,5
275213666,915043475,5
915043474,915043475,5
275213666,916276654,5
916276654,916276655,5
916276655,275213672,5
171535137,918508170,5
918508170,171535694,5
24870070,948242353,5
948242353,914903336,5
171534496,979698924,5
979698924,171534502,5
171534502,979698931,5
979698931,171534538,5
171535694,1004420025,5
1004420025,171535893,5
171519367,171519414,5
171519365,171519367,5
171515468,171515475,5
171516077,171516073,5
171515977,171516077,5
275159916,915028159,5
915028159,915028160,5
915028160,915028161,5
915028161,171515468,5
171516048,915032005,5
915032005,335465205,5
171515475,915037725,5
915037725,171515516,5
335465205,915039019,5
915039019,171515977,5
171515516,916274880,5
916274880,171516073,5
171516532,171516511,5
171514011,171514029,5
171513353,171513354,5
171514029,171514073,5
275985725,171516538,5
275985834,171513727,5
171516532,243542137,5
171513747,171513354,5
171517596,335459208,5
335459208,215656333,5
171513727,335461467,5
842866287,171516716,5
171517592,842866289,5
842866289,171517596,5
243542137,915001482,5
915001482,915001483,5
915001483,915001484,5
915001484,275985725,5
171516538,915009397,5
842866287,915009397,5
171514073,915013447,5
915013447,171516511,5
335461467,916271086,5
916271086,171513747,5
275985834,917380245,5
917380245,917380246,5
917380246,917380247,5
917380247,917380248,5
917380248,917380249,5
917380249,171514011,5
917755080,171517592,5
171516716,964740760,5
964740760,917755080,5
171517890,171517900,5
171517900,171517923,5
275448577,275496740,5
171521752,171521756,5
171521765,171521756,5
171521767,171521765,5
171521767,171522244,5
171518648,171518651,5
243541725,171518779,5
1062385679,243541725,5
1062385679,171518651,5
171515791,243541149,5
335458826,275213666,5
171522231,171522237,5
915039563,171530290,5
915039563,171530282,5
171517438,171517451,5
275976639,243541985,5
914902969,914902970,5
275991835,215641353,5
171535342,979795801,5
243540193,979795801,5
24879654,171524076,5
171524076,171524145,5
215650303,171521761,5
275500981,171521761,5
335463805,335463810,5
171521945,171521946,5
171521946,171521947,5
171521947,171521949,5
275506432,171521945,5
171522017,171521990,5
171521988,171521990,5
171521949,171521988,5
171522017,171526841,5
171526841,171526861,5
915023590,171526861,5
915023590,915023591,5
915023591,171526944,5
171521780,171521784,5
171518489,171518482,5
171518364,171518489,5
171521929,171521931,5
171520858,171521929,5
171520856,171520858,5
851479990,851479991,5
851479991,851479992,5
171519962,171519978,5
171519889,171519896,5
335458911,335458912,5
24881301,335458912,5
171519888,171519889,5
171519886,171519888,5
275974418,275974419,5
275974417,275974420,5
275974419,275974423,5
275974419,275974417,5
275974423,275974420,5
275974430,275974418,5
171517076,275974430,5
275974430,275974423,5
275974418,976199206,5
976199206,275974417,5
171518443,999960162,5
999960164,999960165,5
999960165,999960167,5
999960167,999960169,5
999960169,999960171,5
999960171,999960173,5
999960173,999960175,5
999960175,999960177,5
848561135,999960177,5
999960121,999960180,5
999960180,848561135,5
999960182,999960121,5
999960185,999960182,5
999960187,999960185,5
999960196,999960187,5
999960162,999960198,5
999960198,999960196,5
999960203,171518443,5
999960216,171518416,5
999960220,999960217,5
999960221,999960220,5
999960223,999960221,5
999960227,999960225,5
999960229,999960227,5
999960231,999960229,5
171518416,999960235,5
999960235,999960233,5
999960247,999960244,5
999960249,999960247,5
999960251,999960249,5
999960253,999960251,5
999960254,999960253,5
999960256,999960254,5
999960269,999960164,5
999960271,999960269,5
999960273,999960271,5
999960275,999960273,5
999960277,999960275,5
999960280,999960277,5
999960281,999960280,5
999960283,999960281,5
999960286,999960283,5
999960287,999960286,5
999960289,999960287,5
999960291,999960289,5
999960293,999960291,5
848561137,999960295,5
999960295,999960293,5
999960297,848561137,5
999960299,999960297,5
999960301,999960303,5
999960303,999960299,5
999960302,999960304,5
999960304,999960244,5
999960305,999960302,5
999960305,999960301,5
999960309,999960256,5
999960309,171517476,5
171517476,999960312,5
999960312,999960318,5
999960318,999960216,5
999960233,999960325,5
999960325,999960231,5
999960225,999960329,5
999960329,999960223,5
999960217,999960335,5
999960335,999960203,5
171518177,171518175,5
275499150,171519373,5
171519358,275499150,5
171528948,171529898,5
171529898,171529905,5
171529905,915026292,5
915026292,915026293,5
915026293,171529887,5
335454819,335454828,5
335454828,335454829,5
335454829,335454835,5
335454835,335454836,5
335454836,335454837,5
335454837,335454839,5
335454839,335454840,5
335454840,335454838,5
24866214,976143943,5
976143943,335454819,5
275154907,275154911,5
335456420,335456419,5
335456419,915045745,5
915045745,275154907,5
335456420,915045746,5
915045746,275154907,5
171534853,957598842,5
957598842,275496612,5
243541087,215640487,5
335463345,243541087,5
171518662,171518663,5
171518269,171518280,5
171518597,171518594,5
171518619,171518597,5
171518594,1061991336,5
1061991336,171518280,5
805731790,805731792,5
243540553,243540560,5
171515493,171515503,5
243541361,805731791,5
805731791,805731790,5
171520827,171520825,5
171520577,1045479709,5
1045479709,171520825,5
215650357,275502508,5
275502508,215650352,5
24881315,171529962,5
171517082,335463576,5
171512909,914987126,5
914987126,24864862,5
24863203,171510128,5
171510656,243541894,5
243541894,171510667,5
335463219,335463230,5
24863203,275156503,5
275156503,335463219,5
916276351,916276350,5
916276351,916276352,5
916276353,171510656,5
916276353,916276352,5
335463230,979562780,5
979562780,979562782,5
979562782,916276350,5
171521749,171521750,5
171521740,171521749,5
171521739,171521740,5
171518278,171518267,5
171518278,171518282,5
171518585,171518593,5
171518282,171518585,5
275987899,275987897,5
1035031748,171522941,5
171522941,335454386,5
171522939,335454386,5
1035031749,1035031748,5
1035031750,1035031748,5
171521642,171521635,5
171521643,171521642,5
171521435,171521429,5
171518316,171518314,5
171518298,171518299,5
171518296,171518298,5
338858813,338858812,5
922324467,922324468,5
171517644,171517646,5
171517644,338857553,5
338857554,171517644,5
171525768,171525829,5
851480937,851480938,5
851480939,851480937,5
851480938,851480936,5
243541288,335456158,5
335456158,335456164,5
335456164,335456091,5
335456188,338858512,5
338858512,335456079,5
338858517,335456079,5
335456091,338858517,5
335456184,338858519,5
338858519,335456188,5
171523905,914977832,5
914977832,171523866,5
171521853,171521842,5
171517661,171517662,5
171517918,171517913,5
171520457,243541523,5
243541525,243541528,5
243541523,243541528,5
243541523,243541525,5
275504831,275991929,5
275991897,275504831,5
848576017,243541299,5
848576017,275504831,5
1045483021,243541301,5
1045483037,275991897,5
275991897,1045483039,5
1045483019,1045483047,5
1045483047,1045483021,5
1045483055,1045483019,5
1045483018,1045483060,5
1045483060,1045483055,5
1045483039,1045483061,5
1045483061,1045483063,5
1045483063,275991899,5
1045483018,1045483071,5
1045483071,1045483073,5
1045483073,1045483031,5
1045483031,1045483075,5
1045483075,1045483037,5
275991899,1045483098,5
1045483098,1045483100,5
1045483100,243541301,5
275991929,1060363310,5
1060363310,243541301,5
171522122,171522125,5
171522125,171522133,5
171522133,275505962,5
171522125,275505962,5
338858994,275981001,5
338859001,338858994,5
338859008,338859001,5
275980952,338859008,5
243541974,915024554,5
243541948,915024554,5
976094679,976094675,5
976094679,976094680,5
976094680,976094678,5
335456324,335454429,5
335456325,335456324,5
338870086,335456335,5
335456335,338859096,5
171519294,171519276,5
171519276,922329134,5
922329134,171519259,5
171519249,171519259,5
171518957,275496976,5
275496976,915033567,5
915033567,915033568,5
915033568,171519249,5
275506467,243541363,5
171516073,171515512,5
171519590,171519577,5
171525106,171525052,5
171515828,243541173,5
243541173,243541171,5
243541171,243541175,5
243541175,171515876,5
338858856,171519887,5
24866896,338858856,5
171521621,338858678,5
338858852,916274995,5
916274995,171519325,5
171519325,916275298,5
916275298,916275299,5
916275299,948234915,5
948234915,335455627,5
171509698,171509771,5
243540778,243540779,5
243540779,243540772,5
275987896,243540778,5
275987896,275987878,5
275987896,24881556,5
243540772,805730804,5
171512289,24864674,5
918459966,171512289,5
918466672,918459966,5
171512011,918466675,5
918466675,918466673,5
918466673,918469864,5
918469864,918466672,5
171524498,171524436,5
171524436,918464452,5
918464452,171525470,5
875076013,875076014,5
171529367,171529357,5
275509094,24881128,5
24881128,171529321,5
24880973,171528878,5
171529321,171529357,5
243540579,171529367,5
171528878,243540579,5
24881323,24881317,5
24881310,24881315,5
171529943,24881310,5
171529941,171529943,5
171529932,171529941,5
24881005,171528948,5
171529923,171529932,5
24880973,24881005,5
24881315,24881317,5
171528948,171529923,5
275502346,1060080112,5
171521109,1060080281,5
1060080281,171521385,5
1060080112,1120746902,5
1120746902,171521109,5
976095125,976095126,5
171516039,171515970,5
171515970,915030634,5
915030634,243541136,5
171529669,916276980,5
916276980,916276981,5
916276981,916276982,5
916276982,171529617,5
171515167,243541981,5
171523336,917381669,5
917381669,704033795,5
243541599,243541602,5
335463219,335463221,5
979562780,979562781,5
338858862,171521326,5
171518651,24866578,5
24867136,338858862,5
171521326,916275552,5
916275552,1119392945,5
24866578,1062385677,5
1062385677,215642363,5
171522076,24867185,5
171511903,24864616,5
171519862,171519863,5
171519860,171519862,5
171519863,171519867,5
243541232,171519860,5
243541236,243541232,5
243541236,171519860,5
171521137,171521139,5
171521231,171521137,5
1045486946,1045486954,5
1045486954,1045488581,5
1045488581,1069055948,5
1069055948,171521142,5
171521139,1069055951,5
1069055951,1045486946,5
171518688,24866553,5
171518042,171518688,5
171518040,171518042,5
171517898,171517913,5
171517894,171517898,5
171517890,171517894,5
171517913,24866371,5
171521191,907343436,5
171521654,171521616,5
171521655,171521654,5
24867165,171521655,5
171521616,171521629,5
851480942,851480940,5
851479994,851479993,5
171511413,914987926,5
914987926,171511398,5
171529959,24881314,5
171529972,171529959,5
171521298,171521297,5
171521866,171521298,5
171521870,171521866,5
171521867,171521870,5
171521883,171521867,5
171521881,171521883,5
171521981,171521982,5
171522025,171521981,5
171521970,171521846,5
171521846,171521901,5
171521982,335454981,5
335454981,171521970,5
338869953,171521881,5
171521901,338869953,5
171518399,275973212,5
335454591,171518403,5
275973212,335454591,5
335454591,222001688,5
24866503,171518472,5
880294299,171518399,5
171523395,915038052,5
915038052,979698922,5
979698922,243541096,5
915039335,275507977,5
915039335,915039336,5
915039336,171529547,5
171522052,171522053,5
171522051,171522052,5
171521972,171522051,5
171521970,171521972,5
171521969,335454981,5
171521853,171521969,5
171521852,171521853,5
171518624,171518706,5
171518622,171518624,5
171518621,171518622,5
171518612,171518621,5
171518578,171518612,5
171518576,171518578,5
171518570,171518576,5
24866419,171518570,5
171518706,171518715,5
24866613,1062388264,5
1062388264,171518715,5
275986949,335455575,5
335455575,275114144,5
335455575,335455578,5
243540698,275986949,5
243540693,976097048,5
976097048,243540698,5
171514088,171514125,5
976095129,171520862,5
243540616,243540615,5
215642838,215642897,5
275981001,171518171,5
215642838,275981001,5
335455046,335455047,5
335455047,335455052,5
335455052,851472966,5
171530753,919514924,5
919514924,171530886,5
171523561,171523566,5
171518412,171518414,5
275512869,275512870,5
275512886,275512885,5
275512924,275512869,5
275512928,275512886,5
275512870,275512928,5
914892357,275512918,5
914892357,275512924,5
171520145,171520151,5
171520144,171520145,5
171520143,171520144,5
914822370,914822714,5
914822371,914822714,5
275985739,335462924,5
335462924,921332483,5
171519253,922329135,5
922329135,171519249,5
922329135,922329134,5
171523431,171523444,5
171523430,171523431,5
171523225,171523430,5
171523211,915043493,5
915043493,915043494,5
915043494,171523225,5
243541745,275512813,5
171520156,171520162,5
171520155,171520156,5
243540345,171527201,5
171530246,24881607,5
1061989645,1061989646,5
171517399,171517433,5
171517384,171517399,5
24867128,275501370,5
171521250,24867128,5
171521251,171521250,5
171521271,171521251,5
171521270,171521266,5
171523921,171523967,5
171535328,915016615,5
915016615,957598846,5
957598846,24884972,5
171518545,171518551,5
222001833,222001832,5
335455167,335455166,5
335455166,335455178,5
335455178,335455165,5
222001832,335455224,5
335455224,171518533,5
171518235,171518202,5
171518240,171518235,5
24866415,171518240,5
171518244,24866415,5
171518565,171518244,5
171517941,171518565,5
24866355,171517945,5
171517945,275977572,5
275977572,171517941,5
338858508,338858512,5
171531605,24883444,5
171521320,171521323,5
171518301,171518327,5
1045492537,1060295016,5
1060360143,1045492537,5
1060293922,1060360339,5
1060360339,1060289177,5
1060289177,1060362813,5
1060362813,1060360143,5
171519821,1060362826,5
1060362826,1060293922,5
1060295016,1120746903,5
1120746903,275502247,5
171527758,24880762,5
24862148,171509824,5
976094925,851480945,5
976094925,851480946,5
171521578,171521588,5
171521582,171521578,5
338870087,338870088,5
338870088,171521588,5
338870088,171521586,5
171521588,171521586,5
171521561,1045498300,5
1045498300,171521578,5
1061992080,1061992081,5
171510917,171510912,5
171517783,171517784,5
171517809,171517783,5
338870888,171517809,5
171517799,171517810,5
851472962,851472964,5
851472964,851472963,5
851472963,851472965,5
851472961,950302549,5
950302549,851472963,5
171518494,171518493,5
171518493,171518492,5
171518492,171518490,5
171518490,215673451,5
171522082,171522084,5
171522089,171522082,5
171522158,171522089,5
171521912,171522159,5
171518941,24866698,5
171523017,171522985,5
275983714,171525928,5
171525928,171525910,5
171525910,171525930,5
171522564,915026871,5
915026871,171522729,5
171524777,171524753,5
171511666,24864203,5
171511408,171511413,5
916270663,916270664,5
916270664,171511326,5
171511413,917379443,5
917379443,917379444,5
917379444,917379445,5
917379445,917379446,5
917379446,171511666,5
171511326,918508166,5
918508166,171511408,5
916270662,916270663,5
24863778,952109892,5
952109892,916270662,5
171529695,171529748,5
171518365,243541599,5
243541599,243541603,5
171518105,171518106,5
171522290,171522287,5
171527201,171526984,5
243540402,171527201,5
171527243,171527271,5
171527271,243540404,5
243540404,243540402,5
171527238,915020171,5
915020171,171527243,5
338858854,171519764,5
171519744,24866779,5
24866779,338858854,5
979698926,171519739,5
171519739,1045496769,5
1045496769,171519744,5
171516990,171516984,5
171517000,171516990,5
243542337,243542328,5
171522303,243541337,5
335456175,335456172,5
171514121,171514060,5
171514159,171514522,5
171514060,171513980,5
171513980,275984724,5
171514121,171514159,5
171518640,171518642,5
171518636,171518640,5
171518635,171518636,5
171519480,171519478,5
171519480,171519498,5
171519464,171519478,5
171516517,171516510,5
171512597,275989505,5
275989505,335459828,5
335459828,171523807,5
875076017,171510670,5
171522151,24867188,5
171522140,171522151,5
171518823,275973102,5
171520139,24866932,5
171518465,171520139,5
915044069,171528251,5
171517969,171517967,5
171518030,171517969,5
171518029,171518030,5
243541277,243541286,5
171511261,171511617,5
243540923,171511261,5
842024745,171525122,5
171521166,275506532,5
171521162,171521166,5
171515468,915032336,5
915032337,915032336,5
915032337,171515436,5
243541726,243541725,5
1045479700,171520565,5
1045479720,171520569,5
1045479720,1045480223,5
1045480223,1045480232,5
1045480232,1045480244,5
1045480244,1045480257,5
1045480257,1045479700,5
171521225,171521227,5
171521223,171521225,5
171521252,171521223,5
171521253,171521252,5
171521195,171521253,5
171523509,171523580,5
171523491,171523509,5
171523566,915020791,5
915020791,171523579,5
171523580,915024138,5
915024138,171523566,5
171521749,171521756,5
171521746,171521749,5
24865973,24866024,5
851480000,24865973,5
24866024,915019375,5
915019375,275160154,5
171522978,171522982,5
171523031,171522983,5
171522982,949537612,5
949537612,171522983,5
171521594,1035031743,5
171521593,171521594,5
171524891,171525403,5
979688775,171524891,5
979688776,979688775,5
979688777,979688776,5
979688777,979688775,5
171520818,171520798,5
171518642,24866568,5
171518649,171518642,5
171521411,215650335,5
171521412,171521411,5
171521400,171521412,5
171521404,171521400,5
171521605,171521404,5
171521604,171521605,5
171521610,171521604,5
171521249,171521610,5
171521524,171521521,5
275449128,171521524,5
171521499,171521504,5
215650335,171521361,5
171521361,171521376,5
171521504,275449128,5
1035031860,171522938,5
171521485,171521488,5
171521484,171521485,5
171521488,171521499,5
171521376,171521484,5
171522938,335454396,5
335454396,335454386,5
171521521,338858502,5
338858502,171521532,5
335454386,1025062732,5
1035031859,1035031860,5
1035031861,1035031860,5
171521532,1035031864,5
1035031864,1035031865,5
1035031865,1035031866,5
1035031865,1035031867,5
851775847,851775849,5
243540669,243540670,5
171521663,171521662,5
171521897,171521663,5
851601075,914900164,5
914900164,914900165,5
914900165,171521897,5
171520814,171520818,5
171517447,171518365,5
171518365,243541590,5
287955016,171518369,5
243541590,287955016,5
338859001,171517447,5
979688778,171516497,5
171516574,979688780,5
979688780,979688778,5
243542378,275991844,5
171510059,171510060,5
171517258,171517219,5
171519862,171519831,5
171526554,171526553,5
171518236,338858125,5
171510091,915037661,5
915037661,171510126,5
171517666,171517667,5
335456099,338858508,5
338858508,338858517,5
171523975,914988524,5
914988524,24879540,5
171519372,171519357,5
335455020,335455035,5
335455019,335455020,5
275449042,335454401,5
275449039,335454401,5
171518105,171518112,5
171518098,171518105,5
24866400,171518130,5
171518130,243541628,5
171518221,1062907155,5
1062907155,24866400,5
171521979,171521981,5
171525089,171525092,5
171525058,171525089,5
171525056,171525058,5
171529530,171529532,5
171529530,171529441,5
171528982,171529939,5
171529939,171529932,5
171528671,171528679,5
171520785,171520547,5
221975783,171520781,5
171520577,335455115,5
335455115,171520579,5
171520781,917381190,5
917381190,171520785,5
171520547,1045479706,5
1045479706,171520577,5
171519176,171519178,5
171514866,275984034,5
275984034,171514869,5
171518703,171518701,5
171518057,171518058,5
171524731,171524737,5
171518701,221977803,5
171524731,171518057,5
171523100,171523067,5
275450847,275450849,5
275450849,171522779,5
335456079,275450847,5
335459030,216617022,5
171517548,171517576,5
171517523,171517548,5
171517495,914989320,5
914989320,171517523,5
171517447,338858991,5
335454427,335454428,5
335454428,335454429,5
335454429,806148405,5
806148405,851479997,5
851479997,335454431,5
171520156,171520145,5
24866933,24866934,5
171520145,275512813,5
275512813,24866934,5
171518387,171518388,5
171518389,171518386,5
171518386,171518387,5
24881215,171529532,5
171529537,171529484,5
171529484,171529483,5
171529483,171529466,5
171529466,171529448,5
171529448,171529547,5
171529547,171529589,5
171529532,915032498,5
915032498,171529537,5
171529589,916276340,5
916276340,916276341,5
916276341,916276342,5
916276343,916276342,5
171529663,916276344,5
916276344,916276343,5
24881575,24881597,5
24881597,171530447,5
171530447,917773879,5
917773879,917773880,5
917773880,171536298,5
171529321,171529322,5
171519215,171519235,5
171518706,171518627,5
806148413,171518618,5
171518627,851465632,5
851465632,806148413,5
851472967,851472966,5
851472967,851472969,5
851472966,851472969,5
171521858,171521867,5
243540992,243540974,5
243540967,243540970,5
243540970,915025736,5
915025736,915025737,5
243540974,915025737,5
243541353,171522270,5
171519421,171519430,5
171519433,171519424,5
171519421,171519466,5
171519424,338858434,5
171519424,171519421,5
171519433,171519430,5
171519430,338858439,5
196301422,196301429,5
335454632,171520783,5
335454632,171520781,5
335454639,335454632,5
171518043,171518050,5
171518042,171518043,5
171517982,171518042,5
171522168,171522219,5
171522196,171522219,5
171518793,171518798,5
171518795,171518798,5
171517933,171517935,5
171518381,338857622,5
171518371,171518377,5
171530084,24881379,5
24881379,171530065,5
171530065,171529995,5
1135213064,1135213065,5
171518360,171518363,5
171518360,171518356,5
171518355,171518360,5
171518339,275977129,5
171520779,171520781,5
196301429,196301423,5
196301429,196301428,5
171512495,918458212,5
918458212,24864732,5
338859122,335458787,5
335458787,215648815,5
335464594,335464604,5
335464594,171515031,5
171521233,24867125,5
171521139,171521233,5
171517981,24866551,5
922324469,922324466,5
922324469,922324470,5
922324465,1061991084,5
1061991084,922324466,5
171519863,171519833,5
171517661,24866292,5
171517658,171517661,5
171517624,171517658,5
171517625,171517624,5
275501233,275501234,5
24865060,24865063,5
24865063,171513439,5
171513439,171513461,5
171513461,171513464,5
171513464,171513465,5
24865054,24865060,5
335463664,24865067,5
