Line_ID,Start_Object_ID,End_Object_ID,Full_Line_ID
13907e,32529,32531,13907
36555,44231,17671,36555
42212a,17634,32521,42212
42212b,32521,17635,42212
7602a,17634,32521,7602
7602b,32521,32520,7602
32395,17634,32521,32395
36927,17662,32502,36927
27871,17671,32514,27871
34480,32527,32529,34480
34713a,32529,32527,34713
34713b,32527,32516,34713
39973a,17663,32506,39973
39973b,32506,32530,39973
39973c,32530,32531,39973
169a,32528,32531,169
169b,32531,32529,169
169c,32529,32530,169
169d,32530,32527,169
49877a,32505,17669,49877
49877b,17669,32503,49877
49877c,32503,32504,49877
49878a,17669,32503,49878
49878b,32503,32504,49878
50133a,17669,32503,50133
50133b,32503,32504,50133
13242,32527,32529,13242
17077a,17669,26996,17077
17077b,26996,32503,17077
17077c,32503,32504,17077
17768,32530,32531,17768
42702a,17663,32505,42702
42702b,32505,32506,42702
48248,17663,32506,48248
20951a,32527,32529,20951
20951b,32529,32528,20951
29033a,32503,32504,29033
29033b,32504,17669,29033
29526,32530,32531,29526
32815,32528,44229,32815
22851,29169,29168,22851
3291,29163,29177,3291
12014,29163,53389,12014
2967a,53373,29165,2967
2967b,29165,29164,2967
4378,53389,29164,4378
7219a,53374,29165,7219
7219b,29165,53373,7219
7213,53389,30985,7213
8684a,53389,29164,8684
8684b,29164,29192,8684
42796,30985,53389,42796
17112,29165,53373,17112
41643,53389,29162,41643
6504,10817,10807,6504
34868a,10817,17544,34868
34868b,17544,17545,34868
34868c,17545,10808,34868
38530a,10817,17544,38530
38530b,17544,17545,38530
38988a,10817,17570,38988
38988b,17570,10832,38988
38988c,10832,27730,38988
38988d,27730,17545,38988
38988e,17545,17544,38988
38988f,17544,10808,38988
38988g,10808,10833,38988
45493a,29165,53373,45493
45493b,53373,53389,45493
26971a,29165,53373,26971
26971b,53373,29174,26971
26971c,29174,17633,26971
48487,10817,10808,48487
13372a,10817,17570,13372
13372b,17570,10832,13372
13372c,10832,27730,13372
13372d,27730,17545,13372
13372e,17545,17544,13372
13372f,17544,10808,13372
13372g,10808,10833,13372
16817,29171,53370,16817
34398a,29168,53370,34398
34398b,53370,53371,34398
34398c,53371,53372,34398
16637a,53394,53376,16637
16637b,53376,29159,16637
16637c,29159,53375,16637
34921,53394,44229,34921
40973a,29172,53372,40973
40973b,53372,53371,40973
20328a,53394,17632,20328
20328b,17632,29181,20328
4946a,53394,53376,4946
4946b,53376,29159,4946
4946c,29159,53375,4946
4976a,29177,53371,4976
4976b,53371,53372,4976
46502,53394,29171,46502
31301,29171,53394,31301
44636a,53370,53372,44636
44636b,53372,29171,44636
44636c,29171,53371,44636
32522,29171,29170,32522
42444,53372,53371,42444
16398,17633,29174,16398
15192,29167,29166,15192
33503,29176,29170,33503
17270a,29166,17629,17270
17270b,17629,29167,17270
37171,29173,29176,37171
23232a,29175,17633,23232
23232b,17633,29174,23232
1413a,17629,17633,1413
1413b,17633,29174,1413
1413c,29174,29175,1413
10898,29173,17629,10898
12729a,29164,53368,12729
12729b,53368,53369,12729
14758,53368,53369,14758
51618,53369,53368,51618
44635,17635,32519,44635
31669,17635,32523,31669
20769,29192,44230,20769
30988a,53376,53375,30988
30988b,53375,29161,30988
17268a,53376,53375,17268
17268b,53375,53390,17268
21166a,29162,29180,21166
21166b,29180,53386,21166
21166c,53386,53393,21166
869,53376,53375,869
41446a,53376,53375,41446
41446b,53375,29160,41446
41014,53376,53375,41014
50871a,53376,53375,50871
50871b,53375,53390,50871
13090,32524,32522,13090
13059,32524,17636,13059
4840a,44229,17642,4840
4840b,17642,17611,4840
4840c,17611,44212,4840
4840d,44212,17641,4840
1425,44229,32522,1425
34475,32519,32480,34475
37376a,32459,17631,37376
37376b,17631,32480,37376
47277a,20539,20540,47277
47277b,20540,32484,47277
16458,32519,32462,16458
19877,32460,32461,19877
3484,20539,20540,3484
3979,32459,17631,3979
6496a,32459,32460,6496
6496b,32460,17631,6496
19888a,20540,20539,19888
19888b,20539,32472,19888
27637,32461,32462,27637
28589a,20539,20540,28589
28589b,20540,32472,28589
29179a,32483,20539,29179
29179b,20539,20540,29179
5812,29136,17484,5812
41754,29183,29182,41754
32561a,17639,17638,32561
32561b,17638,29184,32561
32561c,29184,29183,32561
18026a,29182,29181,18026
18026b,29181,17632,18026
13340a,29185,17632,13340
13340b,17632,29181,13340
32255,29158,53390,32255
49377a,29158,44195,49377
49377b,44195,44196,49377
49376,44196,17648,49376
39571,29179,17630,39571
51870,53393,53384,51870
46345,17630,29179,46345
25513,17630,29180,25513
27436,29181,17632,27436
39747,32525,17636,39747
42836,17636,29193,42836
6783,29133,29132,6783
16512,17484,29137,16512
39546,29133,29132,39546
50872,53390,53384,50872
35136,20573,27233,35136
24889,20573,21468,24889
31557,20573,21474,31557
18442a,20573,27234,18442
18442b,27234,27232,18442
18442c,27232,21468,18442
18442d,21468,12592,18442
4773a,21518,21529,4773
4773b,21529,21528,4773
19912a,21529,21524,19912
19912b,21524,21528,19912
19912c,21528,21518,19912
11381a,21529,21518,11381
11381b,21518,20594,11381
11381c,20594,21517,11381
11158a,21518,21529,11158
11158b,21529,21527,11158
22277a,21518,21528,22277
22277b,21528,21529,22277
40026a,21518,21529,40026
40026b,21529,21527,40026
40026c,21527,20594,40026
40026d,20594,21517,40026
35147a,21529,21524,35147
35147b,21524,21528,35147
28071a,21528,21529,28071
28071b,21529,21518,28071
28071c,21518,21524,28071
40641a,21524,21518,40641
40641b,21518,21528,40641
40641c,21528,21529,40641
14517a,21529,21518,14517
14517b,21518,20594,14517
14517c,20594,21517,14517
33409,21529,21524,33409
24652a,21491,20578,24652
24652b,20578,30356,24652
26036a,21491,20578,26036
26036b,20578,30356,26036
40469a,21516,30357,40469
40469b,30357,21473,40469
6642a,21516,30357,6642
6642b,30357,27237,6642
305,21516,27237,305
16773a,21527,27232,16773
16773b,27232,20586,16773
16773c,20586,20582,16773
16773d,20582,21449,16773
22198,21527,20587,22198
42512a,21527,20586,42512
42512b,20586,20582,42512
42512c,20582,21449,42512
46521a,20577,20576,46521
46521b,20576,30355,46521
46521c,30355,30354,46521
6151a,20577,30355,6151
6151b,30355,21466,6151
6151c,21466,30356,6151
6151d,30356,20578,6151
5914a,20576,21477,5914
5914b,21477,30354,5914
38691a,20577,20576,38691
38691b,20576,30355,38691
38691c,30355,30354,38691
39211a,20577,30355,39211
39211b,30355,21466,39211
29845a,20576,21477,29845
29845b,21477,30354,29845
46945,21519,27228,46945
41599a,21519,20594,41599
41599b,20594,21517,41599
23262,21519,20592,23262
19615,21519,30362,19615
21886,21451,21473,21886
37346,21451,21467,37346
32886,21451,21467,32886
26273,21451,21473,26273
22797,27232,20586,22797
35263a,27234,27232,35263
35263b,27232,27233,35263
51947,27232,27234,51947
51639,27250,27245,51639
10295a,27246,27250,10295
10295b,27250,20572,10295
10295c,20572,27245,10295
10295d,27245,20571,10295
30837,27246,27231,30837
52065a,27234,27232,52065
52065b,27232,27233,52065
37752,27232,27234,37752
36777a,27232,27234,36777
36777b,27234,27250,36777
36777c,27250,27245,36777
45178,20586,27231,45178
3224,27250,27245,3224
8748,27232,27234,8748
15120a,27232,27234,15120
15120b,27234,27233,15120
12417,27232,21530,12417
22753,27232,27234,22753
11006a,27250,20571,11006
11006b,20571,27245,11006
980,30357,21473,980
46131,30357,21450,46131
8251,21526,21532,8251
37976a,21513,27235,37976
37976b,27235,27236,37976
44670,30358,21526,44670
9537,21513,21472,9537
8559,30358,27237,8559
5556,21514,21515,5556
16205a,21514,27237,16205
16205b,27237,21515,16205
11278,21526,21532,11278
8950,21513,21514,8950
23653a,21513,21450,23653
23653b,21450,21504,23653
23653c,21504,20593,23653
29881a,30358,27237,29881
29881b,27237,21472,29881
32243,21513,21514,32243
22558a,21513,21467,22558
22558b,21467,20591,22558
22558c,20591,21472,22558
22558d,21472,21450,22558
22558e,21450,21504,22558
22558f,21504,20593,22558
15336a,21513,20593,15336
15336b,20593,21504,15336
20483,21513,27237,20483
11593a,30358,20582,11593
11593b,20582,21449,11593
17536a,21513,21467,17536
17536b,21467,20591,17536
2651,20592,27233,2651
9403a,20592,27229,9403
9403b,27229,27239,9403
9691a,21532,27230,9691
9691b,27230,27235,9691
9691c,27235,27236,9691
9691d,27236,27237,9691
9691e,27237,21472,9691
29079a,21532,27235,29079
29079b,27235,27230,29079
29079c,27230,12596,29079
29079d,12596,20595,29079
29079e,20595,20596,29079
3355,27236,27237,3355
36722,27244,27236,36722
45748a,27236,27235,45748
45748b,27235,20587,45748
45881a,27230,20571,45881
45881b,20571,20572,45881
50225,27236,27237,50225
52064a,27235,27236,52064
52064b,27236,27237,52064
8936a,27236,27235,8936
8936b,27235,20587,8936
8936c,20587,20582,8936
8936d,20582,21449,8936
8936e,21449,21468,8936
8936f,21468,21421,8936
8936g,21421,12592,8936
8936h,12592,21429,8936
8936i,21429,21430,8936
8936j,21430,25232,8936
9358a,27230,27235,9358
9358b,27235,27237,9358
9358c,27237,20572,9358
35252a,27230,20571,35252
35252b,20571,20572,35252
12647,27236,27244,12647
14881a,27230,27235,14881
14881b,27235,27237,14881
17027a,27235,27237,17027
17027b,27237,27236,17027
20285,27237,21515,20285
38418,27241,27228,38418
5006,27239,27229,5006
10535,27238,21530,10535
5092a,27239,27229,5092
5092b,27229,27238,5092
1898,27228,27240,1898
5501a,20587,21449,5501
5501b,21449,20582,5501
5501c,20582,20595,5501
5501d,20595,20596,5501
5501e,20596,12596,5501
27929,21449,20582,27929
18234a,20582,21449,18234
18234b,21449,21471,18234
18234c,21471,21470,18234
21127a,21477,21505,21127
21127b,21505,21506,21127
43213a,21506,21505,43213
43213b,21505,25213,43213
43213c,25213,12583,43213
48820a,30363,30364,48820
48820b,30364,20597,48820
25684a,30363,30364,25684
25684b,30364,20597,25684
25684c,20597,21489,25684
25684d,21489,21487,25684
45075a,21505,21506,45075
45075b,21506,12583,45075
37000,21506,21505,37000
22153a,20597,21486,22153
22153b,21486,21507,22153
828,12583,25213,828
46000,25213,12582,46000
35990,25213,25212,35990
17317a,20571,27231,17317
17317b,27231,20572,17317
45509,21467,20591,45509
38293a,21467,21490,38293
38293b,21490,21489,38293
38293c,21489,21487,38293
38293d,21487,20591,38293
43996a,21467,20591,43996
43996b,20591,21472,43996
43996c,21472,21450,43996
43996d,21450,21504,43996
43996e,21504,20593,43996
25119a,21467,30356,25119
25119b,30356,20578,25119
9915,21467,20591,9915
52074,21467,21466,52074
2752a,21467,20591,2752
2752b,20591,21450,2752
14621a,21467,20591,14621
14621b,20591,21450,14621
4436a,21509,21466,4436
4436b,21466,21487,4436
4436c,21487,21490,4436
43311a,21466,21509,43311
43311b,21509,21490,43311
2626a,21488,21489,2626
2626b,21489,21507,2626
2626c,21507,21486,2626
1745a,21488,21483,1745
1745b,21483,20570,1745
1745c,20570,21485,1745
1595a,21489,20591,1595
1595b,20591,21450,1595
25219a,21488,21486,25219
25219b,21486,21483,25219
22323,20591,21450,22323
14604a,21472,20570,14604
14604b,20570,21484,14604
14604c,21484,21485,14604
12616a,21471,21472,12616
12616b,21472,21470,12616
13104,21472,21481,13104
26320a,21472,21450,26320
26320b,21450,20593,26320
26320c,20593,21504,26320
36920a,21472,21468,36920
36920b,21468,21402,36920
36920c,21402,12592,36920
14415a,20583,12588,14415
14415b,12588,20584,14415
14415c,20584,12586,14415
25246a,12588,20583,25246
25246b,20583,20584,25246
16811a,12588,20583,16811
16811b,20583,20584,16811
16811c,20584,25170,16811
16811d,25170,12613,16811
16811e,12613,12586,16811
21159a,20584,20583,21159
21159b,20583,12589,21159
21159c,12589,12588,21159
39014a,12588,20583,39014
39014b,20583,20584,39014
39014c,20584,12574,39014
39014d,12574,21497,39014
39014e,21497,21454,39014
20920a,20584,12588,20920
20920b,12588,20583,20920
7674a,20584,20583,7674
7674b,20583,12588,7674
7674c,12588,12576,7674
7674d,12576,12610,7674
7674e,12610,12611,7674
9096a,12588,20583,9096
9096b,20583,20584,9096
9096c,20584,21454,9096
9096d,21454,21497,9096
39151,12589,12613,39151
26378a,9118,25214,26378
26378b,25214,25219,26378
24287a,13504,9118,24287
24287b,9118,16631,24287
24287c,16631,25214,24287
24287d,25214,25219,24287
24287e,25219,16630,24287
24287f,16630,25200,24287
24287g,25200,20605,24287
23372,25214,9118,23372
8818a,13504,16631,8818
8818b,16631,25200,8818
8818c,25200,20605,8818
12472,16631,13504,12472
46189a,13504,25214,46189
46189b,25214,13505,46189
46189c,13505,9118,46189
39469a,9118,25214,39469
39469b,25214,13504,39469
39469c,13504,16631,39469
14316,25219,25229,14316
27363,25219,25229,27363
4056a,25218,25221,4056
4056b,25221,25222,4056
25056a,25218,13518,25056
25056b,13518,25220,25056
2298a,21410,21409,2298
2298b,21409,13454,2298
31309a,21409,25204,31309
31309b,25204,25206,31309
31309c,25206,12573,31309
31309d,12573,25228,31309
20889,21409,25228,20889
20956,25203,25202,20956
1919a,21409,16635,1919
1919b,16635,25228,1919
11012a,25204,21409,11012
11012b,21409,25206,11012
11012c,25206,12573,11012
11012d,12573,25228,11012
13834,25204,25206,13834
39704,25204,25202,39704
46877a,25204,25202,46877
46877b,25202,25206,46877
46877c,25206,12573,46877
46877d,12573,16633,46877
44650,21409,21410,44650
34675a,25202,16633,34675
34675b,16633,25201,34675
45241a,21409,13450,45241
45241b,13450,13451,45241
45241c,13451,13449,45241
45241d,13449,25144,45241
45241e,25144,16634,45241
45241f,16634,16635,45241
45241g,16635,25228,45241
10519a,25171,25146,10519
10519b,25146,25172,10519
60a,25171,21403,60
60b,21403,13531,60
6347a,25173,25146,6347
6347b,25146,25172,6347
14028,25172,25146,14028
46481,25173,21411,46481
33589a,12620,12621,33589
33589b,12621,16628,33589
39424,12621,12620,39424
26640a,12621,12620,26640
26640b,12620,16626,26640
41924a,12664,12620,41924
41924b,12620,12621,41924
22704,12664,12665,22704
568a,21500,21508,568
568b,21508,21456,568
16777a,25170,12590,16777
16777b,12590,12591,16777
3630a,21508,21456,3630
3630b,21456,20590,3630
44743a,20590,21457,44743
44743b,21457,21465,44743
29870a,20590,21454,29870
29870b,21454,21497,29870
32969,21508,21456,32969
38377a,20590,21456,38377
38377b,21456,21499,38377
38377c,21499,21508,38377
17276a,21499,21508,17276
17276b,21508,21456,17276
17276c,21456,20590,17276
20058,21501,21452,20058
20959,21456,21508,20959
29199a,25170,12613,29199
29199b,12613,12591,29199
40778a,21500,21501,40778
40778b,21501,21452,40778
43357a,20590,21457,43357
43357b,21457,21454,43357
43357c,21454,21497,43357
43357d,21497,21463,43357
43357e,21463,21464,43357
32719a,21453,12590,32719
32719b,12590,21452,32719
32719c,21452,21497,32719
32719d,21497,21454,32719
21022a,21453,12590,21022
21022b,12590,21452,21022
21022c,21452,21454,21022
21022d,21454,21497,21022
11124a,12584,16636,11124
11124b,16636,13484,11124
31727a,12584,16636,31727
31727b,16636,13484,31727
31727c,13484,16620,31727
31727d,16620,13456,31727
31727e,13456,13457,31727
14587a,12590,12606,14587
14587b,12606,25158,14587
14587c,25158,20585,14587
48316,12590,12591,48316
35192a,12590,12606,35192
35192b,12606,20585,35192
3926a,25235,25229,3926
3926b,25229,9135,3926
3926c,9135,25228,3926
3926d,25228,9134,3926
6161,25235,25199,6161
32720,25235,30414,32720
2573a,25235,21402,2573
2573b,21402,12619,2573
28285a,25235,30414,28285
28285b,30414,30533,28285
24489,25235,25229,24489
39533,25235,12619,39533
6326,25235,25199,6326
35666a,21396,21394,35666
35666b,21394,21395,35666
35666c,21395,16632,35666
28787a,21394,21396,28787
28787b,21396,21395,28787
44512a,21396,21394,44512
44512b,21394,25144,44512
39584a,21397,21398,39584
39584b,21398,16623,39584
39584c,16623,25185,39584
39584d,25185,16629,39584
26690a,21398,16623,26690
26690b,16623,21397,26690
9661a,21397,16623,9661
9661b,16623,30628,9661
9661c,30628,30625,9661
9661d,30625,20606,9661
18511a,16623,21397,18511
18511b,21397,21398,18511
18511c,21398,21434,18511
18511d,21434,25192,18511
22276,16623,21397,22276
6546,21398,25208,6546
6488a,20588,25187,6488
6488b,25187,12572,6488
6488c,12572,12571,6488
22028,20588,12573,22028
6751,12577,12573,6751
6776a,20588,12571,6776
6776b,12571,12573,6776
6008,12577,20588,6008
31298a,16617,25199,31298
31298b,25199,16619,31298
31298c,16619,16618,31298
38859a,16617,16618,38859
38859b,16618,16619,38859
15354,16617,25199,15354
28147,16636,13484,28147
23191a,16636,13484,23191
23191b,13484,13457,23191
42907a,20589,21498,42907
42907b,21498,12587,42907
42907c,12587,21454,42907
42907d,21454,21497,42907
45458a,20589,21498,45458
45458b,21498,12573,45458
45458c,12573,12587,45458
40760a,20589,21498,40760
40760b,21498,21454,40760
40760c,21454,21497,40760
21455,21498,20589,21455
18780,13460,13468,18780
23376a,13460,9125,23376
23376b,9125,13458,23376
23376c,13458,9124,23376
40542a,13469,9130,40542
40542b,9130,13460,40542
39819a,13480,9140,39819
39819b,9140,12605,39819
3158a,13469,13475,3158
3158b,13475,13480,3158
3158c,13480,13468,3158
3158d,13468,9130,3158
43942,13469,9130,43942
2899a,13475,9130,2899
2899b,9130,13469,2899
2899c,13469,13480,2899
2899d,13480,9140,2899
2899e,9140,12605,2899
2899f,12605,20585,2899
36519a,13460,9124,36519
36519b,9124,9125,36519
36519c,9125,13458,36519
2310a,16622,30627,2310
2310b,30627,16621,2310
2310c,16621,16629,2310
7687,16627,12688,7687
29494a,16630,30627,29494
29494b,30627,16622,29494
29494c,16622,16628,29494
29494d,16628,16621,29494
24443,16628,12663,24443
27124a,16621,30627,27124
27124b,30627,16622,27124
27124c,16622,16628,27124
27124d,16628,20502,27124
27124e,20502,12659,27124
39561a,12665,16622,39561
39561b,16622,30627,39561
39561c,30627,16621,39561
43981a,16621,12688,43981
43981b,12688,16627,43981
43981c,16627,16622,43981
43981d,16622,30627,43981
52020a,16630,25200,52020
52020b,25200,20605,52020
41884a,12688,16627,41884
41884b,16627,16748,41884
12460a,25199,25200,12460
12460b,25200,20605,12460
15589,16632,25199,15589
23160a,25199,25220,23160
23160b,25220,25221,23160
16212,21393,16632,16212
24945a,21393,16632,24945
24945b,16632,25199,24945
18272,13451,13450,18272
7833a,13483,16642,7833
7833b,16642,25208,7833
46672a,16618,13450,46672
46672b,13450,13451,46672
46672c,13451,16619,46672
26839a,13451,13483,26839
26839b,13483,13450,26839
27670a,13450,13451,27670
27670b,13451,16618,27670
27670c,16618,16619,27670
29233a,13450,13451,29233
29233b,13451,13483,29233
19753,13450,13451,19753
21521a,13450,13451,21521
21521b,13451,13449,21521
21521c,13449,12573,21521
46866a,13450,13451,46866
46866b,13451,13449,46866
46866c,13449,16634,46866
46866d,16634,25144,46866
43307a,13450,13451,43307
43307b,13451,13449,43307
43307c,13449,12573,43307
35784,16634,16635,35784
31726,13449,12572,31726
8454a,25208,25187,8454
8454b,25187,12571,8454
30163,25144,12572,30163
37457,16634,16635,37457
953,16634,16635,953
45768,13449,25208,45768
44944,16643,25144,44944
14843,25206,12573,14843
3259,25151,25143,3259
3846,25143,21404,3846
8443a,25143,21404,8443
8443b,21404,21437,8443
8443c,21437,9137,8443
8443d,9137,25211,8443
44805,25143,21411,44805
25213a,25195,12572,25213
25213b,12572,12609,25213
8368,12609,25195,8368
17485,12609,12573,17485
20182,12609,12573,20182
17123a,13478,21414,17123
17123b,21414,9131,17123
17123c,9131,9136,17123
26251a,16620,13456,26251
26251b,13456,13457,26251
26251c,13457,9124,26251
26251d,9124,13458,26251
26251e,13458,9125,26251
19368a,13478,9131,19368
19368b,9131,9133,19368
19368c,9133,13466,19368
19368d,13466,9132,19368
25774,16620,13456,25774
35805a,16620,13455,35805
35805b,13455,13456,35805
14103a,9136,21414,14103
14103b,21414,9134,14103
7339a,16620,25205,7339
7339b,25205,12611,7339
7339c,12611,12610,7339
7339d,12610,12576,7339
7339e,12576,13456,7339
7339f,13456,9125,7339
7339g,9125,13458,7339
7339h,13458,9124,7339
27548,9136,21414,27548
12605,9131,13478,12605
46793,25229,25222,46793
26628a,25229,9135,26628
26628b,9135,25228,26628
26628c,25228,9134,26628
43028,21412,9134,43028
17874a,25229,21411,17874
17874b,21411,9137,17874
17874c,9137,21437,17874
26340,25229,25222,26340
52036a,25229,21412,52036
52036b,21412,9134,52036
3570,21413,21412,3570
48101,25229,21411,48101
5541,25229,9134,5541
32614,13455,25205,32614
28426a,25205,12610,28426
28426b,12610,12611,28426
28426c,12611,12576,28426
28631a,13518,25200,28631
28631b,25200,20605,28631
29550,25200,20605,29550
26707,12585,12586,26707
11476,12586,12573,11476
28574,12586,12573,28574
38067,12585,13454,38067
41573a,25192,21434,41573
41573b,21434,20606,41573
3427a,12576,12610,3427
3427b,12610,12611,3427
3427c,12611,12574,3427
5241a,12573,12576,5241
5241b,12576,12610,5241
5241c,12610,12611,5241
1199,25207,21446,1199
1760,25207,21446,1760
48887,12575,25207,48887
29016a,12610,12573,29016
29016b,12573,12576,29016
29016c,12576,12611,29016
30972a,12573,12576,30972
30972b,12576,12610,30972
30972c,12610,12611,30972
33866a,12576,12573,33866
33866b,12573,12610,33866
33866c,12610,12611,33866
13416a,12576,12610,13416
13416b,12610,12611,13416
14333,12610,12576,14333
14396a,12576,12610,14396
14396b,12610,12611,14396
14396c,12611,12575,14396
15385a,12576,12611,15385
15385b,12611,12610,15385
15638,12573,12587,15638
21590a,12575,12576,21590
21590b,12576,12610,21590
21590c,12610,12611,21590
21590d,12611,25207,21590
40845a,12610,12611,40845
40845b,12611,12575,40845
40845c,12575,12576,40845
40845d,12576,25207,40845
36163a,12610,12611,36163
36163b,12611,25207,36163
36163c,25207,12575,36163
36163d,12575,12576,36163
41707a,12576,12610,41707
41707b,12610,12573,41707
41707c,12573,12611,41707
46155a,12576,12573,46155
46155b,12573,12610,46155
46155c,12610,12611,46155
7207a,9125,13458,7207
7207b,13458,9124,7207
7207c,9124,25228,7207
7748a,9124,9125,7748
7748b,9125,13458,7748
7748c,13458,25228,7748
13929a,9125,13458,13929
13929b,13458,9124,13929
13929c,9124,25228,13929
20991a,9125,13458,20991
20991b,13458,9124,20991
38606a,9124,13458,38606
38606b,13458,9125,38606
38606c,9125,25228,38606
24120,9135,25226,24120
19061a,9135,25228,19061
19061b,25228,9139,19061
19061c,9139,25211,19061
19061d,25211,9138,19061
19061e,9138,9134,19061
18221a,9135,25228,18221
18221b,25228,9138,18221
18221c,9138,9139,18221
18221d,9139,9134,18221
7080,9135,25228,7080
48575a,9135,25228,48575
48575b,25228,25222,48575
27914,9135,25222,27914
20587,21446,21458,20587
22925a,21446,21454,22925
22925b,21454,21497,22925
14161a,16633,25201,14161
14161b,25201,25222,14161
39111a,21435,16633,39111
39111b,16633,21436,39111
39111c,21436,25223,39111
39111d,25223,25225,39111
17725,25221,25222,17725
35667,25201,25222,35667
46746a,25223,21436,46746
46746b,21436,25225,46746
9375,25224,25225,9375
3372,21478,21502,3372
1586,21465,21463,1586
10521a,21478,21464,10521
10521b,21464,21463,10521
29117,21494,30353,29117
17109,21494,30352,17109
12237,30353,21492,12237
3313,21492,30352,3313
22440a,21497,21454,22440
22440b,21454,21460,22440
22440c,21460,20579,22440
22440d,20579,21458,22440
22440e,21458,21461,22440
19942a,21454,21497,19942
19942b,21497,21464,19942
13748a,21454,21497,13748
13748b,21497,21464,13748
21389,21460,21464,21389
33111,21464,21460,33111
32182,21464,21460,32182
35984,21460,21462,35984
37550a,21459,21460,37550
37550b,21460,21458,37550
37550c,21458,21461,37550
37550d,21461,20579,37550
5950,21460,21464,5950
35218,21463,21464,35218
16797a,21460,20579,16797
16797b,20579,21458,16797
16797c,21458,21461,16797
46760,21462,21460,46760
48625,21460,21464,48625
10206a,21459,21461,10206
10206b,21461,20579,10206
10206c,20579,21458,10206
35584a,21460,21461,35584
35584b,21461,20579,35584
25940,12607,20574,25940
10448a,12607,13467,10448
10448b,13467,9129,10448
15443,12607,20574,15443
3687a,12607,9133,3687
3687b,9133,9132,3687
3687c,9132,13466,3687
3687d,13466,13467,3687
3687e,13467,9129,3687
38007,21503,20575,38007
25736,21503,20575,25736
2438,12606,20585,2438
27310a,9140,12605,27310
27310b,12605,20585,27310
45929,12605,9140,45929
25451,21461,20579,25451
46383,20574,20575,46383
41452a,21470,12598,41452
41452b,12598,25212,41452
6528,21470,12598,6528
2871,12598,25212,2871
42799,20570,21482,42799
1007,21483,20570,1007
5504,21484,21481,5504
19939,21485,21484,19939
51948,21504,20593,51948
9558,21504,20593,9558
29639a,13453,12581,29639
29639b,12581,25212,29639
29639c,25212,13452,29639
5149a,13453,12581,5149
5149b,12581,13452,5149
5149c,13452,25211,5149
3748a,20581,12597,3748
3748b,12597,20580,3748
3748c,20580,12595,3748
3748d,12595,12594,3748
3748e,12594,12596,3748
3748f,12596,20595,3748
3748g,20595,20596,3748
8437a,12597,20580,8437
8437b,20580,20581,8437
8437c,20581,20596,8437
8437d,20596,12596,8437
8437e,12596,20595,8437
18871a,20581,20580,18871
18871b,20580,12597,18871
18871c,12597,25212,18871
18871d,25212,12603,18871
25331a,12595,12594,25331
25331b,12594,12596,25331
27799a,12597,20580,27799
27799b,20580,20581,27799
10654a,12597,20580,10654
10654b,20580,20581,10654
10654c,20581,25212,10654
10654d,25212,12603,10654
10654e,12603,20596,10654
10654f,20596,20595,10654
39450a,12595,20581,39450
39450b,20581,20580,39450
39450c,20580,12597,39450
39450d,12597,12594,39450
39450e,12594,25212,39450
39450f,25212,12603,39450
34305a,20580,12597,34305
34305b,12597,20581,34305
34305c,20581,20596,34305
34305d,20596,20595,34305
46599a,12595,12601,46599
46599b,12601,12594,46599
46599c,12594,12599,46599
46599d,12599,12600,46599
15583a,12597,20580,15583
15583b,20580,20581,15583
39323,12595,12596,39323
12457,9141,13461,12457
38780a,9141,13459,38780
38780b,13459,9126,38780
36439,9141,9123,36439
5884,13467,9129,5884
22468a,9129,9132,22468
22468b,9132,9133,22468
22468c,9133,13466,22468
22468d,13466,13467,22468
2928a,13466,9132,2928
2928b,9132,9133,2928
2928c,9133,9126,2928
2928d,9126,13459,2928
14501a,9132,13466,14501
14501b,13466,9133,14501
14501c,9133,13459,14501
14501d,13459,9126,14501
3068a,9133,13466,3068
3068b,13466,9132,3068
3068c,9132,9126,3068
3068d,9126,13459,3068
29773a,13466,9132,29773
29773b,9132,9133,29773
29773c,9133,9126,29773
29773d,9126,13459,29773
35531a,13466,9133,35531
35531b,9133,9132,35531
46657a,12594,12599,46657
46657b,12599,12601,46657
46657c,12601,12600,46657
47800,12599,12600,47800
2556a,12599,12600,2556
2556b,12600,12601,2556
36718a,12600,12599,36718
36718b,12599,12601,36718
36718c,12601,25212,36718
36718d,25212,12603,36718
36718e,12603,12602,36718
7869,12601,12594,7869
43985a,12599,12600,43985
43985b,12600,12602,43985
11108,12581,25212,11108
17396,25212,12582,17396
25439,25174,21403,25439
10093,25174,12596,10093
39502,25174,12596,39502
40235,25174,25211,40235
34399,25174,21404,34399
41773,25174,25211,41773
50156,25174,21404,50156
8135a,12596,20595,8135
8135b,20595,20596,8135
8135c,20596,12580,8135
8135d,12580,12592,8135
9838a,20596,20595,9838
9838b,20595,12580,9838
19400a,12596,21402,19400
19400b,21402,21421,19400
19400c,21421,21429,19400
19400d,21429,21430,19400
19400e,21430,25232,19400
23507a,12596,20595,23507
23507b,20595,20596,23507
3497a,12596,20596,3497
3497b,20596,20595,3497
23988a,20596,20595,23988
23988b,20595,12596,23988
26997,12596,21402,26997
42371,12580,12592,42371
29037a,21415,9138,29037
29037b,9138,9139,29037
33301a,21415,13459,33301
33301b,13459,9126,33301
33301c,9126,9139,33301
33301d,9139,9138,33301
40817a,21415,9126,40817
40817b,9126,13459,40817
11585,9126,13459,11585
10931a,9126,13459,10931
10931b,13459,13452,10931
21363,13452,25211,21363
