Plant_ID,Total_MW,PrimSource
2856,1.9,hydroelectric
2857,3.1,hydroelectric
2858,6,hydroelectric
2859,23,natural gas
2860,24.5,natural gas
2861,2,hydroelectric
2862,4.8,hydroelectric
2863,2.7,hydroelectric
2864,1.8,hydroelectric
2865,23.8,natural gas
2866,51.3,natural gas
2867,41.5,natural gas
2868,1,hydroelectric
2869,30,natural gas
2870,38,biomass
2871,56.3,petroleum
2872,3,hydroelectric
2873,2,hydroelectric
2874,25,biomass
2876,16.1,biomass
2877,17,biomass
2878,49,biomass
2879,2.3,hydroelectric
2880,105,coal
2882,36.7,natural gas
2883,180,coal
2884,7.9,coal
2885,7.9,coal
2886,6.2,coal
2887,295,coal
2888,335,coal
2889,30,natural gas
2890,62,coal
2891,36.5,biomass
2892,145.6,natural gas
2893,0.2,hydroelectric
2894,81.2,geothermal
2895,80.3,geothermal
2896,67.8,geothermal
2897,10,geothermal
2898,16.1,geothermal
2900,2,hydroelectric
2901,6.8,hydroelectric
2902,95.8,natural gas
2903,5.4,natural gas
2904,1.6,hydroelectric
2905,12,hydroelectric
2906,151.4,natural gas
2907,46,natural gas
2908,955,natural gas
2909,6.2,hydroelectric
2910,96.8,hydroelectric
2911,32,natural gas
2912,77,biomass
2913,3,hydroelectric
2914,2.5,hydroelectric
2915,2.7,biomass
2916,19,hydroelectric
2917,13.4,hydroelectric
2918,52,coal
2919,5.6,natural gas
2920,263,natural gas
2921,3.1,hydroelectric
2923,21.2,biomass
2924,6.9,natural gas
2925,2.4,biomass
2926,14.1,natural gas
2927,4.4,natural gas
2928,100,geothermal
2929,27.5,other
2930,50,biomass
2931,48,natural gas
2933,1.4,hydroelectric
2934,10.2,hydroelectric
2935,6.6,hydroelectric
2936,9.2,hydroelectric
2937,12,natural gas
2938,7.5,coal
2939,1.4,natural gas
2941,1.6,hydroelectric
2942,5.8,natural gas
2943,5.8,biomass
2944,59.5,biomass
2945,1.7,hydroelectric
2946,5.4,hydroelectric
2947,236,natural gas
2948,18.9,biomass
2949,11.8,biomass
2951,39,natural gas
2952,146.8,natural gas
2953,45.6,other
2954,65.2,petroleum
2955,1.2,hydroelectric
2956,1.7,hydroelectric
2957,76.1,natural gas
2958,2.4,hydroelectric
2959,2.7,hydroelectric
2960,36,natural gas
2961,300,natural gas
2962,0.5,natural gas
2963,72,natural gas
2964,5,biomass
2965,11.2,natural gas
2966,1,hydroelectric
2967,27,natural gas
2968,153,natural gas
2969,270,natural gas
2970,38,other
2972,3.6,hydroelectric
2973,4.8,hydroelectric
2974,1.2,hydroelectric
2976,1.7,hydroelectric
2977,27,natural gas
2978,35,natural gas
2979,2.5,hydroelectric
2980,2.6,hydroelectric
2981,1.6,hydroelectric
2982,1.6,hydroelectric
2983,5,hydroelectric
2985,128.6,biomass
2986,17,biomass
2987,58,biomass
2988,29,biomass
2989,122.3,biomass
2990,4.4,hydroelectric
2991,58,biomass
2992,57.8,biomass
2993,5.7,natural gas
2994,18,biomass
2995,4.9,natural gas
2996,6.1,other
2997,5.8,hydroelectric
2998,15,biomass
2999,29.5,geothermal
3000,28.9,biomass
3001,398,natural gas
3002,2.7,hydroelectric
3003,4,hydroelectric
3004,0.5,hydroelectric
3005,1.2,biomass
3006,11.5,biomass
3007,0.1,hydroelectric
3008,35,natural gas
3009,2.9,petroleum
3010,9.7,biomass
3011,1,hydroelectric
3012,2.7,natural gas
3013,39.6,natural gas
3014,4.2,natural gas
3015,252.8,natural gas
3016,52.5,coal
3017,76,biomass
3018,59,biomass
3019,9.3,hydroelectric
3020,30,biomass
3021,5,petroleum
3023,1.4,hydroelectric
3024,2.2,hydroelectric
3025,2.2,hydroelectric
3027,7.5,biomass
3028,14.8,other
3029,10.5,natural gas
3030,5.9,wind
3031,9.2,hydroelectric
3032,71.7,natural gas
3033,1.5,hydroelectric
3034,31,wind
3035,60,coal
3036,1.2,hydroelectric
3037,80,biomass
3038,184.4,natural gas
3039,26.5,biomass
3040,72.5,biomass
3041,46.1,natural gas
3042,60,natural gas
3043,230,other
3044,47.2,petroleum
3045,18.6,natural gas
3047,13.7,natural gas
3048,2.4,hydroelectric
3049,0.6,hydroelectric
3050,1,hydroelectric
3052,2.8,natural gas
3054,1.2,hydroelectric
3055,1.4,hydroelectric
3056,3.7,natural gas
3057,2.5,hydroelectric
3058,4.6,biomass
3060,1.8,natural gas
3061,11.6,other
3062,14.5,hydroelectric
3063,4.3,hydroelectric
3065,4.6,hydroelectric
3066,1.7,hydroelectric
3067,16,other
3068,1.8,hydroelectric
3069,2.9,hydroelectric
3070,6.7,hydroelectric
3071,15.5,biomass
3072,6,biomass
3073,28.2,coal
3074,32.7,natural gas
3075,27.9,other
3076,12,natural gas
3077,1.2,hydroelectric
3078,4.5,hydroelectric
3080,3.4,hydroelectric
3081,120.2,natural gas
3082,15.3,wind
3083,17,petroleum
3084,7,natural gas
3087,35.1,natural gas
3088,51.5,biomass
3089,85,coal
3090,153.9,biomass
3091,15.6,hydroelectric
3092,38.8,other
3094,89.3,biomass
3095,2.1,hydroelectric
3096,1.8,hydroelectric
3097,67,petroleum
3098,10.2,natural gas
3099,9,biomass
3100,3.4,hydroelectric
3101,1,hydroelectric
3102,1.6,hydroelectric
3104,10.6,other
3105,3.6,natural gas
3106,44.5,natural gas
3107,1.4,hydroelectric
3108,2.5,hydroelectric
3109,1.6,hydroelectric
3110,1.6,hydroelectric
3111,2,hydroelectric
3112,64.7,biomass
3113,49.1,natural gas
3114,48.9,natural gas
3115,47.7,natural gas
3116,11.7,natural gas
3117,130.4,natural gas
3119,104.9,natural gas
3120,70.9,natural gas
3121,77.1,biomass
3122,43.1,biomass
3123,1.1,hydroelectric
3124,36,biomass
3125,15.9,other
3126,33,natural gas
3127,14.7,natural gas
3128,6.9,biomass
3129,194.3,coal
3130,44.6,biomass
3131,25.1,wind
3132,52.5,other
3133,103,other
3134,303.2,natural gas
3135,2.7,natural gas
3136,123,natural gas
3137,5.6,biomass
3138,46,natural gas
3139,46,natural gas
3140,46,natural gas
3141,55.2,natural gas
3142,54,other
3143,32.6,hydroelectric
3145,5,hydroelectric
3146,65,other
3147,18.8,wind
3148,19,wind
3149,29.9,wind
3150,76.9,wind
3151,5.6,natural gas
3153,8,other
3154,101.7,natural gas
3155,7.8,biomass
3156,14,hydroelectric
3158,39.7,wind
3159,20,wind
3160,165,natural gas
3161,111.4,natural gas
3162,18,biomass
3163,236.8,natural gas
3164,5.8,biomass
3165,2.4,biomass
3166,1.6,biomass
3167,2.4,natural gas
3168,9.6,biomass
3169,12.2,biomass
3170,4.8,biomass
3171,8.4,biomass
3172,10.9,biomass
3173,2.9,biomass
3174,5.8,biomass
3175,9,biomass
3176,11.7,biomass
3177,1,natural gas
3178,30,coal
3179,46,natural gas
3180,21.4,biomass
3181,4.7,biomass
3182,9.6,petroleum
3183,14,natural gas
3185,49.3,other
3186,610.6,natural gas
3187,1.6,other
3188,36.5,other
3189,60,natural gas
3190,12.5,biomass
3191,11.5,biomass
3192,19.9,biomass
3193,80,other
3194,2.9,hydroelectric
3195,54.5,biomass
3196,28,biomass
3197,73.9,biomass
3198,5,biomass
3199,13.2,biomass
3200,14.4,biomass
3201,45.2,biomass
3202,3,hydroelectric
3203,7.6,geothermal
3204,24.5,biomass
3205,54,biomass
3206,98,biomass
3207,15.6,biomass
3208,42.8,biomass
3209,30,biomass
3210,29,biomass
3211,26,biomass
3212,1.2,natural gas
3213,1,hydroelectric
3214,43.4,wind
3215,7.2,biomass
3218,1.2,hydroelectric
3219,1.2,hydroelectric
3220,263,natural gas
3221,30.1,natural gas
3223,5.5,hydroelectric
3224,1,hydroelectric
3225,2.4,biomass
3226,7,natural gas
3227,24,other
3228,61.9,other
3229,161,other
3231,20,biomass
3232,10.5,hydroelectric
3233,17,natural gas
3234,55.9,natural gas
3235,31.7,natural gas
3236,6.4,natural gas
3237,26.8,natural gas
3238,57,natural gas
3239,34.5,wind
3240,2.8,hydroelectric
3241,12.9,hydroelectric
3242,4.2,hydroelectric
3243,6.3,geothermal
3245,21.4,geothermal
3246,3.4,hydroelectric
3247,16.3,biomass
3248,16.3,biomass
3249,13.7,biomass
3250,83,coal
3251,114.6,natural gas
3252,13,natural gas
3253,58.5,biomass
3254,103.3,biomass
3255,35.8,biomass
3256,66.4,biomass
3257,40.7,biomass
3258,542.2,natural gas
3259,3,wind
3260,30,wind
3261,25,wind
3262,30,wind
3263,22.8,hydroelectric
3264,3,biomass
3265,2.4,hydroelectric
3266,60,coal
3267,28,biomass
3268,76,natural gas
3269,23,natural gas
3270,29,natural gas
3271,28.3,natural gas
3272,70,natural gas
3273,42,biomass
3274,32.4,biomass
3275,15.7,biomass
3276,30,natural gas
3277,33,natural gas
3278,12,biomass
3279,18,biomass
3280,27.3,natural gas
3281,30,biomass
3282,40,biomass
3283,42.5,coal
3284,32,biomass
3285,56.4,biomass
3286,51,biomass
3287,58,biomass
3288,58.1,biomass
3289,12,biomass
3290,22.7,biomass
3291,54,biomass
3292,112,coal
3293,1.2,hydroelectric
3295,3,hydroelectric
3296,6,hydroelectric
3297,8,hydroelectric
3298,9.9,hydroelectric
3299,8.4,hydroelectric
3300,13.6,hydroelectric
3301,17.8,hydroelectric
3302,156.5,biomass
3303,7.4,natural gas
3304,2.2,natural gas
3305,12.9,natural gas
3306,3.4,biomass
3307,3.3,hydroelectric
3308,1,other
3309,7.5,biomass
3310,52,petroleum
3311,2.8,biomass
3312,12.3,natural gas
3313,12.7,petroleum
3314,4.2,biomass
3315,3.8,petroleum
3316,1.6,hydroelectric
3317,1.5,natural gas
3318,373,natural gas
3319,51,coal
3320,1.6,natural gas
3321,6.3,natural gas
3322,63,biomass
3323,37.5,biomass
3324,4,hydroelectric
3325,4.4,natural gas
3327,6,petroleum
3328,267,natural gas
3329,77,coal
3330,31,natural gas
3331,1.5,hydroelectric
3332,239.4,natural gas
3333,86.2,coal
3334,330,coal
3335,88.2,natural gas
3336,5.4,hydroelectric
3337,2.8,natural gas
3338,2,hydroelectric
3339,2.6,petroleum
3340,7.8,biomass
3341,5.8,natural gas
3343,3,biomass
3345,218.6,natural gas
3346,7,hydroelectric
3347,13,hydroelectric
3348,2.2,natural gas
3349,11,biomass
3350,384,natural gas
3351,138,coal
3352,55,biomass
3353,58.5,geothermal
3354,1113.8,natural gas
3355,7,natural gas
3356,10.4,natural gas
3357,81.7,natural gas
3359,25,other
3360,0.3,hydroelectric
3361,2.8,natural gas
3362,12.2,hydroelectric
3363,2.3,hydroelectric
3364,17.6,natural gas
3365,1.2,hydroelectric
3366,3.2,biomass
3367,6.4,hydroelectric
3368,55,natural gas
3369,0.4,hydroelectric
3370,1,hydroelectric
3371,9,natural gas
3372,4,other
3373,3.5,other
3374,7,other
3375,9.9,hydroelectric
3376,58.7,natural gas
3377,22.4,natural gas
3378,36,natural gas
3379,9.6,natural gas
3380,8.1,natural gas
3381,9,natural gas
3382,5.4,natural gas
3383,5.4,natural gas
3384,5.4,natural gas
3385,10.8,natural gas
3386,10.8,natural gas
3387,348,natural gas
3388,451,natural gas
3389,27.2,natural gas
3390,4.4,petroleum
3391,39.2,natural gas
3392,14.4,biomass
3393,10.8,natural gas
3394,18.9,other
3395,41.6,natural gas
3396,130.4,natural gas
3397,9.3,natural gas
3398,83,biomass
3399,517.2,natural gas
3400,18.6,natural gas
3402,88.6,other
3403,172,natural gas
3404,8.4,other
3405,1.8,geothermal
3406,81.4,biomass
3407,24.3,wind
3408,22.7,wind
3409,20,wind
3410,26.6,natural gas
3411,3.4,natural gas
3412,79.3,natural gas
3413,103,biomass
3414,74.1,natural gas
3416,18,geothermal
3417,22,wind
3418,18.4,wind
3419,14.1,wind
3420,21.2,wind
3421,1.8,wind
3422,1.6,hydroelectric
3423,38.3,natural gas
3424,219,natural gas
3425,1,hydroelectric
3426,4,hydroelectric
3428,30.8,natural gas
3429,212,natural gas
3431,48.7,natural gas
3433,265,natural gas
3434,9.2,biomass
3435,84,other
3436,9.7,hydroelectric
3437,9.8,biomass
3439,80.4,natural gas
3440,13.5,geothermal
3441,202.1,natural gas
3442,55.7,natural gas
3443,60,natural gas
3444,5.6,biomass
3445,78.8,natural gas
3446,190,coal
3447,80,biomass
3448,90.4,biomass
3449,101.8,biomass
3450,104.2,natural gas
3452,44.6,biomass
3453,41,biomass
3454,38.5,biomass
3455,90,biomass
3456,6.6,hydroelectric
3457,128,biomass
3458,54.8,geothermal
3459,125.5,natural gas
3462,59.1,natural gas
3463,131.5,hydroelectric
3464,2,hydroelectric
3465,15.4,hydroelectric
3466,44.5,natural gas
3467,46.2,coal
3468,1.7,hydroelectric
3469,4,natural gas
3470,19.1,other
3472,5,coal
3473,6.5,coal
3475,7.5,coal
3476,36.3,biomass
3477,27.5,natural gas
3478,14.2,natural gas
3479,5.9,natural gas
3480,31.4,natural gas
3481,45,biomass
3482,30,petroleum
3483,6.4,natural gas
3485,1.8,natural gas
3486,3.3,hydroelectric
3488,14.9,natural gas
3489,4,natural gas
3490,12.4,hydroelectric
3491,120.2,natural gas
3492,101,natural gas
3493,32.3,coal
3494,14.5,biomass
3495,1.3,hydroelectric
3496,4,hydroelectric
3497,1.3,petroleum
3498,2.4,petroleum
3499,2.2,natural gas
3500,7.5,wind
3501,3,wind
3502,4.6,wind
3505,238.4,coal
3507,8.4,hydroelectric
3509,45,natural gas
3510,30,coal
3511,29,natural gas
3512,2.1,hydroelectric
3513,12.8,petroleum
3514,218.6,natural gas
3515,3.7,natural gas
3516,4.8,natural gas
3517,2.5,natural gas
3518,1.6,natural gas
3519,18.9,biomass
3520,4,hydroelectric
3521,2,hydroelectric
3522,1.2,hydroelectric
3523,20,hydroelectric
3524,2.5,biomass
3526,85.5,natural gas
3527,7.5,hydroelectric
3528,79.3,biomass
3529,4.7,petroleum
3530,2.8,petroleum
3531,6,petroleum
3532,110.6,natural gas
3533,31,natural gas
3534,6.7,natural gas
3536,2.2,hydroelectric
3538,4.2,hydroelectric
3539,2.2,hydroelectric
3540,1.6,biomass
3541,2.2,hydroelectric
3542,3.4,hydroelectric
3543,2,petroleum
3545,6.8,natural gas
3546,7,petroleum
3547,20,natural gas
3548,8.4,petroleum
3549,38,biomass
3550,1.4,hydroelectric
3552,123.4,natural gas
3553,113,natural gas
3554,91.8,biomass
3555,68.7,biomass
3556,4,natural gas
3557,5,natural gas
3558,51.1,other
3560,15.5,wind
3561,49.5,wind
3562,7.8,petroleum
3563,1,hydroelectric
3564,76.4,biomass
3565,120,natural gas
3566,1.5,hydroelectric
3568,125.5,natural gas
3569,7.7,natural gas
3570,7.7,natural gas
3571,2.9,natural gas
3572,1.3,hydroelectric
3574,6,biomass
3575,82,natural gas
3576,10.2,biomass
3577,7.2,natural gas
3578,9.4,hydroelectric
3579,1.2,hydroelectric
3580,19,biomass
3581,47.1,biomass
3582,2.5,natural gas
3584,12,biomass
3585,270,natural gas
3586,293.7,natural gas
3587,1.6,biomass
3588,5.4,natural gas
3589,956.2,natural gas
3590,3,hydroelectric
3591,8,biomass
3592,11.1,natural gas
3594,253,hydroelectric
3595,51,coal
3596,7.6,hydroelectric
3597,57,biomass
3598,3.4,natural gas
3599,1.3,petroleum
3600,2.5,biomass
3601,7.1,petroleum
3602,1.2,hydroelectric
3603,2,hydroelectric
3604,246,natural gas
3605,59.6,hydroelectric
3606,75,natural gas
3607,83,natural gas
3608,49.8,natural gas
3609,3.1,natural gas
3610,12.2,petroleum
3611,28,natural gas
3612,3.5,natural gas
3613,7,biomass
3614,16,biomass
3615,4.8,biomass
3616,8,biomass
3617,28,biomass
3618,42.4,biomass
3619,104.9,biomass
3620,14.8,natural gas
3621,7.6,natural gas
3622,86,coal
3623,61,natural gas
3624,49,biomass
3626,233.1,natural gas
3628,28.7,wind
3629,18.7,wind
3630,1.1,hydroelectric
3631,4.9,hydroelectric
3632,4.5,hydroelectric
3633,60.6,biomass
3634,1.6,biomass
3636,4.8,biomass
3637,9,biomass
3638,10.8,geothermal
3639,10.8,geothermal
3641,9,hydroelectric
3643,4.3,petroleum
3644,379,natural gas
3645,46,other
3646,192,hydroelectric
3647,3.5,hydroelectric
3648,3,hydroelectric
3649,7.3,wind
3650,5.4,wind
3651,11.6,wind
3652,25.3,wind
3653,1.1,hydroelectric
3654,61.5,geothermal
3655,8.7,natural gas
3656,1,hydroelectric
3657,46.2,natural gas
3658,52.2,natural gas
3660,2.8,natural gas
3661,4.1,natural gas
3662,3.6,petroleum
3663,2.1,petroleum
3664,3.1,petroleum
3665,11.4,petroleum
3666,5.6,petroleum
3667,16,petroleum
3668,1.6,petroleum
3669,5.6,petroleum
3671,18.5,hydroelectric
3672,3.2,biomass
3673,20,geothermal
3674,2,hydroelectric
3675,3,natural gas
3676,4.3,petroleum
3677,29,petroleum
3678,2.9,petroleum
3679,1.4,other
3680,43.1,biomass
3681,32,natural gas
3682,49.4,natural gas
3683,6.5,wind
3684,35,biomass
3685,74.8,biomass
3686,2.3,hydroelectric
3687,6.4,biomass
3688,7.8,biomass
3689,14,biomass
3690,464,natural gas
3691,43.6,biomass
3692,10.2,petroleum
3693,46,natural gas
3694,4.6,petroleum
3695,13.8,hydroelectric
3696,30.7,coal
3697,82,natural gas
3698,2.8,biomass
3699,17.6,biomass
3700,170.6,natural gas
3701,2.4,natural gas
3702,65.4,biomass
3703,3.8,natural gas
3705,17.5,natural gas
3706,5.4,natural gas
3707,1.2,hydroelectric
3708,108.5,biomass
3709,2.8,petroleum
3710,148,natural gas
3711,17,natural gas
3712,15,petroleum
3714,1.7,petroleum
3715,1.1,petroleum
3716,267,natural gas
3717,2.4,petroleum
3718,28.5,petroleum
3720,9.4,natural gas
3721,3.6,petroleum
3722,230,natural gas
3724,1.2,petroleum
3725,3.4,petroleum
3726,6.4,biomass
3727,218,natural gas
3728,2,petroleum
3729,5.5,petroleum
3730,3.3,biomass
3731,26.8,natural gas
3732,222,natural gas
3733,3,natural gas
3734,17.2,petroleum
3736,5.6,petroleum
3737,2.4,hydroelectric
3738,5.8,coal
3739,1,hydroelectric
3740,1.2,petroleum
3741,1,hydroelectric
3742,5.1,natural gas
3743,1.2,petroleum
3744,2.1,hydroelectric
3745,4.2,petroleum
3746,8.7,petroleum
3747,2.2,biomass
3748,119,hydroelectric
3749,30,hydroelectric
3750,33,hydroelectric
3751,39,hydroelectric
3752,40,hydroelectric
3753,143,hydroelectric
3754,156,hydroelectric
3755,51,hydroelectric
3756,2.4,biomass
3757,1.4,petroleum
3758,19,natural gas
3759,9.8,biomass
3760,21.9,wind
3761,5.4,biomass
3762,100,natural gas
3763,250,natural gas
3764,128,natural gas
3765,4.4,natural gas
3766,12.8,biomass
3767,6.4,biomass
3769,4.1,petroleum
3770,46.9,wind
3771,1.4,natural gas
3772,5,natural gas
3773,4.9,biomass
3774,2.2,natural gas
3775,9.7,natural gas
3776,4.5,biomass
3777,59.4,biomass
3778,9,natural gas
3779,1.8,biomass
3780,44,hydroelectric
3781,6.4,natural gas
3782,4.2,natural gas
3783,1.2,petroleum
3785,3,hydroelectric
3788,34.3,wind
3789,13.8,biomass
3790,1.2,hydroelectric
3791,3.3,biomass
3792,9,petroleum
3793,1.5,natural gas
3794,8.8,biomass
3795,90,other
3796,44,geothermal
3797,46.5,biomass
3798,2.4,petroleum
3799,1.4,natural gas
3800,1,natural gas
3801,2.2,biomass
3802,1.4,hydroelectric
3803,2.6,hydroelectric
3804,251,natural gas
3805,261,natural gas
3806,5.8,biomass
3807,436,natural gas
3808,5.6,natural gas
3809,162.8,natural gas
3810,1.5,biomass
3811,179.3,natural gas
3812,140.5,natural gas
3813,3,biomass
3814,1.6,biomass
3815,4.5,natural gas
3816,3.8,natural gas
3817,138,natural gas
3818,303,natural gas
3819,229.3,natural gas
3820,492,natural gas
3821,86,natural gas
3822,17.8,natural gas
3823,710,natural gas
3824,268,natural gas
3825,225,natural gas
3829,945,natural gas
3830,860,natural gas
3831,858,natural gas
3832,224.5,natural gas
3833,464,natural gas
3834,88,other
3835,6,petroleum
3836,490,natural gas
3837,6,biomass
3838,192,natural gas
3839,440,coal
3840,450,natural gas
3841,334.9,natural gas
3842,456,natural gas
3843,247.4,natural gas
3844,366,natural gas
3845,841,natural gas
3846,754.4,natural gas
3847,738.9,natural gas
3848,5.8,biomass
3849,1494,natural gas
3850,3.6,biomass
3851,6.4,biomass
3852,53,natural gas
3853,1053.2,natural gas
3854,176,natural gas
3855,254,natural gas
3856,65,natural gas
3857,132,natural gas
3858,490,natural gas
3859,89.3,natural gas
3860,554,natural gas
3861,338.1,natural gas
3862,566,natural gas
3863,576,natural gas
3864,530,natural gas
3865,825,natural gas
3866,415.4,natural gas
3867,70,natural gas
3868,682,natural gas
3869,570,natural gas
3870,25,wind
3871,544.5,natural gas
3872,264,natural gas
3873,454.5,natural gas
3874,577,natural gas
3875,1140,natural gas
3876,842,natural gas
3877,11.2,petroleum
3878,294.8,natural gas
3879,785,natural gas
3880,100,natural gas
3881,705,natural gas
3882,456.3,natural gas
3883,881,natural gas
3884,783,natural gas
3885,168.5,natural gas
3886,832.5,natural gas
3887,965.4,natural gas
3888,2.6,petroleum
3889,986,natural gas
3890,510,natural gas
3891,5.9,biomass
3892,6.6,biomass
3893,1.6,biomass
3894,2.7,biomass
3895,2.7,biomass
3896,501,natural gas
3897,298.2,natural gas
3898,861.2,natural gas
3899,525,natural gas
3900,678,natural gas
3901,748,natural gas
3902,1109.5,natural gas
3903,402.2,natural gas
3904,550,natural gas
3905,612.4,natural gas
3906,248,natural gas
3907,545,natural gas
3908,586,natural gas
3909,5.6,natural gas
3910,810,natural gas
3911,521.2,natural gas
3912,471,natural gas
3913,540,natural gas
3914,88,natural gas
3915,765,natural gas
3916,825,natural gas
3917,1350,natural gas
3918,122.5,natural gas
3919,228,natural gas
3920,316,natural gas
3921,5.2,wind
3922,206,natural gas
3923,469,natural gas
3924,79.8,natural gas
3925,104.5,wind
3926,235.6,natural gas
3927,535.2,natural gas
3928,499.4,natural gas
3929,990.8,natural gas
3930,194,natural gas
3931,567,natural gas
3932,459.8,natural gas
3933,453.1,natural gas
3934,548,natural gas
3935,622.9,natural gas
3937,450,natural gas
3938,1086.4,natural gas
3939,953,natural gas
3940,196,natural gas
3941,236,natural gas
3942,1241,natural gas
3943,562,natural gas
3944,581.6,natural gas
3945,267.5,natural gas
3946,600,natural gas
3947,568,natural gas
3948,336,natural gas
3949,301,natural gas
3950,765.9,natural gas
3951,230,natural gas
3952,235.9,natural gas
3953,521,natural gas
3954,323,natural gas
3955,13.5,natural gas
3956,435,natural gas
3957,340,natural gas
3958,300,natural gas
3959,360,natural gas
3960,300,natural gas
3961,513,natural gas
3962,38,natural gas
3963,38,natural gas
3964,38,natural gas
3966,595.1,natural gas
3967,780,natural gas
3968,547,natural gas
3969,845,natural gas
3970,10.8,petroleum
3971,450,natural gas
3972,3.6,natural gas
3973,935.5,natural gas
3974,296,natural gas
3975,580,natural gas
3976,460,natural gas
3977,300,natural gas
3978,250,natural gas
3979,778,natural gas
3981,3.9,hydroelectric
3982,725,natural gas
3983,749,natural gas
3984,506,natural gas
3985,514,natural gas
3986,319.7,natural gas
3987,1055.5,natural gas
3988,1272,natural gas
3989,768,natural gas
3990,196,natural gas
3991,515,natural gas
3992,23,natural gas
3993,158.9,natural gas
3994,86.7,natural gas
3996,460,natural gas
3997,726,natural gas
3998,576.4,natural gas
3999,4.6,petroleum
4000,680,natural gas
4001,1170,natural gas
4002,770,natural gas
4003,615,natural gas
4004,615.5,natural gas
4005,769.1,natural gas
4006,624.3,natural gas
4007,700.1,natural gas
4008,429,natural gas
4009,10.2,wind
4010,559,natural gas
4011,571,natural gas
4012,603.1,natural gas
4013,588,natural gas
4014,339.3,natural gas
4015,540,natural gas
4018,525,natural gas
4019,1180,natural gas
4020,549,natural gas
4021,152,natural gas
4022,75,wind
4023,6.6,wind
4025,10.4,batteries
4026,1042.9,natural gas
4027,540,natural gas
4028,88,natural gas
4029,1987.8,natural gas
4030,321.6,petroleum
4031,1260,natural gas
4032,543,natural gas
4033,10.8,petroleum
4034,471,natural gas
4035,456,natural gas
4036,546.1,natural gas
4037,308,natural gas
4038,16.5,wind
4039,661,natural gas
4040,525,natural gas
4041,835.4,natural gas
4042,652,natural gas
4043,525,natural gas
4044,994.1,natural gas
4045,509,natural gas
4046,632,natural gas
4047,752.7,natural gas
4048,582,natural gas
4049,463.2,natural gas
4050,646,natural gas
4051,300,natural gas
4052,605.7,natural gas
4053,793,natural gas
4054,49,biomass
4055,288,natural gas
4056,493.4,natural gas
4057,943.5,natural gas
4058,919.2,natural gas
4059,140,natural gas
4060,918,natural gas
4061,234,natural gas
4062,934,natural gas
4063,493,natural gas
4064,1203,natural gas
4065,1116,natural gas
4066,753.7,natural gas
4067,624,natural gas
4068,34,natural gas
4069,34,natural gas
4070,85,coal
4071,1843,natural gas
4072,595,natural gas
4073,263.7,natural gas
4074,2.9,biomass
4075,432,natural gas
4076,48,natural gas
4077,1178.4,natural gas
4078,1134,natural gas
4079,866,natural gas
4080,134,natural gas
4081,134,natural gas
4082,48,natural gas
4083,48,natural gas
4084,48.7,natural gas
4085,48,natural gas
4086,524.4,natural gas
4087,662,natural gas
4088,301.5,natural gas
4089,776.5,natural gas
4090,410,natural gas
4091,545,natural gas
4092,5,biomass
4093,1.7,petroleum
4094,45,natural gas
4095,33.6,natural gas
4096,142.5,natural gas
4097,91.6,natural gas
4098,100,natural gas
4099,470,natural gas
4100,5.1,biomass
4101,3.4,biomass
4102,28.1,other
4103,51.9,natural gas
4104,176.9,wind
4107,1.9,wind
4109,1.9,wind
4111,1.9,wind
4112,1.9,wind
4113,1.9,wind
4114,1.9,wind
4115,1.9,wind
4116,1.9,wind
4117,1.9,wind
4118,1.9,wind
4120,80,wind
4121,278,wind
4122,4.4,biomass
4123,23.8,biomass
4124,5,biomass
4125,13.6,biomass
4126,4.3,biomass
4127,42,natural gas
4128,5.4,biomass
4129,3.6,biomass
4130,2.7,biomass
4131,41.4,wind
4132,1.8,wind
4133,24.8,wind
4134,16.8,wind
4135,6.6,biomass
4136,2.1,natural gas
4137,688.1,natural gas
4138,185,natural gas
4139,45,natural gas
4140,45,natural gas
4141,45,natural gas
4142,540,natural gas
4143,557.9,natural gas
4144,264,natural gas
4145,114,natural gas
4146,273,natural gas
4147,88,natural gas
4148,90,natural gas
4149,765,natural gas
4150,553,natural gas
4151,477,natural gas
4152,514.4,natural gas
4153,537.5,natural gas
4154,576.4,natural gas
4156,1.2,hydroelectric
4157,550,natural gas
4158,1134,natural gas
4159,710,natural gas
4160,91.8,natural gas
4161,53.9,natural gas
4162,288,natural gas
4163,671.9,natural gas
4164,781,natural gas
4166,509,natural gas
4167,641.5,natural gas
4168,312,natural gas
4169,66.6,wind
4170,164,natural gas
4171,112,wind
4172,1365,natural gas
4173,80,natural gas
4174,49.8,wind
4175,50,wind
4176,29.7,wind
4177,2,wind
4178,82.5,wind
4179,306.1,natural gas
4180,107,coal
4181,2.8,biomass
4182,2.8,biomass
4183,5.6,biomass
4184,7.2,biomass
4185,8.4,biomass
4186,11.5,wind
4187,6.4,biomass
4188,8,biomass
4190,85,natural gas
4191,85,petroleum
4192,30,wind
4193,78,wind
4194,82,wind
4195,17.6,natural gas
4196,785.7,natural gas
4197,144.3,natural gas
4198,9,wind
4201,92.4,natural gas
4202,1.5,wind
4203,135,natural gas
4204,44,natural gas
4205,45,natural gas
4206,42,wind
4207,246,natural gas
4208,657,natural gas
4209,1.9,petroleum
4210,57.1,biomass
4211,117,natural gas
4212,580,natural gas
4213,52.1,natural gas
4214,560,natural gas
4215,45,natural gas
4216,45.4,natural gas
4217,690,natural gas
4218,45,natural gas
4219,1624,coal
4220,20,natural gas
4221,2.4,hydroelectric
