,Sub_ID,State,County
26738,39942,Arkansas,Sebastian County
26739,39943,Arkansas,Sebastian County
26740,39944,Arkansas,Sebastian County
26741,39945,"[Arkansas, Arkansas]","[Washington County, Benton County]"
26742,39946,Arkansas,Crawford County
26743,39947,Missouri,McDonald County
26744,39949,Kansas,Cherokee County
26745,39950,"[Missouri, Missouri]","[McDonald County, Newton County]"
26746,39951,"[Missouri, Missouri]","[Jasper County, Newton County]"
26747,39952,"[Missouri, Missouri]","[Newton County, Jasper County]"
26748,39953,"[Missouri, Missouri]","[Newton County, McDonald County]"
26749,39954,"[Missouri, Missouri]","[McDonald County, Newton County]"
26750,39955,"[Missouri, Missouri]","[Newton County, McDonald County]"
26751,39956,Missouri,McDonald County
26752,39959,Missouri,McDonald County
26753,39960,"[Missouri, Missouri]","[Jasper County, Newton County]"
26754,39961,"[Missouri, Missouri]","[Newton County, Jasper County]"
26755,39963,Oklahoma,Le Flore County
26756,39964,Oklahoma,Le Flore County
26757,39965,Oklahoma,Delaware County
26758,39966,"[Oklahoma, Oklahoma]","[Adair County, Delaware County]"
26759,39967,"[Oklahoma, Oklahoma]","[Adair County, Cherokee County]"
26760,39968,"[Oklahoma, Oklahoma]","[Adair County, Cherokee County]"
26761,39969,Oklahoma,Adair County
26762,39970,Oklahoma,Adair County
26763,39971,"[Oklahoma, Oklahoma]","[Cherokee County, Adair County]"
26764,39972,Kansas,Cherokee County
26765,39973,Kansas,Cherokee County
26766,39974,Oklahoma,Sequoyah County
26767,39975,Oklahoma,Le Flore County
26768,39976,Oklahoma,Le Flore County
26769,39977,Oklahoma,Sequoyah County
26770,39978,Oklahoma,Sequoyah County
26771,39979,Oklahoma,Delaware County
26772,39980,Oklahoma,Delaware County
26773,39981,"[Oklahoma, Oklahoma]","[Delaware County, Ottawa County]"
26774,39982,"[Oklahoma, Oklahoma]","[Delaware County, Ottawa County]"
26775,39983,"[Oklahoma, Oklahoma]","[Ottawa County, Delaware County]"
26776,39984,"[Oklahoma, Oklahoma]","[Ottawa County, Delaware County]"
26777,39985,"[Oklahoma, Oklahoma]","[Ottawa County, Delaware County]"
26778,39986,Oklahoma,Le Flore County
26779,39987,Oklahoma,Le Flore County
26780,39988,Oklahoma,Le Flore County
26781,39989,Oklahoma,Le Flore County
26782,39990,Oklahoma,Le Flore County
26783,39991,"[Oklahoma, Oklahoma]","[Le Flore County, Latimer County]"
26784,39992,Oklahoma,Sequoyah County
26785,39993,Oklahoma,Sequoyah County
26786,39994,"[Missouri, Missouri]","[McDonald County, Newton County]"
26787,39995,"[Missouri, Missouri]","[McDonald County, Newton County]"
26788,39996,Missouri,McDonald County
26789,39997,"[Missouri, Missouri]","[Newton County, Jasper County]"
26790,39998,"[Missouri, Missouri]","[Jasper County, Newton County]"
26791,39999,Missouri,Jasper County
26792,40000,"[Missouri, Missouri]","[Jasper County, Newton County]"
26793,40001,Kansas,Cherokee County
26794,40002,"[Oklahoma, Oklahoma]","[Ottawa County, Delaware County]"
26795,40003,"[Oklahoma, Oklahoma]","[Ottawa County, Delaware County]"
26796,40004,"[Missouri, Missouri]","[Jasper County, Newton County]"
26797,40005,"[Missouri, Missouri]","[McDonald County, Newton County]"
26798,40006,Missouri,McDonald County
26799,40007,"[Missouri, Missouri]","[McDonald County, Newton County]"
26800,40008,"[Missouri, Missouri]","[Newton County, McDonald County]"
26801,40009,Arkansas,Sebastian County
26802,40012,Oklahoma,Delaware County
26803,40018,Arkansas,Sebastian County
26804,40019,Arkansas,Sebastian County
26805,40020,Arkansas,Sebastian County
26806,40021,Arkansas,Sebastian County
26807,40022,Kansas,Cherokee County
26808,40023,Arkansas,Sebastian County
26809,40024,Arkansas,Sebastian County
26810,40026,Arkansas,Sevier County
26811,40027,Arkansas,Little River County
26812,40029,Arkansas,Little River County
26813,40030,Oklahoma,McCurtain County
26814,40031,Oklahoma,McCurtain County
26815,40032,Oklahoma,McCurtain County
26816,40033,Oklahoma,McCurtain County
26817,40034,Oklahoma,McCurtain County
26818,40035,Oklahoma,McCurtain County
26819,40036,Oklahoma,McCurtain County
26820,40037,Arkansas,Little River County
26821,40039,"[Missouri, Missouri, Missouri]","[St. Francois County, Madison County, Ste. Genevieve County]"
26822,40040,"[Missouri, Missouri]","[Cape Girardeau County, Perry County]"
26823,40041,Missouri,St. Francois County
26824,40042,Missouri,Ste. Genevieve County
26825,40043,"[Missouri, Missouri, Missouri, Missouri]","[St. Francois County, Washington County, Jefferson County, Ste. Genevieve County]"
26826,40044,"[Missouri, Missouri, Missouri]","[Ste. Genevieve County, Madison County, St. Francois County]"
26827,40045,Missouri,Ste. Genevieve County
26828,40046,Illinois,Franklin County
26829,40047,Illinois,Franklin County
26830,40048,"[Missouri, Missouri, Missouri]","[Jefferson County, St. Francois County, Washington County]"
26831,40049,Missouri,Washington County
26832,40050,Missouri,St. Francois County
26833,40051,Missouri,Ste. Genevieve County
26834,40052,Missouri,Ste. Genevieve County
26835,40053,Missouri,Ste. Genevieve County
26836,40054,Illinois,Hamilton County
26837,40055,"[Illinois, Illinois]","[Hamilton County, Saline County]"
26838,40056,Illinois,Hamilton County
26839,40057,Illinois,Randolph County
26840,40059,"[Illinois, Illinois]","[Jackson County, Perry County]"
26841,40060,"[Illinois, Illinois, Illinois]","[Jackson County, Perry County, Randolph County]"
26842,40061,"[Illinois, Illinois, Illinois]","[Saline County, Williamson County, Franklin County]"
26843,40062,Illinois,Franklin County
26844,40063,Indiana,Posey County
26845,40064,"[Missouri, Missouri]","[Camden County, Laclede County]"
26846,40065,Missouri,Benton County
26847,40066,"[Missouri, Missouri]","[Laclede County, Camden County]"
26848,40067,"[Missouri, Missouri]","[Laclede County, Camden County]"
26849,40068,Missouri,St. Clair County
26850,40069,"[Missouri, Missouri]","[Camden County, Laclede County]"
26851,40070,"[Missouri, Missouri]","[Camden County, Laclede County]"
26852,40071,"[Missouri, Missouri]","[Camden County, Laclede County]"
26853,40073,"[Missouri, Missouri]","[St. Clair County, Benton County]"
26854,40074,"[Missouri, Missouri]","[St. Clair County, Benton County]"
26855,40075,"[Missouri, Missouri]","[St. Clair County, Benton County]"
26856,40076,Missouri,Washington County
26857,40077,Missouri,Washington County
26858,40078,"[Missouri, Missouri, Missouri]","[Pulaski County, Camden County, Miller County]"
26859,40079,"[Missouri, Missouri, Missouri, Missouri]","[Gasconade County, Franklin County, Phelps County, Crawford County]"
26860,40080,Missouri,Washington County
26861,40081,"[Missouri, Missouri, Missouri, Missouri]","[Maries County, Pulaski County, Miller County, Phelps County]"
26862,40082,"[Missouri, Missouri, Missouri, Missouri]","[Miller County, Phelps County, Pulaski County, Maries County]"
26863,40084,"[Missouri, Missouri, Missouri]","[Dent County, Maries County, Phelps County]"
26864,40085,"[Missouri, Missouri, Missouri, Missouri]","[Phelps County, Pulaski County, Miller County, Maries County]"
26865,40086,Missouri,Miller County
26866,40087,"[Missouri, Missouri]","[Maries County, Osage County]"
26867,40088,"[Missouri, Missouri]","[Miller County, Camden County]"
26868,40089,"[Missouri, Missouri]","[Phelps County, Pulaski County]"
26869,40090,"[Missouri, Missouri]","[Camden County, Laclede County]"
26870,40091,"[Missouri, Missouri, Missouri]","[Dent County, Maries County, Phelps County]"
26871,40092,"[Missouri, Missouri, Missouri]","[Phelps County, Dent County, Maries County]"
26872,40093,"[Missouri, Missouri, Missouri, Missouri, Missouri]","[Shannon County, Dent County, Crawford County, Phelps County, Texas County]"
26873,40094,"[Missouri, Missouri, Missouri, Missouri]","[Maries County, Crawford County, Phelps County, Gasconade County]"
26874,40095,"[Missouri, Missouri]","[Washington County, Crawford County]"
26875,40096,"[Missouri, Missouri]","[Camden County, Laclede County]"
26876,40097,"[Missouri, Missouri]","[Iron County, Crawford County]"
26877,40098,"[Missouri, Missouri]","[Hickory County, Benton County]"
26878,40099,Missouri,Hickory County
26879,40100,"[Missouri, Missouri, Missouri, Missouri]","[Phelps County, Gasconade County, Maries County, Crawford County]"
26880,40101,"[Missouri, Missouri, Missouri, Missouri]","[Franklin County, Phelps County, Gasconade County, Crawford County]"
26881,40102,Missouri,Pulaski County
26882,40103,"[Missouri, Missouri, Missouri, Missouri]","[Maries County, Pulaski County, Miller County, Phelps County]"
26883,40104,Missouri,Pulaski County
26884,40105,Missouri,Maries County
26885,40106,Arkansas,Mississippi County
26886,40107,"[Arkansas, Arkansas]","[Poinsett County, Craighead County]"
26887,40108,"[Arkansas, Arkansas]","[Poinsett County, Craighead County]"
26888,40109,"[Arkansas, Arkansas, Arkansas]","[Cleburne County, Van Buren County, Stone County]"
26889,40111,Arkansas,Craighead County
26890,40112,"[Arkansas, Arkansas]","[Poinsett County, Craighead County]"
26891,40113,"[Arkansas, Arkansas]","[Craighead County, Greene County]"
26892,40114,"[Arkansas, Arkansas]","[Craighead County, Greene County]"
26893,40115,"[Arkansas, Arkansas]","[Izard County, Independence County]"
26894,40116,"[Arkansas, Arkansas]","[Izard County, Independence County]"
26895,40117,Arkansas,Jackson County
26896,40119,"[Arkansas, Arkansas]","[Mississippi County, Craighead County]"
26897,40120,Arkansas,Mississippi County
26898,40121,"[Tennessee, Tennessee]","[Haywood County, Lauderdale County]"
26899,40122,"[Tennessee, Tennessee]","[Lauderdale County, Haywood County]"
26900,40123,"[Tennessee, Tennessee]","[Lauderdale County, Haywood County]"
26901,40124,"[Tennessee, Tennessee, Tennessee]","[Madison County, Gibson County, Crockett County]"
26902,40125,"[Tennessee, Tennessee]","[Madison County, Carroll County]"
26903,40126,"[Tennessee, Tennessee]","[Carroll County, Madison County]"
26904,40127,Tennessee,Madison County
26905,40128,"[Tennessee, Tennessee]","[Carroll County, Henderson County]"
26906,40129,"[Tennessee, Tennessee]","[Haywood County, Madison County]"
26907,40130,"[Tennessee, Tennessee]","[Carroll County, Madison County]"
26908,40132,"[Tennessee, Tennessee]","[Carroll County, Madison County]"
26909,40133,"[Tennessee, Tennessee]","[Madison County, Henderson County]"
26910,40134,"[Tennessee, Tennessee]","[Henderson County, Madison County]"
26911,40135,"[Tennessee, Tennessee]","[Henderson County, Decatur County]"
26912,40136,Tennessee,Haywood County
26913,40137,"[Arkansas, Arkansas]","[Izard County, Stone County]"
26914,40138,"[Arkansas, Arkansas]","[Izard County, Independence County]"
26915,40139,"[Arkansas, Arkansas]","[Izard County, Independence County]"
26916,40140,"[Arkansas, Arkansas]","[Izard County, Independence County]"
26917,40141,Arkansas,Mississippi County
26918,40142,Arkansas,Independence County
26919,40143,"[Arkansas, Arkansas, Arkansas]","[Woodruff County, Independence County, Jackson County]"
26920,40144,"[Arkansas, Arkansas, Arkansas]","[Woodruff County, Independence County, Jackson County]"
26921,40145,"[Arkansas, Arkansas]","[Poinsett County, Craighead County]"
26922,40146,Arkansas,Mississippi County
26923,40147,"[Tennessee, Tennessee, Tennessee, Tennessee]","[Decatur County, Benton County, Carroll County, Henderson County]"
26924,40148,"[Tennessee, Tennessee]","[Madison County, Henderson County]"
26925,40149,"[Tennessee, Tennessee]","[Henderson County, Madison County]"
26926,40150,"[Tennessee, Tennessee]","[Gibson County, Madison County]"
26927,40151,Tennessee,Crockett County
26928,40152,Tennessee,Haywood County
26929,40153,"[Tennessee, Tennessee, Tennessee]","[Humphreys County, Perry County, Hickman County]"
26930,40154,"[Tennessee, Tennessee]","[Madison County, Carroll County]"
26931,40155,Tennessee,Orangeburg County
26932,40157,Arkansas,Mississippi County
26933,40158,Arkansas,Mississippi County
26934,40159,Arkansas,Mississippi County
26935,40160,"[Arkansas, Arkansas]","[Craighead County, Greene County]"
26936,40161,"[Arkansas, Arkansas]","[Craighead County, Greene County]"
26937,40162,Arkansas,Craighead County
26938,40163,Arkansas,Craighead County
26939,40164,"[Arkansas, Arkansas]","[Baxter County, Marion County]"
26940,40165,"[Arkansas, Arkansas]","[Searcy County, Van Buren County]"
26941,40166,"[Missouri, Missouri, Missouri, Missouri]","[Osage County, Maries County, Cole County, Miller County]"
26942,40167,Missouri,St. Louis County
26943,40168,Missouri,Bates County
26944,40169,"[Missouri, Missouri]","[Benton County, Henry County]"
26945,40170,"[Missouri, Missouri]","[Henry County, Benton County]"
26946,40171,"[Missouri, Missouri]","[Benton County, Henry County]"
26947,40172,Missouri,Benton County
26948,40173,Missouri,Jefferson County
26949,40174,"[Missouri, Missouri, Missouri]","[Moniteau County, Miller County, Morgan County]"
26950,40175,Missouri,St. Louis County
26951,40176,"[Missouri, Missouri]","[Crawford County, Gasconade County]"
26952,40177,Missouri,Jefferson County
26953,40178,Missouri,NA
26954,40179,Missouri,Cole County
26955,40180,"[Missouri, Missouri, Missouri]","[Gasconade County, Maries County, Osage County]"
26956,40181,"[Missouri, Missouri, Missouri]","[Moniteau County, Morgan County, Miller County]"
26957,40182,"[Missouri, Missouri, Missouri]","[Gasconade County, Osage County, Maries County]"
26958,40183,"[Missouri, Missouri, Missouri]","[Callaway County, Osage County, Cole County]"
26959,40184,"[Missouri, Missouri]","[Franklin County, Gasconade County]"
26960,40185,Missouri,St. Louis County
26961,40186,"[Missouri, Missouri, Missouri]","[Jefferson County, Franklin County, St. Louis County]"
26962,40187,Missouri,Franklin County
26963,40188,"[Missouri, Missouri]","[Franklin County, Gasconade County]"
26964,40189,"[Missouri, Missouri]","[Jefferson County, St. Louis County]"
26965,40190,"[Missouri, Missouri, Missouri]","[Cole County, Callaway County, Osage County]"
26966,40191,Missouri,Benton County
26967,40192,"[Missouri, Missouri]","[Henry County, Benton County]"
26968,40193,"[Missouri, Missouri]","[Henry County, Benton County]"
26969,40194,"[Missouri, Missouri]","[Henry County, Benton County]"
26970,40195,"[Missouri, Missouri]","[Osage County, Maries County]"
26971,40196,Missouri,Bates County
26972,40197,Illinois,Edwards County
26973,40198,Illinois,Wabash County
26974,40199,"[Illinois, Illinois]","[Washington County, Jefferson County]"
26975,40200,Illinois,Edwards County
26976,40201,"[Illinois, Illinois]","[St. Clair County, Clinton County]"
26977,40202,"[Illinois, Illinois]","[Perry County, Washington County]"
26978,40203,Illinois,Washington County
26979,40204,Kansas,Pawnee County
26980,40205,"[Kansas, Kansas]","[Barton County, Stafford County]"
26981,40206,"[Kansas, Kansas]","[Stafford County, Barton County]"
26982,40207,"[Kansas, Kansas]","[Barton County, Stafford County]"
26983,40208,"[Kansas, Kansas]","[Barton County, Stafford County]"
26984,40209,Kansas,McPherson County
26985,40210,Kansas,McPherson County
26986,40211,Kansas,McPherson County
26987,40212,Kansas,McPherson County
26988,40213,Kansas,McPherson County
26989,40214,"[Kansas, Kansas]","[Lyon County, Chase County]"
26990,40215,"[Kansas, Kansas]","[Chase County, Lyon County]"
26991,40216,"[Kansas, Kansas]","[Chase County, Lyon County]"
26992,40217,"[Kansas, Kansas]","[Chase County, Lyon County]"
26993,40218,Kansas,Greeley County
26994,40219,"[Kansas, Kansas, Kansas]","[Logan County, Wichita County, Wallace County]"
26995,40220,"[Kansas, Kansas, Kansas]","[Logan County, Wichita County, Wallace County]"
26996,40221,"[Kansas, Kansas]","[Scott County, Wichita County]"
26997,40222,"[Kansas, Kansas, Kansas]","[Scott County, Logan County, Finney County]"
26998,40223,"[Kansas, Kansas, Kansas]","[Logan County, Finney County, Scott County]"
26999,40224,"[Kansas, Kansas, Kansas]","[Finney County, Logan County, Scott County]"
27000,40225,"[Kansas, Kansas]","[Finney County, Lane County]"
27001,40226,Kansas,Rice County
27002,40227,Kansas,NA
27003,40228,Kansas,Ness County
27004,40229,Kansas,Ness County
27005,40230,Kansas,McPherson County
27006,40231,Kansas,McPherson County
27007,40232,Kansas,Rush County
27008,40233,Kansas,Rush County
27009,40234,Kansas,Rush County
27010,40235,"[Kansas, Kansas]","[Rush County, Barton County]"
27011,40236,"[Kansas, Kansas]","[Stafford County, Barton County]"
27012,40237,"[Kansas, Kansas]","[Rush County, Pawnee County]"
27013,40238,"[Kansas, Kansas]","[Barton County, Stafford County]"
27014,40239,"[Kansas, Kansas]","[Stafford County, Barton County]"
27015,40240,"[Kansas, Kansas]","[Stafford County, Barton County]"
27016,40241,"[Kansas, Kansas]","[Barton County, Stafford County]"
27017,40242,"[Kansas, Kansas]","[Russell County, Barton County]"
27018,40243,"[Kansas, Kansas]","[Russell County, Barton County]"
27019,40244,"[Kansas, Kansas]","[Russell County, Barton County]"
27020,40245,"[Kansas, Kansas]","[Stafford County, Barton County]"
27021,40246,"[Kansas, Kansas]","[Barton County, Stafford County]"
27022,40247,"[Kansas, Kansas, Kansas]","[Barton County, Stafford County, Rice County]"
27023,40248,Kansas,Marion County
27024,40249,"[Kansas, Kansas]","[Barton County, Stafford County]"
27025,40250,Kansas,Rice County
27026,40252,"[Kansas, Kansas]","[Lyon County, Chase County]"
27027,40253,Oklahoma,McIntosh County
27028,40254,"[Oklahoma, Oklahoma]","[Mayes County, Rogers County]"
27029,40255,"[Oklahoma, Oklahoma]","[Wagoner County, Mayes County]"
27030,40256,"[Oklahoma, Oklahoma]","[Mayes County, Wagoner County]"
27031,40257,"[Oklahoma, Oklahoma]","[Rogers County, Mayes County]"
27032,40258,"[Oklahoma, Oklahoma]","[Mayes County, Rogers County]"
27033,40259,"[Oklahoma, Oklahoma]","[Mayes County, Rogers County]"
27034,40260,"[Oklahoma, Oklahoma]","[Muskogee County, Wagoner County]"
27035,40261,Oklahoma,NA
27036,40262,"[Oklahoma, Oklahoma]","[Wagoner County, Muskogee County]"
27037,40263,"[Oklahoma, Oklahoma, Oklahoma]","[Muskogee County, Cherokee County, Wagoner County]"
27038,40264,"[Oklahoma, Oklahoma]","[Muskogee County, Wagoner County]"
27039,40265,"[Oklahoma, Oklahoma, Oklahoma]","[Cherokee County, Muskogee County, Wagoner County]"
27040,40266,Oklahoma,Choctaw County
27041,40267,Oklahoma,Choctaw County
27042,40268,Oklahoma,Choctaw County
27043,40269,"[Oklahoma, Oklahoma, Oklahoma]","[Pushmataha County, Pittsburg County, Latimer County]"
27044,40270,"[Oklahoma, Oklahoma]","[Latimer County, Pittsburg County]"
27045,40271,"[Oklahoma, Oklahoma]","[Latimer County, Pittsburg County]"
27046,40272,"[Oklahoma, Oklahoma]","[Pittsburg County, Haskell County]"
27047,40273,"[Oklahoma, Oklahoma]","[Mayes County, Rogers County]"
27048,40274,"[Oklahoma, Oklahoma]","[Rogers County, Mayes County]"
27049,40275,"[Oklahoma, Oklahoma]","[Rogers County, Mayes County]"
27050,40276,"[Oklahoma, Oklahoma]","[Mayes County, Rogers County]"
27051,40277,"[Oklahoma, Oklahoma]","[Mayes County, Rogers County]"
27052,40278,Oklahoma,Wagoner County
27053,40279,Oklahoma,Wagoner County
27054,40280,Oklahoma,Wagoner County
27055,40281,Kansas,Labette County
27056,40282,Oklahoma,Wagoner County
27057,40283,"[Oklahoma, Oklahoma]","[Muskogee County, Wagoner County]"
27058,40284,"[Oklahoma, Oklahoma]","[Wagoner County, Muskogee County]"
27059,40285,"[Oklahoma, Oklahoma]","[Muskogee County, Wagoner County]"
27060,40286,"[Oklahoma, Oklahoma]","[McIntosh County, Muskogee County]"
27061,40287,"[Oklahoma, Oklahoma]","[Ottawa County, Craig County]"
27062,40288,"[Kansas, Kansas]","[Labette County, Montgomery County]"
27063,40289,Kansas,Labette County
27064,40290,Oklahoma,Choctaw County
27065,40291,Oklahoma,Choctaw County
27066,40292,"[Oklahoma, Oklahoma]","[Pittsburg County, Latimer County]"
27067,40293,Oklahoma,McIntosh County
27068,40294,"[Oklahoma, Oklahoma]","[Rogers County, Mayes County]"
27069,40295,Oklahoma,Rogers County
27070,40296,Oklahoma,McIntosh County
27071,40297,Oklahoma,McIntosh County
27072,40298,Oklahoma,Muskogee County
27073,40299,Oklahoma,Muskogee County
27074,40300,"[Oklahoma, Oklahoma]","[Haskell County, Pittsburg County]"
27075,40301,Oklahoma,McIntosh County
27076,40302,Oklahoma,McIntosh County
27077,40303,"[Oklahoma, Oklahoma, Oklahoma, Oklahoma]","[Rogers County, Nowata County, Craig County, Mayes County]"
27078,40304,Oklahoma,Wagoner County
27079,40306,Arkansas,Prairie County
27080,40307,"[Arkansas, Arkansas, Arkansas]","[Pulaski County, Lonoke County, Faulkner County]"
27081,40308,"[Arkansas, Arkansas]","[Lee County, St. Francis County]"
27082,40309,"[Arkansas, Arkansas]","[St. Francis County, Lee County]"
27083,40311,"[Arkansas, Arkansas, Arkansas]","[St. Francis County, Crittenden County, Lee County]"
27084,40312,"[Arkansas, Arkansas]","[Monroe County, Woodruff County]"
27085,40313,"[Arkansas, Arkansas]","[Monroe County, Woodruff County]"
27086,40314,"[Arkansas, Arkansas]","[Yell County, Perry County]"
27087,40315,Arkansas,Conway County
27088,40316,"[Arkansas, Arkansas]","[Perry County, Faulkner County]"
27089,40317,"[Arkansas, Arkansas]","[Perry County, Faulkner County]"
27090,40318,Arkansas,Lonoke County
27091,40319,"[Arkansas, Arkansas, Arkansas]","[Lonoke County, Pulaski County, Faulkner County]"
27092,40320,Mississippi,DeSoto County
27093,40321,Mississippi,DeSoto County
27094,40322,Tennessee,Shelby County
27095,40323,Mississippi,DeSoto County
27096,40324,"[Mississippi, Mississippi]","[DeSoto County, Marshall County]"
27097,40325,Tennessee,NA
27098,40326,Tennessee,Shelby County
27099,40327,Tennessee,Shelby County
27100,40328,Tennessee,Shelby County
27101,40329,Tennessee,Shelby County
27102,40330,Tennessee,Shelby County
27103,40331,Tennessee,Shelby County
27104,40332,Tennessee,Shelby County
27105,40333,Tennessee,Shelby County
27106,40334,Tennessee,Shelby County
27107,40335,"[Tennessee, Tennessee]","[McNairy County, Hardin County]"
27108,40336,Tennessee,Hardin County
27109,40337,Tennessee,Hardin County
27110,40338,Tennessee,Hardin County
27111,40339,"[Arkansas, Arkansas]","[Yell County, Scott County]"
27112,40340,"[Arkansas, Arkansas]","[Lee County, St. Francis County]"
27113,40341,"[Arkansas, Arkansas]","[Perry County, Faulkner County]"
27114,40342,Arkansas,Faulkner County
27115,40343,Arkansas,Faulkner County
27116,40344,Tennessee,McNairy County
27117,40345,Tennessee,Fayette County
27118,40346,Tennessee,Shelby County
27119,40347,Tennessee,Shelby County
27120,40348,Tennessee,Shelby County
27121,40349,Tennessee,Shelby County
27122,40350,"[Arkansas, Arkansas]","[Lee County, St. Francis County]"
27123,40351,"[Arkansas, Arkansas]","[Lee County, St. Francis County]"
27124,40352,"[Arkansas, Arkansas]","[Lee County, St. Francis County]"
27125,40355,Arkansas,Sebastian County
27126,40356,Arkansas,Sebastian County
27127,40357,Arkansas,Sebastian County
27128,40358,Oklahoma,Kiowa County
27129,40359,"[Oklahoma, Oklahoma]","[Cleveland County, Pottawatomie County]"
27130,40360,"[Oklahoma, Oklahoma]","[Cleveland County, Pottawatomie County]"
27131,40361,"[Oklahoma, Oklahoma]","[Pottawatomie County, Seminole County]"
27132,40362,"[Oklahoma, Oklahoma]","[Caddo County, Grady County]"
27133,40363,"[Oklahoma, Oklahoma]","[Grady County, Caddo County]"
27134,40364,"[Oklahoma, Oklahoma]","[Caddo County, Grady County]"
27135,40365,"[Oklahoma, Oklahoma]","[Caddo County, Grady County]"
27136,40366,Oklahoma,Greer County
27137,40367,Oklahoma,Kiowa County
27138,40368,"[Oklahoma, Oklahoma]","[Kiowa County, Greer County]"
27139,40369,Oklahoma,Kiowa County
27140,40370,"[Oklahoma, Oklahoma]","[Caddo County, Washita County]"
27141,40371,Oklahoma,Pittsburg County
27142,40372,"[Oklahoma, Oklahoma]","[Seminole County, Pottawatomie County]"
27143,40373,"[Oklahoma, Oklahoma]","[Hughes County, Seminole County]"
27144,40374,"[Oklahoma, Oklahoma]","[Seminole County, Hughes County]"
27145,40375,Oklahoma,Pottawatomie County
27146,40376,"[Oklahoma, Oklahoma]","[Seminole County, Pottawatomie County]"
27147,40377,"[Oklahoma, Oklahoma]","[Caddo County, Grady County]"
27148,40378,Oklahoma,Grady County
27149,40379,Oklahoma,Grady County
27150,40380,Oklahoma,Grady County
27151,40381,Oklahoma,Grady County
27152,40382,"[Oklahoma, Oklahoma]","[Caddo County, Grady County]"
27153,40383,"[Oklahoma, Oklahoma]","[Seminole County, Hughes County]"
27154,40384,"[Oklahoma, Oklahoma]","[Seminole County, Hughes County]"
27155,40385,"[Oklahoma, Oklahoma]","[McClain County, Grady County]"
27156,40386,Oklahoma,McClain County
27157,40387,Oklahoma,McClain County
27158,40388,"[Oklahoma, Oklahoma]","[Kiowa County, Greer County]"
27159,40389,"[Oklahoma, Oklahoma, Oklahoma]","[Pontotoc County, Coal County, Johnston County]"
27160,40390,"[Oklahoma, Oklahoma]","[Caddo County, Washita County]"
27161,40391,"[Oklahoma, Oklahoma]","[Seminole County, Pottawatomie County]"
27162,40392,"[Oklahoma, Oklahoma]","[Seminole County, Hughes County]"
27163,40393,"[Oklahoma, Oklahoma]","[Seminole County, Hughes County]"
27164,40394,"[Oklahoma, Oklahoma]","[Grady County, Caddo County]"
27165,40395,"[Oklahoma, Oklahoma]","[Grady County, Caddo County]"
27166,40396,"[Oklahoma, Oklahoma]","[Hughes County, Seminole County]"
27167,40397,"[Oklahoma, Oklahoma]","[Seminole County, Hughes County]"
27168,40398,Oklahoma,Le Flore County
27169,40399,"[Oklahoma, Oklahoma]","[Le Flore County, Latimer County]"
27170,40400,"[Oklahoma, Oklahoma]","[Latimer County, Le Flore County]"
27171,40401,Oklahoma,Grady County
27172,40402,Oklahoma,Grady County
27173,40403,Oklahoma,Grady County
27174,40404,"[Oklahoma, Oklahoma]","[Rogers County, Mayes County]"
27175,40405,"[Oklahoma, Oklahoma]","[Cleveland County, Pottawatomie County]"
27176,40406,"[Oklahoma, Oklahoma]","[Cleveland County, Pottawatomie County]"
27177,40407,Oklahoma,Harper County
27178,40408,Oklahoma,Harper County
27179,40409,Oklahoma,Woodward County
27180,40410,Oklahoma,Harper County
27181,40411,Oklahoma,Woodward County
27182,40412,Oklahoma,Grant County
27183,40413,Oklahoma,Harper County
27184,40414,Oklahoma,Harper County
27185,40415,"[Oklahoma, Oklahoma]","[Garfield County, Grant County]"
27186,40416,"[Oklahoma, Oklahoma]","[Grant County, Garfield County]"
27187,40417,Oklahoma,Beaver County
27188,40419,Oklahoma,Harper County
27189,40420,Oklahoma,Harper County
27190,40421,Oklahoma,Harper County
27191,40422,Oklahoma,Harper County
27192,40423,Oklahoma,Woodward County
27193,40424,Oklahoma,Woodward County
27194,40425,Oklahoma,Woods County
27195,40426,Oklahoma,Woods County
27196,40427,"[Oklahoma, Oklahoma]","[Alfalfa County, Woods County]"
27197,40428,"[Oklahoma, Oklahoma]","[Alfalfa County, Woods County]"
27198,40429,"[Oklahoma, Oklahoma]","[Alfalfa County, Woods County]"
27199,40430,Oklahoma,Alfalfa County
27200,40431,Oklahoma,Alfalfa County
27201,40432,"[Oklahoma, Oklahoma, Oklahoma]","[Major County, Woods County, Alfalfa County]"
27202,40433,"[Oklahoma, Oklahoma]","[Garfield County, Alfalfa County]"
27203,40434,Oklahoma,Alfalfa County
27204,40435,Oklahoma,Alfalfa County
27205,40436,"[Oklahoma, Oklahoma]","[Woods County, Alfalfa County]"
27206,40437,"[Oklahoma, Oklahoma]","[Grant County, Garfield County]"
27207,40438,Oklahoma,Grant County
27208,40439,Oklahoma,Grant County
27209,40440,Oklahoma,Grant County
27210,40441,Oklahoma,Grant County
27211,40442,Oklahoma,Garfield County
27212,40443,Oklahoma,Harper County
27213,40444,Oklahoma,Harper County
27214,40445,Oklahoma,Harper County
27215,40446,Oklahoma,Harper County
27216,40447,Oklahoma,Harper County
27217,40448,Oklahoma,Woodward County
27218,40449,Oklahoma,Woods County
27219,40450,Oklahoma,Alfalfa County
27220,40451,Oklahoma,Alfalfa County
27221,40452,"[Oklahoma, Oklahoma]","[Garfield County, Alfalfa County]"
27222,40453,"[Oklahoma, Oklahoma]","[Garfield County, Alfalfa County]"
