State,County,Latitude,Longitude
Michigan,Hillsdale County,41.864475,-84.6424
Michigan,Houghton County,46.998305,-88.65206
Michigan,Huron County,43.907616,-82.85704
Michigan,Ingham County,42.603534,-84.37381
Michigan,Ionia County,42.94465,-85.07376
Michigan,Iosco County,44.329482,-82.84944
Michigan,Iron County,46.170249,-88.5404
Michigan,Isabella County,43.645233,-84.83942
Michigan,Jackson County,42.248474,-84.42086
Michigan,Kalamazoo County,42.246266,-85.53285
Michigan,Kalkaska County,44.678881,-85.08899
Michigan,Kent County,43.032497,-85.54744
Michigan,Keweenaw County,47.681981,-88.1488
Michigan,Lake County,43.995187,-85.8114
Michigan,Lapeer County,43.088633,-83.22432
Michigan,Leelanau County,45.146182,-86.05157
Michigan,Lenawee County,41.895915,-84.06685
Michigan,Livingston County,42.602532,-83.91171
Michigan,Luce County,46.940602,-85.58236
Michigan,Mackinac County,46.167981,-85.30375
Michigan,Macomb County,42.671467,-82.91086
Michigan,Manistee County,44.350385,-86.60296
Michigan,Marquette County,46.656597,-87.58402
Michigan,Mason County,43.996636,-86.75081
Michigan,Mecosta County,43.635295,-85.33275
Michigan,Menominee County,45.544174,-87.50989
Michigan,Midland County,43.648378,-84.37922
Michigan,Missaukee County,44.325424,-85.08547
Michigan,Monroe County,41.916097,-83.4871
Michigan,Montcalm County,43.312782,-85.14946
Michigan,Montmorency County,45.024134,-84.1301
Michigan,Muskegon County,43.289258,-86.75189
Michigan,Newaygo County,43.562709,-85.79142
Michigan,Oakland County,42.660452,-83.38421
Michigan,Oceana County,43.647255,-86.80757
Michigan,Ogemaw County,44.33328,-84.12807
Michigan,Ontonagon County,47.216604,-89.50046
Michigan,Osceola County,43.997552,-85.32228
Michigan,Oscoda County,44.685121,-84.12489
Michigan,Otsego County,45.021794,-84.57659
Michigan,Ottawa County,42.942346,-86.65534
Michigan,Presque Isle County,45.489515,-83.38401
Michigan,Roscommon County,44.339517,-84.61127
Michigan,Saginaw County,43.328267,-84.05541
Michigan,St. Clair County,42.928804,-82.66891
Michigan,St. Joseph County,41.911488,-85.52287
Michigan,Sanilac County,43.449155,-82.64281
Michigan,Schoolcraft County,46.020758,-86.19935
Michigan,Shiawassee County,42.951545,-84.14635
Michigan,Tuscola County,43.487902,-83.43661
Michigan,Van Buren County,42.283986,-86.30569
Michigan,Washtenaw County,42.252327,-83.84463
Michigan,Wayne County,42.284664,-83.26195
Michigan,Wexford County,44.331375,-85.57004
Minnesota,Aitkin County,46.602446,-93.41976
Minnesota,Anoka County,45.27411,-93.24272
Minnesota,Becker County,46.937629,-95.74175
Minnesota,Beltrami County,47.878825,-94.98669
Minnesota,Benton County,45.701227,-94.00144
Minnesota,Big Stone County,45.419925,-96.40222
Minnesota,Blue Earth County,44.038225,-94.06407
Minnesota,Brown County,44.246542,-94.73364
Minnesota,Carlton County,46.603818,-92.67104
Minnesota,Carver County,44.821381,-93.80057
Minnesota,Cass County,46.951427,-94.33377
Minnesota,Chippewa County,45.028625,-95.5641
Minnesota,Chisago County,45.505444,-92.90384
Minnesota,Clay County,46.898377,-96.4949
Minnesota,Clearwater County,47.575873,-95.37111
Minnesota,Cook County,47.538571,-90.29019
Minnesota,Cottonwood County,44.010711,-95.18313
Minnesota,Crow Wing County,46.491114,-94.07121
Minnesota,Dakota County,44.670893,-93.06248
Minnesota,Dodge County,44.020706,-92.86935
Minnesota,Douglas County,45.936429,-95.46061
Minnesota,Faribault County,43.676522,-93.94723
Minnesota,Fillmore County,43.67727,-92.09368
Minnesota,Freeborn County,43.674202,-93.35028
Minnesota,Goodhue County,44.406178,-92.716
Minnesota,Grant County,45.930743,-96.01069
Minnesota,Hennepin County,45.006064,-93.47518
Minnesota,Houston County,43.66699,-91.50155
Minnesota,Hubbard County,47.095551,-94.91329
Minnesota,Isanti County,45.562431,-93.29633
Minnesota,Itasca County,47.490843,-93.61312
Minnesota,Jackson County,43.673025,-95.1497
Minnesota,Kanabec County,45.94776,-93.29778
Minnesota,Kandiyohi County,45.152714,-95.00498
Minnesota,Kittson County,48.77604,-96.78034
Minnesota,Koochiching County,48.24549,-93.78284
Minnesota,Lac qui Parle County,44.999855,-96.17683
Minnesota,Lake County,47.517111,-91.4117
Minnesota,Lake of the Woods County,48.7681,-94.90463
Minnesota,Le Sueur County,44.373397,-93.73018
Minnesota,Lincoln County,44.408238,-96.27203
Minnesota,Lyon County,44.409195,-95.84726
Minnesota,McLeod County,44.821644,-94.27232
Minnesota,Mahnomen County,47.325842,-95.8107
Minnesota,Marshall County,48.362728,-96.35776
Minnesota,Martin County,43.677118,-94.53719
Minnesota,Meeker County,45.123156,-94.52734
Minnesota,Mille Lacs County,45.929043,-93.63299
Minnesota,Morrison County,46.020484,-94.26661
Minnesota,Mower County,43.666249,-92.75951
Minnesota,Murray County,44.015594,-95.76158
Minnesota,Nicollet County,44.35882,-94.24568
Minnesota,Nobles County,43.677686,-95.76313
Minnesota,Norman County,47.32947,-96.4638
Minnesota,Olmsted County,44.00343,-92.40672
Minnesota,Otter Tail County,46.405725,-95.71457
Minnesota,Pennington County,48.069247,-96.03772
Minnesota,Pine County,46.10094,-92.76309
Minnesota,Pipestone County,44.015361,-96.25701
Minnesota,Polk County,47.774254,-96.40002
Minnesota,Pope County,45.589623,-95.4467
Minnesota,Ramsey County,45.01525,-93.10014
Minnesota,Red Lake County,47.865487,-96.08718
Minnesota,Redwood County,44.403536,-95.25424
Minnesota,Renville County,44.723697,-94.95561
Minnesota,Rice County,44.350943,-93.2985
Minnesota,Rock County,43.669587,-96.26323
Minnesota,Roseau County,48.761066,-95.82153
Minnesota,St. Louis County,47.583852,-92.46364
Minnesota,Scott County,44.651932,-93.53455
Minnesota,Sherburne County,45.443171,-93.77509
Minnesota,Sibley County,44.575734,-94.23012
Minnesota,Stearns County,45.555235,-94.61048
Minnesota,Steele County,44.015261,-93.22045
Minnesota,Stevens County,45.593461,-95.99231
Minnesota,Swift County,45.27545,-95.69039
Minnesota,Todd County,46.066569,-94.90057
Minnesota,Traverse County,45.76984,-96.47504
Minnesota,Wabasha County,44.289693,-92.23334
Minnesota,Wadena County,46.586784,-94.98833
Minnesota,Waseca County,44.01846,-93.58984
Minnesota,Washington County,45.037929,-92.89011
Minnesota,Watonwan County,43.978366,-94.61412
Minnesota,Wilkin County,46.362335,-96.47665
Minnesota,Winona County,43.982268,-91.7767
Minnesota,Wright County,45.175091,-93.96639
Minnesota,Yellow Medicine County,44.715736,-95.86275
Mississippi,Adams County,31.486218,-91.35178
Mississippi,Alcorn County,34.886648,-88.58101
Mississippi,Amite County,31.203933,-90.79554
Mississippi,Attala County,33.09047,-89.58862
Mississippi,Benton County,34.810773,-89.20002
Mississippi,Bolivar County,33.799278,-90.88447
Mississippi,Calhoun County,33.936634,-89.33711
Mississippi,Carroll County,33.440795,-89.91888
Mississippi,Chickasaw County,33.921654,-88.9458
Mississippi,Choctaw County,33.345964,-89.25133
Mississippi,Claiborne County,31.97281,-90.91542
Mississippi,Clarke County,32.048448,-88.68596
Mississippi,Clay County,33.661734,-88.78332
Mississippi,Coahoma County,34.22867,-90.60316
Mississippi,Copiah County,31.866915,-90.44875
Mississippi,Covington County,31.633331,-89.54889
Mississippi,DeSoto County,34.874266,-89.99324
Mississippi,Forrest County,31.18858,-89.25944
Mississippi,Franklin County,31.477798,-90.89588
Mississippi,George County,30.855431,-88.64226
Mississippi,Greene County,31.212846,-88.63481
Mississippi,Grenada County,33.770031,-89.80274
Mississippi,Hancock County,30.391437,-89.47985
Mississippi,Harrison County,30.416536,-89.08337
Mississippi,Hinds County,32.267924,-90.4659
Mississippi,Holmes County,33.125942,-90.09119
Mississippi,Humphreys County,33.132978,-90.52391
Mississippi,Issaquena County,32.754977,-90.98855
Mississippi,Itawamba County,34.281075,-88.36312
Mississippi,Jackson County,30.458491,-88.61999
Mississippi,Jasper County,32.016989,-89.11943
Mississippi,Jefferson County,31.733633,-91.04387
Mississippi,Jefferson Davis County,31.564734,-89.82662
Mississippi,Jones County,31.621044,-89.16726
Mississippi,Kemper County,32.750136,-88.62563
Mississippi,Lafayette County,34.349298,-89.4859
Mississippi,Lamar County,31.197135,-89.51495
Mississippi,Lauderdale County,32.403998,-88.66044
Mississippi,Lawrence County,31.550009,-90.10753
Mississippi,Leake County,32.753268,-89.52256
Mississippi,Lee County,34.288965,-88.68088
Mississippi,Leflore County,33.54979,-90.29493
Mississippi,Lincoln County,31.535216,-90.45356
Mississippi,Lowndes County,33.471424,-88.43972
Mississippi,Madison County,32.63437,-90.03416
Mississippi,Marion County,31.230126,-89.82173
Mississippi,Marshall County,34.76619,-89.50423
Mississippi,Monroe County,33.89003,-88.48503
Mississippi,Montgomery County,33.500714,-89.63962
Mississippi,Neshoba County,32.752518,-89.11927
Mississippi,Newton County,32.40197,-89.11841
Mississippi,Noxubee County,33.10627,-88.56578
Mississippi,Oktibbeha County,33.422313,-88.87615
Mississippi,Panola County,34.365205,-89.96306
Mississippi,Pearl River County,30.773791,-89.58683
Mississippi,Perry County,31.169307,-88.98875
Mississippi,Pike County,31.177517,-90.39772
Mississippi,Pontotoc County,34.227081,-89.03723
Mississippi,Prentiss County,34.620866,-88.52224
Mississippi,Quitman County,34.25264,-90.29052
Mississippi,Rankin County,32.262057,-89.94655
Mississippi,Scott County,32.427127,-89.5332
Mississippi,Sharkey County,32.89249,-90.82738
Mississippi,Simpson County,31.902503,-89.9177
Mississippi,Smith County,32.019034,-89.49497
Mississippi,Stone County,30.790184,-89.11229
Mississippi,Sunflower County,33.605529,-90.59509
Mississippi,Tallahatchie County,33.955891,-90.17283
Mississippi,Tate County,34.649553,-89.9431
Mississippi,Tippah County,34.763618,-88.91881
Mississippi,Tishomingo County,34.737699,-88.23606
Mississippi,Tunica County,34.652201,-90.37177
Mississippi,Union County,34.489101,-89.0023
Mississippi,Walthall County,31.164492,-90.10343
Mississippi,Warren County,32.357005,-90.85179
Mississippi,Washington County,33.273131,-90.94443
Mississippi,Wayne County,31.64476,-88.68205
Mississippi,Webster County,33.612048,-89.28383
Mississippi,Wilkinson County,31.160249,-91.32556
Mississippi,Winston County,33.078724,-89.03739
Mississippi,Yalobusha County,34.030669,-89.70379
Mississippi,Yazoo County,32.765675,-90.38792
Missouri,Adair County,40.190666,-92.60359
Missouri,Andrew County,39.988863,-94.80355
Missouri,Atchison County,40.431846,-95.43755
Missouri,Audrain County,39.21448,-91.84341
Missouri,Barry County,36.699378,-93.83432
Missouri,Barton County,37.500799,-94.34408
Missouri,Bates County,38.257217,-94.33924
Missouri,Benton County,38.301036,-93.28794
Missouri,Bollinger County,37.318349,-90.0246
Missouri,Boone County,38.989657,-92.31077
Missouri,Buchanan County,39.66037,-94.80817
Missouri,Butler County,36.71518,-90.40313
Missouri,Caldwell County,39.658998,-93.97917
Missouri,Callaway County,38.835966,-91.92408
Missouri,Camden County,38.031995,-92.76513
Missouri,Cape Girardeau County,37.383882,-89.6849
Missouri,Carroll County,39.427375,-93.50022
Missouri,Carter County,36.944783,-90.94562
Missouri,Cass County,38.647159,-94.35424
Missouri,Cedar County,37.733655,-93.85001
Missouri,Chariton County,39.517969,-92.96162
Missouri,Christian County,36.969739,-93.18761
Missouri,Clark County,40.407275,-91.72947
Missouri,Clay County,39.315551,-94.4215
Missouri,Clinton County,39.608723,-94.3958
Missouri,Cole County,38.506847,-92.2714
Missouri,Cooper County,38.845386,-92.81232
Missouri,Crawford County,37.966561,-91.31393
Missouri,Dade County,37.43235,-93.85487
Missouri,Dallas County,37.683583,-93.03381
Missouri,Daviess County,39.962839,-93.97005
Missouri,DeKalb County,39.894665,-94.40719
Missouri,Dent County,37.60325,-91.49591
Missouri,Douglas County,36.946517,-92.51589
Missouri,Dunklin County,36.153025,-90.06225
Missouri,Franklin County,38.408313,-91.07341
Missouri,Gasconade County,38.441183,-91.50578
Missouri,Gentry County,40.209379,-94.40411
Missouri,Greene County,37.258196,-93.34064
Missouri,Grundy County,40.112541,-93.56505
Missouri,Harrison County,40.34562,-93.99258
Missouri,Henry County,38.386491,-93.79262
Missouri,Hickory County,37.9367,-93.32283
Missouri,Holt County,40.095724,-95.21907
Missouri,Howard County,39.143365,-92.69592
Missouri,Howell County,36.774369,-91.88736
Missouri,Iron County,37.62596,-90.69962
Missouri,Jackson County,39.007233,-94.3425
Missouri,Jasper County,37.200865,-94.33886
Missouri,Jefferson County,38.257414,-90.54313
Missouri,Johnson County,38.74588,-93.80599
Missouri,Knox County,40.136776,-92.1468
Missouri,Laclede County,37.65969,-92.59483
Missouri,Lafayette County,39.068705,-93.80263
Missouri,Lawrence County,37.106135,-93.83326
Missouri,Lewis County,40.084559,-91.7288
Missouri,Lincoln County,39.058568,-90.95777
Missouri,Linn County,39.86444,-93.10801
Missouri,Livingston County,39.778587,-93.5482
Missouri,McDonald County,36.630218,-94.34395
Missouri,Macon County,39.829795,-92.56434
Missouri,Madison County,37.473235,-90.34545
Missouri,Maries County,38.162615,-91.9236
Missouri,Marion County,39.807538,-91.63537
Missouri,Mercer County,40.421414,-93.56763
Missouri,Miller County,38.21672,-92.42987
Missouri,Mississippi County,36.826264,-89.29592
Missouri,Moniteau County,38.633037,-92.58364
Missouri,Monroe County,39.49827,-92.00645
Missouri,Montgomery County,38.935162,-91.46543
Missouri,Morgan County,38.420807,-92.87483
Missouri,New Madrid County,36.594261,-89.65594
Missouri,Newton County,36.908017,-94.33474
Missouri,Nodaway County,40.360484,-94.88328
Missouri,Oregon County,36.684867,-91.4029
Missouri,Osage County,38.464254,-91.8595
Missouri,Ozark County,36.649643,-92.45858
Missouri,Pemiscot County,36.209916,-89.78594
Missouri,Perry County,37.71113,-89.80212
Missouri,Pettis County,38.727367,-93.2852
Missouri,Phelps County,37.866326,-91.79034
Missouri,Pike County,39.344178,-91.17104
Missouri,Platte County,39.378696,-94.76147
Missouri,Polk County,37.616761,-93.40081
Missouri,Pulaski County,37.824835,-92.20702
Missouri,Putnam County,40.478606,-93.01453
Missouri,Ralls County,39.553455,-91.52478
Missouri,Randolph County,39.441601,-92.49272
Missouri,Ray County,39.308401,-93.99574
Missouri,Reynolds County,37.360857,-90.96951
Missouri,Ripley County,36.648902,-90.86706
Missouri,St. Charles County,38.781102,-90.67491
Missouri,St. Clair County,38.039069,-93.77307
Missouri,Ste. Genevieve County,37.89018,-90.18117
Missouri,St. Francois County,37.810707,-90.47386
Missouri,St. Louis County,38.640702,-90.44595
Missouri,Saline County,39.13584,-93.20416
Missouri,Schuyler County,40.469361,-92.51901
Missouri,Scotland County,40.447686,-92.14282
Missouri,Scott County,37.047793,-89.56809
Missouri,Shannon County,37.15198,-91.39836
Missouri,Shelby County,39.797531,-92.08871
Missouri,Stoddard County,36.855428,-89.94173
Missouri,Stone County,36.747857,-93.46778
Missouri,Sullivan County,40.209587,-93.10978
Missouri,Taney County,36.649827,-93.04281
Missouri,Texas County,37.314257,-91.96447
Missouri,Vernon County,37.850196,-94.34159
Missouri,Warren County,38.761902,-91.1593
Missouri,Washington County,37.942315,-90.89705
Missouri,Wayne County,37.113825,-90.46086
Missouri,Webster County,37.280804,-92.87608
Missouri,Worth County,40.480482,-94.41912
Missouri,Wright County,37.267636,-92.48001
Missouri,St. Louis County,38.635699,-90.24458
Montana,Beaverhead County,45.133863,-112.89286
Montana,Big Horn County,45.407869,-107.51816
Montana,Blaine County,48.428282,-108.96764
Montana,Broadwater County,46.334476,-111.4961
Montana,Carbon County,45.224475,-109.02855
Montana,Carter County,45.516825,-104.51532
Montana,Cascade County,47.316443,-111.35057
Montana,Chouteau County,47.886837,-110.43618
Montana,Custer County,46.261481,-105.5505
Montana,Daniels County,48.794429,-105.54173
Montana,Dawson County,47.272425,-104.90102
Montana,Deer Lodge County,46.099059,-113.1391
Montana,Fallon County,46.318184,-104.40571
Montana,Fergus County,47.222997,-109.22328
Montana,Flathead County,48.314696,-114.05431
Montana,Gallatin County,45.535559,-111.17344
Montana,Garfield County,47.281174,-106.98221
Montana,Glacier County,48.705671,-112.9905
Montana,Golden Valley County,46.380624,-109.17458
Montana,Granite County,46.395358,-113.42568
Montana,Hill County,48.628331,-110.10637
Montana,Jefferson County,46.126557,-112.05677
Montana,Judith Basin County,47.032558,-110.30532
Montana,Lake County,47.642901,-114.08368
Montana,Lewis and Clark County,47.122133,-112.38295
Montana,Liberty County,48.559654,-111.03692
Montana,Lincoln County,48.542232,-115.40434
Montana,McCone County,47.629628,-105.75722
Montana,Madison County,45.319288,-111.91732
Montana,Meagher County,46.585706,-110.92178
Montana,Mineral County,47.155213,-115.06455
Montana,Missoula County,47.027263,-113.89268
Montana,Musselshell County,46.505665,-108.43698
Montana,Park County,45.421905,-110.53279
Montana,Petroleum County,47.141917,-108.22657
Montana,Phillips County,48.250155,-107.92883
Montana,Pondera County,48.230312,-112.21992
Montana,Powder River County,45.40889,-105.55525
Montana,Powell County,46.844225,-112.9311
Montana,Prairie County,46.852434,-105.3758
Montana,Ravalli County,46.079298,-114.11906
Montana,Richland County,47.785513,-104.56338
Montana,Roosevelt County,48.282747,-104.99517
Montana,Rosebud County,46.161734,-106.70195
Montana,Sanders County,47.756469,-115.18022
Montana,Sheridan County,48.705523,-104.53391
Montana,Silver Bow County,45.895959,-112.66022
Montana,Stillwater County,45.663496,-109.39175
Montana,Sweet Grass County,45.81306,-109.94131
Montana,Teton County,47.819035,-112.28172
Montana,Toole County,48.645052,-111.73349
Montana,Treasure County,46.209636,-107.28049
Montana,Valley County,48.365713,-106.68788
Montana,Wheatland County,46.497047,-109.85714
Montana,Wibaux County,46.962866,-104.27446
Montana,Yellowstone County,45.936987,-108.27665
Nebraska,Adams County,40.520632,-98.50004
Nebraska,Antelope County,42.183225,-98.05803
Nebraska,Arthur County,41.570856,-101.69704
Nebraska,Banner County,41.53975,-103.72626
Nebraska,Blaine County,41.92523,-99.99077
Nebraska,Boone County,41.7054,-98.06679
Nebraska,Box Butte County,42.215665,-103.08782
Nebraska,Boyd County,42.894448,-98.77302
Nebraska,Brown County,42.34939,-99.92317
Nebraska,Buffalo County,40.855226,-99.07498
Nebraska,Burt County,41.854179,-96.33774
Nebraska,Butler County,41.226072,-97.13204
Nebraska,Cass County,40.909878,-96.1406
Nebraska,Cedar County,42.604511,-97.25682
Nebraska,Chase County,40.53039,-101.69419
Nebraska,Cherry County,42.566985,-101.07262
Nebraska,Cheyenne County,41.214236,-103.01192
Nebraska,Clay County,40.523669,-98.05105
Nebraska,Colfax County,41.574675,-97.08945
Nebraska,Cuming County,41.915865,-96.78851
Nebraska,Custer County,41.393893,-99.72686
Nebraska,Dakota County,42.390456,-96.56254
Nebraska,Dawes County,42.711214,-103.13487
Nebraska,Dawson County,40.867378,-99.81515
Nebraska,Deuel County,41.112988,-102.3326
Nebraska,Dixon County,42.48528,-96.85586
Nebraska,Dodge County,41.577008,-96.64585
Nebraska,Douglas County,41.297091,-96.15406
Nebraska,Dundy County,40.180165,-101.68113
Nebraska,Fillmore County,40.52504,-97.5967
Nebraska,Franklin County,40.183203,-98.96208
Nebraska,Frontier County,40.530947,-100.40668
Nebraska,Furnas County,40.191991,-99.90966
Nebraska,Gage County,40.255234,-96.68345
Nebraska,Garden County,41.659381,-102.32822
Nebraska,Garfield County,41.905572,-98.92299
Nebraska,Gosper County,40.509838,-99.82407
Nebraska,Grant County,41.915867,-101.75687
Nebraska,Greeley County,41.5676,-98.53056
Nebraska,Hall County,40.866023,-98.498
Nebraska,Hamilton County,40.877145,-98.02194
Nebraska,Harlan County,40.178766,-99.40341
Nebraska,Hayes County,40.535786,-101.05558
Nebraska,Hitchcock County,40.176896,-101.04421
Nebraska,Holt County,42.459287,-98.78476
Nebraska,Hooker County,41.9187,-101.11681
Nebraska,Howard County,41.219403,-98.5133
Nebraska,Jefferson County,40.175736,-97.1431
Nebraska,Johnson County,40.395457,-96.26856
Nebraska,Kearney County,40.506269,-98.94846
Nebraska,Keith County,41.194404,-101.64447
Nebraska,Keya Paha County,42.87548,-99.71835
Nebraska,Kimball County,41.199155,-103.7111
Nebraska,Knox County,42.634405,-97.89134
Nebraska,Lancaster County,40.783547,-96.68865
Nebraska,Lincoln County,41.050322,-100.74448
Nebraska,Logan County,41.542156,-100.44366
Nebraska,Loup County,41.897714,-99.50976
Nebraska,McPherson County,41.596473,-101.06023
Nebraska,Madison County,41.909929,-97.60685
Nebraska,Merrick County,41.169801,-98.03105
Nebraska,Morrill County,41.732205,-102.99059
Nebraska,Nance County,41.402386,-97.9914
Nebraska,Nemaha County,40.387448,-95.85095
Nebraska,Nuckolls County,40.176492,-98.04684
Nebraska,Otoe County,40.637992,-96.13102
Nebraska,Pawnee County,40.13785,-96.24522
Nebraska,Perkins County,40.856065,-101.63644
Nebraska,Phelps County,40.516365,-99.40655
Nebraska,Pierce County,42.271413,-97.61099
Nebraska,Platte County,41.576866,-97.51346
Nebraska,Polk County,41.187925,-97.57066
Nebraska,Red Willow County,40.16942,-100.46857
Nebraska,Richardson County,40.123743,-95.7186
Nebraska,Rock County,42.413325,-99.45853
Nebraska,Saline County,40.516802,-97.13175
Nebraska,Sarpy County,41.115064,-96.10912
Nebraska,Saunders County,41.223152,-96.64092
Nebraska,Scotts Bluff County,41.851589,-103.70586
Nebraska,Seward County,40.871944,-97.14038
Nebraska,Sheridan County,42.507074,-102.38969
Nebraska,Sherman County,41.218743,-98.97284
Nebraska,Sioux County,42.483806,-103.7426
Nebraska,Stanton County,41.904793,-97.17472
Nebraska,Thayer County,40.173845,-97.59626
Nebraska,Thomas County,41.84862,-100.50691
Nebraska,Thurston County,42.154061,-96.53394
Nebraska,Valley County,41.564094,-98.98348
Nebraska,Washington County,41.533979,-96.22457
Nebraska,Wayne County,42.210746,-97.12624
Nebraska,Webster County,40.180646,-98.49859
Nebraska,Wheeler County,41.937859,-98.52228
Nebraska,York County,40.873056,-97.59674
Nevada,Churchill County,39.525701,-118.27041
Nevada,Clark County,36.214236,-115.01381
Nevada,Douglas County,38.905129,-119.60901
Nevada,Elko County,41.141133,-115.35142
Nevada,Esmeralda County,37.778966,-117.63238
Nevada,Eureka County,39.977788,-116.2722
Nevada,Humboldt County,41.407914,-118.12759
Nevada,Lander County,39.900211,-117.04724
Nevada,Lincoln County,37.634605,-114.86303
Nevada,Lyon County,39.022214,-119.19741
Nevada,Mineral County,38.516647,-118.41627
Nevada,Nye County,37.966379,-116.45904
Nevada,Pershing County,40.439639,-118.40947
Nevada,Storey County,39.438385,-119.52464
Nevada,Washoe County,40.703311,-119.71031
Nevada,White Pine County,39.417804,-114.90094
Nevada,Carson City County,39.153447,-119.74344
New Hampshire,Belknap County,43.519109,-71.42536
New Hampshire,Carroll County,43.867567,-71.20166
New Hampshire,Cheshire County,42.925455,-72.24821
New Hampshire,Coos County,44.652419,-71.28938
New Hampshire,Grafton County,43.926488,-71.84226
New Hampshire,Hillsborough County,42.911643,-71.7231
New Hampshire,Merrimack County,43.299485,-71.68013
New Hampshire,Rockingham County,42.98936,-71.09943
New Hampshire,Strafford County,43.293177,-71.03592
New Hampshire,Sullivan County,43.361188,-72.22208
New Jersey,Atlantic County,39.469354,-74.63375
New Jersey,Bergen County,40.95909,-74.07452
New Jersey,Burlington County,39.875786,-74.663
New Jersey,Camden County,39.802352,-74.96125
New Jersey,Cape May County,39.086143,-74.84771
New Jersey,Cumberland County,39.328387,-75.12164
New Jersey,Essex County,40.787217,-74.24613
New Jersey,Gloucester County,39.721019,-75.1437
New Jersey,Hudson County,40.731384,-74.07862
New Jersey,Hunterdon County,40.565283,-74.91197
New Jersey,Mercer County,40.282503,-74.70372
New Jersey,Middlesex County,40.439593,-74.40758
New Jersey,Monmouth County,40.287056,-74.15244
New Jersey,Morris County,40.858581,-74.54742
New Jersey,Ocean County,39.86585,-74.26302
New Jersey,Passaic County,41.033763,-74.3003
New Jersey,Salem County,39.573828,-75.35735
New Jersey,Somerset County,40.565522,-74.61993
New Jersey,Sussex County,41.137424,-74.69185
New Jersey,Union County,40.659871,-74.30869
New Jersey,Warren County,40.853524,-75.00954
New Mexico,Bernalillo County,35.054002,-106.66906
New Mexico,Catron County,33.901814,-108.39209
New Mexico,Chaves County,33.361605,-104.46983
New Mexico,Cibola County,34.93205,-108.00025
New Mexico,Colfax County,36.612963,-104.64012
New Mexico,Curry County,34.572984,-103.34605
New Mexico,De Baca County,34.351429,-104.40152
New Mexico,Dona Ana County,32.350912,-106.83218
New Mexico,Eddy County,32.457858,-104.30647
New Mexico,Grant County,32.732087,-108.3815
New Mexico,Guadalupe County,34.869782,-104.78496
New Mexico,Harding County,35.863152,-103.82993
New Mexico,Hidalgo County,31.899658,-108.74572
New Mexico,Lea County,32.795687,-103.41327
New Mexico,Lincoln County,33.740941,-105.44908
New Mexico,Los Alamos County,35.870047,-106.30796
New Mexico,Luna County,32.184482,-107.74663
New Mexico,McKinley County,35.573732,-108.2553
New Mexico,Mora County,35.982841,-104.92189
New Mexico,Otero County,32.588776,-105.78107
New Mexico,Quay County,35.107018,-103.54807
New Mexico,Rio Arriba County,36.509669,-106.69398
New Mexico,Roosevelt County,34.021457,-103.48272
New Mexico,Sandoval County,35.685073,-106.88261
New Mexico,San Juan County,36.511625,-108.32457
New Mexico,San Miguel County,35.476876,-104.80351
New Mexico,Santa Fe County,35.513722,-105.96644
New Mexico,Sierra County,33.119479,-107.18816
New Mexico,Socorro County,33.991614,-106.939
New Mexico,Taos County,36.576529,-105.63798
New Mexico,Torrance County,34.634644,-105.84683
New Mexico,Union County,36.488085,-103.47572
New Mexico,Valencia County,34.71684,-106.80658
New York,Albany County,42.588271,-73.97401
New York,Allegany County,42.247894,-78.02617
New York,Bronx County,40.848711,-73.85293
New York,Broome County,42.161977,-75.83029
New York,Cattaraugus County,42.244853,-78.681
New York,Cayuga County,43.008546,-76.57458
New York,Chautauqua County,42.304216,-79.40759
New York,Chemung County,42.155281,-76.74717
New York,Chenango County,42.489732,-75.6049
New York,Clinton County,44.75271,-73.70564
New York,Columbia County,42.247729,-73.6268
New York,Cortland County,42.593824,-76.07626
New York,Delaware County,42.193987,-74.96672
New York,Dutchess County,41.755009,-73.73995
New York,Erie County,42.752759,-78.77819
New York,Essex County,44.108971,-73.77757
New York,Franklin County,44.594374,-74.31067
New York,Fulton County,43.115609,-74.42367
New York,Genesee County,43.00091,-78.19277
New York,Greene County,42.286951,-74.14949
New York,Hamilton County,43.657879,-74.50245
New York,Herkimer County,43.461635,-74.89469
New York,Jefferson County,43.995371,-76.05352
New York,Kings County,40.635133,-73.95077
New York,Lewis County,43.786397,-75.44261
New York,Livingston County,42.727485,-77.76978
New York,Madison County,42.910026,-75.66357
New York,Monroe County,43.464475,-77.66465
New York,Montgomery County,42.900891,-74.43535
New York,Nassau County,40.729687,-73.58938
New York,New York County,40.776557,-73.97017
New York,Niagara County,43.456731,-78.79214
New York,Oneida County,43.242727,-75.43428
New York,Onondaga County,43.00653,-76.19611
New York,Ontario County,42.856695,-77.30327
New York,Orange County,41.40241,-74.30625
New York,Orleans County,43.502287,-78.22972
New York,Oswego County,43.461443,-76.20925
New York,Otsego County,42.629776,-75.02884
New York,Putnam County,41.427904,-73.74388
New York,Queens County,40.658557,-73.83792
New York,Rensselaer County,42.710421,-73.51384
New York,Richmond County,40.563855,-74.13706
New York,Rockland County,41.154785,-74.02477
New York,St. Lawrence County,44.488113,-75.07431
New York,Saratoga County,43.106135,-73.85538
New York,Schenectady County,42.817542,-74.04358
New York,Schoharie County,42.591294,-74.43817
New York,Schuyler County,42.419776,-76.9386
New York,Seneca County,42.782294,-76.82708
New York,Steuben County,42.266725,-77.38552
New York,Suffolk County,40.943554,-72.69221
New York,Sullivan County,41.720176,-74.76468
New York,Tioga County,42.178057,-76.29745
New York,Tompkins County,42.453281,-76.47371
