FromBus,ToBus,LineID,kV,metres
63123,63131,70166,138.0,9405.90886135
13564,23028,2362b,138.0,1956.0761008
51473,21317,31479,138.0,10042.4749861
61380,61383,53176e,115.0,338.235551149
46488,45881,71230b,60.0,85.9227690268
45605,45613,48700c,230.0,2570.42049765
24978,20910,4548f,230.0,9374.41703004
54376,54373,53771,115.0,491.660853682
24500,24483,25759,115.0,788.064490168
41560,41651,35012,115.0,10454.2541766
39774,62336,16165a,161.0,114.441369459
20839,20837,11697b,69.0,952.266132948
35093,35095,19672a,115.0,12748.9312729
62862,62878,69630a,138.0,8728.806499
61668,61674,52781,115.0,7106.876801
55193,54853,68997b,345.0,61088.8497441
63073,63260,69368,138.0,15156.3932774
38931,38899,46290b,230.0,177.613870634
47537,49837,63599d,230.0,404.919015354
17504,27753,11469c,138.0,10.5370293755
29636,29637,6795,100.0,4572.55770914
49346,49470,63103b,69.0,195.535333857
58325,58328,59921,115.0,1369.98687734
16660,44750,39806a,138.0,1062.97661236
63363,63507,70319,138.0,250.896198315
16390,16430,31703i,138.0,142.557147837
18390,18389,45a,115.0,10.0380458259
32303,32467,4012b,138.0,3965.53761948
15823,17359,16117a,69.0,45.7069783034
55197,55199,68271b,138.0,259.103345183
31806,9771,25624d,500.0,30772.7314122
26926,26925,18431a,115.0,467.778331323
48517,49608,65111,115.0,4437.93996206
52952,52953,37189c,115.0,149.157044652
9403,30865,31310,138.0,37.1117093093
52649,38067,36139a,138.0,13315.6374706
17519,17520,43474a,138.0,49.9906947321
43022,43058,46621b,138.0,44.6842027203
32900,32901,39480a,230.0,1585.24468929
54681,54682,56733a,115.0,13104.7913222
22265,22264,36035c,230.0,589.119103985
51127,51110,39833a,138.0,119.774279436
63006,63007,70087b,138.0,1073.76744175
12401,12400,18467,69.0,12827.9315226
35471,40797,7522b,69.0,5929.28510424
39691,39672,38928a,230.0,1442.96495241
38782,38781,40156a,500.0,4037.64454242
50528,16550,33502,115.0,9237.63047195
38917,38890,11190h,230.0,2816.86145059
38280,38237,48432,138.0,3777.53901214
50325,50326,19518a,115.0,0.0
22926,22928,7088b,69.0,221.30567063
51445,37890,26330c,500.0,246.452449667
18319,18320,22210c,115.0,15.778998232
22864,12743,3298a,69.0,5401.22548688
26789,11524,17909,500.0,30693.8268527
55618,55617,68490,138.0,2625.59396386
49403,46461,64871d,230.0,104.383555469
10735,27729,1143a,115.0,2596.62080318
60967,60968,61550,69.0,84.9544851486
43999,44000,33083a,345.0,37.0359275414
39372,39349,27859b,230.0,63.6867367569
55308,55309,68336a,138.0,913.449826297
33284,28734,19481a,345.0,1615.35003433
49677,49016,63192,115.0,8052.81802459
29940,18035,46412e,115.0,879.450874114
33583,33599,24166,230.0,2067.7207228
42508,42509,29014d,100.0,48.0438750629
48015,46706,64074b,230.0,53578.0145447
39260,39223,5816b,115.0,7038.22686473
16148,50996,21723,115.0,3276.89944718
56199,56198,65643a,138.0,191.309185287
42608,23629,41426,115.0,1460.90430599
12212,12213,32833c,230.0,222.249799951
48525,47153,72099,60.0,422.990168803
18770,11468,21747b,230.0,75.7798392667
22917,22916,43864b,69.0,68.4165845796
20175,20157,27022a,69.0,1752.9848928
62948,63344,70095b,138.0,1418.54201068
53295,16480,25959a,138.0,1435.65530081
54368,54371,53785a,115.0,803.608924386
42000,41957,24908a,500.0,560.489552612
44516,62589,42225b,138.0,41305.647188
47465,62714,63375c,115.0,60.7474447066
10810,10837,44044f,138.0,2564.07697032
49646,48067,64767e,115.0,3193.7459371
62564,62565,44274e,161.0,11.6451714609
62064,33898,46106a,161.0,107.599473027
21650,21074,24691b,115.0,3174.84429848
10926,10927,51098b,345.0,234.813421841
43697,62215,36856,138.0,11059.5783343
51525,51568,22454,115.0,194.941469019
33827,29110,6627,115.0,206.653599874
52321,52358,25926b,100.0,5450.93171564
15643,15845,49652,115.0,35085.6309789
14282,14281,10286b,230.0,111.645105076
52161,52162,46032,100.0,323.649020084
39530,16935,23849c,138.0,7856.806936
55580,55129,68051d,345.0,42635.1569838
46873,56058,63760c,230.0,9652.53661317
18041,18042,6802j,115.0,2686.14767507
53106,53129,451,138.0,14126.4379949
26410,26420,25157c,115.0,70.7208400367
59725,59739,60506,115.0,4529.91161798
26261,26264,28157,115.0,653.574527214
22368,22369,27924a,138.0,657.324448596
55877,55880,72503c,230.0,278.069684143
17220,17218,35789c,115.0,282.049129308
43551,34156,50047,138.0,111.724631914
36802,36803,25784c,100.0,84.6945939763
55524,55339,68712b,138.0,130.482221205
16865,44257,24124b,138.0,3483.89315272
17473,27746,39369a,345.0,660.707849411
16600,16595,20872b,138.0,1190.27839564
55249,55278,68388,138.0,5450.83161608
38123,38127,6104b,115.0,7523.32372922
58599,58600,52346c,230.0,110.533820203
42526,40147,21499,161.0,144.527979195
63625,63263,69829b,345.0,146.593809367
51280,51234,19158a,115.0,34.9210091181
41987,41993,47973,115.0,7551.10354076
19575,27107,21759b,230.0,19.5739028113
46730,55914,64615a,230.0,14208.593661
31840,31839,9176,115.0,3345.10423619
52048,52055,16107,230.0,6389.33675632
54251,54252,53910d,230.0,110.026770434
21074,21125,4937c,115.0,7719.27506771
28690,28689,7400c,115.0,52.4655308004
45720,45725,35255d,138.0,6223.03432856
18218,38164,38177d,69.0,124.093674564
46345,47990,73207,60.0,1855.81025572
63352,63587,69977c,138.0,1704.78435055
49651,45954,64757,230.0,5252.46842665
21170,29958,30702b,115.0,1791.97352563
50782,19473,48584,230.0,38911.7061324
26201,26210,6100b,69.0,94.8213694587
46939,49676,65375a,60.0,4008.734403
42468,61820,45165d,161.0,924.818109529
42112,29311,13282a,115.0,306.312660881
34956,34943,33595c,100.0,1800.37234311
54348,54345,53672b,230.0,190.389209978
13793,13794,20518c,230.0,11915.012561
23945,23964,3345b,115.0,4087.72185305
20380,20337,46280i,115.0,514.473615181
59490,59431,55172a,46.0,26755.6372939
62922,62921,70138a,345.0,0.0
18039,21213,47610a,138.0,94.8324984072
11747,11749,15253b,138.0,1095.32667832
55512,55513,68406b,138.0,11910.8379952
36275,61926,16000c,138.0,384.818610058
15571,15572,11013c,230.0,215.504143616
39695,45568,43030b,115.0,6063.10308168
37729,18235,13641,69.0,117.860466765
11416,11417,47606b,138.0,30.9617003982
36115,36114,33496c,345.0,18.0705500187
26725,26724,37034b,115.0,8.99044164187
37890,39665,16237a,115.0,618.490517203
59726,59719,60499,69.0,4786.30171552
29939,29940,2856b,230.0,825.062698405
21895,21896,30883e,138.0,134.628602088
14017,14030,27304b,115.0,782.889142127
59292,59293,58775,34.5,197.709438315
64537,64598,57550a,115.0,18291.1298786
37446,37447,27045c,161.0,57999.3563546
62772,62986,70120a,138.0,12291.417155
47792,47152,74142a,66.0,3097.84635256
64932,64965,54029b,69.0,5513.65557635
63767,63804,52520,115.0,2517.42034735
55914,55915,73368,115.0,160.061948447
19892,19891,13032a,100.0,23.6607845823
9241,34951,33281a,161.0,59.1188663001
63538,63539,70268a,138.0,5.89586080409
56310,56308,65750,138.0,22225.7371729
29266,29753,2372b,69.0,6254.69307786
31465,52830,19104a,115.0,22.6852327167
20823,20824,7870f,69.0,5.7700143614
11024,11016,47122a,138.0,27508.194392
52856,52938,8661b,161.0,219.735970234
22344,22359,29981a,500.0,1340.37145142
21101,21102,33411b,161.0,5066.62220264
17238,17239,43638b,345.0,24.4881436597
18520,18521,25324b,115.0,11.6312558821
39376,39358,6155d,115.0,73.1733214905
12231,12228,36375,230.0,3326.57533336
32835,51362,9349d,138.0,141.938517873
50392,50398,26524,230.0,23030.500994
29965,29967,34053b,115.0,188.649282628
52952,52953,27803d,138.0,149.157044652
30665,30697,43511d,138.0,20774.4226471
43464,43446,2690,161.0,1636.24201692
45659,18998,20057c,115.0,11736.2647858
45192,19123,43220a,115.0,48012.8293389
39207,39174,38038a,230.0,102.805349721
56820,56821,66646d,138.0,72.5169633831
48080,48981,65224,69.0,2153.516943
16487,42623,31933a,230.0,5957.01835982
54125,54087,62774a,69.0,5657.46333496
29912,21285,13249,500.0,5344.95212117
16658,16660,28883,345.0,234.825126604
33243,19167,27075b,115.0,392.971418386
64089,64092,55685b,46.0,157.823474967
43718,41370,40451b,138.0,73.4174050537
52328,51100,45675,69.0,7352.97828631
34348,62298,7014c,230.0,239.759633678
39503,39518,40051a,115.0,4026.4524289
40761,40763,35191b,100.0,2686.76995283
39730,44263,26975b,230.0,89.5645781413
62129,62138,11958b,138.0,16079.8508464
19906,35220,22281a,138.0,88.2548118971
28979,31651,20891,115.0,5693.56692484
10911,10910,32151a,115.0,85.3467594697
35990,44854,44466a,100.0,3859.30428594
11408,11409,8574b,115.0,16.4749463927
17512,10784,5809b,138.0,4447.34497011
57072,57237,67805b,138.0,22.1349982085
52939,38373,47372,138.0,1128.82542075
35782,35771,43128b,161.0,17905.9929483
57032,57031,67818,69.0,172.197417433
16788,16825,29380f,138.0,2997.29118922
61774,32113,1054b,69.0,27015.7361261
43110,43111,36048a,138.0,3989.1066844
60857,60858,56714,115.0,2303.91308239
36010,51848,15663a,115.0,306.305599474
40077,40076,22763b,161.0,282.790938911
16479,16480,39701d,138.0,15.6956454088
33018,51401,31484b,115.0,1572.7015473
32071,62567,39429,161.0,2783.09155663
44768,34329,12940,138.0,13855.5101517
12855,14799,23593b,230.0,5580.79618859
19387,43992,3796b,115.0,8665.65202945
17275,17277,2773d,138.0,219.70817894
60986,60985,53203a,115.0,103.287090297
58092,58082,55761,46.0,10495.2539118
28601,28653,26141b,115.0,4290.46615941
51989,24027,13413,161.0,5216.20562383
59632,54040,52232c,345.0,67425.543226
11244,11273,10915b,115.0,85.7088925397
52328,50434,41139b,115.0,7346.40416992
19177,33023,5682a,230.0,48.8098607454
31148,16681,22649b,69.0,1558.0354443
18272,20874,26843c,115.0,54.7904019596
53362,45663,2243,100.0,1631.57003664
24042,24069,26629b,115.0,67.3607984638
21074,17790,32471f,115.0,5266.3065326
45973,48208,63581a,161.0,7479.09984086
61953,61966,42290a,161.0,6175.80022345
58419,58418,62267,69.0,93.4330599137
56546,56195,65771b,138.0,3465.1136918
62577,36546,365a,100.0,163.800279878
32288,42276,1864b,138.0,270.842608647
31810,31811,11326b,230.0,14.4868392652
11762,11761,21001c,230.0,31.0015150976
52777,14218,37492c,500.0,283.404745623
43879,43880,26826,115.0,5959.54754359
29107,29109,24950b,230.0,1546.11910109
44376,44378,23667b,161.0,10302.365314
26727,26741,15269d,230.0,769.108928772
21370,30308,49477c,230.0,1713.99854111
19057,34445,21209a,138.0,7429.48717838
55244,55243,68865,138.0,2761.44476481
16521,36394,19124a,115.0,2266.65470159
17554,17555,33759a,115.0,40.9486900805
20363,20364,37597c,345.0,141.600814302
13025,13034,39059b,230.0,7414.06737691
32709,9401,46503a,230.0,86.3723392741
37516,18877,36129a,138.0,40.0500134525
52108,14618,43112,115.0,2253.43294853
49430,55940,74319,66.0,2075.37098849
44555,53788,31926,115.0,1777.63654907
51103,52392,18797a,138.0,3813.29871044
19911,19912,9080a,138.0,28.9841056351
63235,63239,70092l,345.0,4283.80674162
62425,32004,2963,69.0,4608.14638924
31489,36747,10053a,230.0,71457.9778933
42833,42832,3745,138.0,249.331147608
61296,61299,59823b,115.0,2241.17211011
48422,48746,73005b,115.0,2696.66196498
48344,46684,63889,69.0,2455.24184298
20369,20370,16111d,115.0,22.6569453783
15208,15207,39297a,161.0,132.064806667
34031,34032,28139b,230.0,3484.79059425
44227,44193,29706a,100.0,11715.8090183
28541,28581,38683a,115.0,7923.94472669
25512,25513,34355,161.0,70.0873911258
17342,21948,13923e,100.0,37.8812075369
54710,54674,52210b,345.0,22001.7061321
50277,50278,44271c,100.0,143.890419355
62947,63593,70257b,138.0,1924.1959767
42834,42783,11390,138.0,6774.5352369
23818,35821,48631b,100.0,32.0332178026
47568,45968,63959,115.0,8974.15439191
57004,57265,66599,115.0,1446.36635179
39944,43141,39800a,161.0,329.27131875
16801,21589,46819b,69.0,411.830144397
39450,31599,21601,115.0,2091.50506837
52066,14418,37827b,345.0,387.334031554
54527,54528,52216c,345.0,63.9907537352
34036,33989,27183,69.0,15549.1059207
51448,33184,48983a,69.0,39482.416778
17788,21098,9963d,115.0,56.2321907976
62903,63579,69166d,345.0,255.140340585
33470,33471,14388b,138.0,51.9962200199
20540,32484,47277b,69.0,5532.84322734
35087,35086,8181a,115.0,18610.3567053
59919,59917,61256,115.0,583.370093742
40319,53664,38273a,115.0,89.333144249
26868,26867,36580,345.0,1216.08729849
38671,38670,28436a,115.0,141.536740702
46745,55918,64442b,345.0,166185.975737
14579,13959,38477a,230.0,7627.5301703
59629,59630,55286e,138.0,6.67378999328
19997,20009,4609,69.0,4581.28569457
48109,47144,63383a,230.0,33427.9829932
28859,18835,17081,345.0,2753.68354823
42472,42473,23410a,500.0,179.715358783
63292,63280,69514,138.0,17678.3757908
11604,11603,50090c,69.0,3181.82530979
10186,10187,2188,69.0,20074.1596157
53735,53736,12102c,115.0,178.120376485
19898,19897,6628c,138.0,13.9195718201
59412,59413,55964,115.0,73.9135196684
20215,12903,5974b,115.0,42.8194858907
33850,33794,687a,115.0,5372.38402883
49325,47666,63084d,230.0,4336.05404593
22757,25986,50065b,138.0,57846.4110003
62909,62869,69179,138.0,23748.4985619
57969,57939,52797,115.0,9833.9764151
10793,17566,16705a,138.0,11425.437283
17941,17940,23636a,115.0,7.09766001633
49511,48721,71646,69.0,9290.58830018
23076,28225,46737b,69.0,1260.19932028
12129,15456,36644,115.0,65613.4943608
26990,27706,45460c,138.0,600.70506185
64399,64401,55439,138.0,16.3772384339
62164,27070,25319a,115.0,135.081762888
63485,63486,69892d,69.0,10.195045799
23065,23067,8344b,69.0,954.522145831
14316,52770,8986e,230.0,2698.45898178
38761,38773,18133b,161.0,293.713684545
50702,50701,1596,115.0,10686.3489377
39254,39236,35132b,115.0,9885.34860603
55317,55319,68342,138.0,2896.12782858
55880,55876,65039f,230.0,305.692006727
50224,50070,43835c,230.0,19648.6035751
20483,20481,6737a,69.0,25519.7993702
14566,34249,30553a,69.0,13.1663241984
13310,17946,46841b,115.0,48.1697026493
39420,53042,32503,69.0,6750.24372474
32891,9636,30019e,138.0,4003.7008709
43205,43204,29404a,69.0,18783.414631
45188,19360,8730,115.0,4460.44203356
59642,59641,56138b,69.0,199.192401557
56333,56331,69156b,138.0,17267.3071756
41218,41349,1636,69.0,33316.0118307
50250,50249,27083a,230.0,312.471776068
62902,62903,69399a,138.0,267.581570239
9654,27916,27116d,115.0,151.938800299
9705,9731,29701,115.0,1797.15686316
30625,30628,6857a,138.0,155.061168274
49677,48744,63423a,115.0,2482.13549339
45416,40152,8533b,500.0,441.28286611
37104,37105,16034a,161.0,7999.21622476
36330,36331,7398a,115.0,88.6230003705
37168,37180,6341b,138.0,85.991265951
52777,14218,24366b,115.0,283.404745623
9285,38300,7516b,69.0,566.49173692
37123,37141,2454a,115.0,4194.88533634
56603,57147,67531b,69.0,259.684170617
64924,64925,52939c,230.0,128.81453408
16534,53154,48805,69.0,606.415179588
60192,60190,54221b,230.0,18.2432826861
13932,34821,19233d,115.0,44.6457274118
63494,63504,69786j,138.0,2741.81921892
18120,29483,9908,500.0,107.583903569
17263,21906,46807a,138.0,360.48177809
57131,56740,67911b,69.0,52.278021618
48660,46201,52723b,69.0,14998.1398177
56119,56120,65728b,138.0,704.641668834
42883,42908,43893,161.0,10549.0984705
57027,57018,67629,115.0,15196.3730764
58809,58742,52877r,115.0,4344.201013
56108,56107,70478,69.0,223.424925396
19546,19534,24666c,138.0,12799.8411141
37777,9319,40177c,69.0,9545.39455004
17804,17815,430,138.0,5141.88046499
43580,43578,28178b,230.0,187.323389182
38248,35325,2467,100.0,15424.933043
55676,55677,68716c,138.0,257.675639741
48228,49373,63028a,69.0,4297.66190986
62049,23887,41156e,138.0,88.9694553999
58544,58809,52877q,115.0,21969.8631602
63134,63571,69595b,69.0,151.221946224
43867,30816,9473b,161.0,19984.3811573
44541,44539,3383,115.0,3209.02872073
10410,10411,33088b,115.0,3657.98361285
33493,33486,38167b,230.0,7618.92458352
22130,22128,28668,345.0,4275.65446562
61542,61543,57633a,138.0,410.773046148
16759,16956,15322a,100.0,7696.5246627
58982,58980,59016,115.0,289.197566396
60129,60127,57492c,230.0,1788.35759958
22329,18600,12774c,500.0,74169.0590986
55541,55581,68236c,69.0,57.786772417
28386,9488,44170,115.0,100.065897416
20068,15827,5060,69.0,2216.47163066
54061,54063,52226e,345.0,222.285710155
50098,50128,4053a,230.0,352.991681642
40263,40261,41033b,161.0,4179.99607671
24362,24363,29402d,161.0,15500.1234994
10903,26290,41424,161.0,11242.749349
47060,49466,65027a,230.0,1382.16938977
26977,17700,18962,345.0,41.5030152011
12502,17912,22855i,345.0,791.443548334
20758,28023,44724c,138.0,255.503744761
26950,61844,33878b,115.0,59.0324637047
48093,47220,63859,230.0,20804.6494855
36428,19774,1196,69.0,1722.36346406
23731,23732,36759,69.0,13.5096900437
44750,44772,39806b,138.0,1529.98853209
44114,44115,23897c,161.0,189.199109288
50813,50814,31011b,500.0,185.756129429
56927,57227,68974d,345.0,12201.356551
20752,9692,16910c,138.0,5001.96633784
28620,28619,25384b,115.0,18091.3744148
23728,50813,8047a,115.0,1716.12492825
52528,19248,11706b,115.0,28598.2188157
51621,51622,30084c,115.0,225.089916159
33039,33722,37692c,161.0,9698.74557539
47354,56064,64308e,230.0,6017.68070869
27835,27874,31845b,120.0,441.536499083
28734,33284,42309b,115.0,1615.35003433
63350,63475,69688c,69.0,450.936435077
31638,31641,29977a,115.0,1765.17698367
30606,50673,1420,115.0,20.3610000687
11055,11047,46015d,115.0,339.454732613
27470,16847,24308a,69.0,63.9517321992
12477,23037,33617b,138.0,3804.22928115
41657,14532,34318d,115.0,16826.1104803
31866,31858,16568b,115.0,89.2270875516
13954,51991,15922a,115.0,182.228506589
22300,54822,56637b,138.0,18899.7532515
42615,42601,30558,115.0,1380.60684048
59221,59217,52272e,230.0,3231.95609654
49835,46552,63453,230.0,11869.0946549
56916,56929,67760a,138.0,12921.8828918
56934,56933,67807b,69.0,146.145933733
60985,60986,53206b,115.0,103.287090297
45946,45859,71277,115.0,20054.6786063
33021,33022,36415a,500.0,5233.50711494
18036,18037,15213a,69.0,22.1886488566
51770,45018,882,161.0,17695.9440076
12801,30455,15625,69.0,10420.8315966
50449,50472,17341b,115.0,5934.52743838
49488,46713,70743,69.0,3288.09464784
37815,9267,23378a,34.5,55.7832464886
10103,10114,36436a,138.0,736.133922541
55807,55801,69017,138.0,5531.4994229
30953,31624,37586c,100.0,125.565794727
20814,20815,34583c,138.0,0.0
59454,59458,57238a,138.0,123.576131218
17970,17971,46897d,115.0,17.6101837461
38026,38034,14864a,115.0,1463.27610226
17558,17559,33046a,115.0,32.6499502528
18953,51703,34831b,230.0,80.1146760233
15548,17858,3199b,69.0,68.3203266747
15510,20820,26801b,138.0,1041.24801683
57916,57922,62476a,115.0,5438.74476394
61628,61629,53033b,115.0,75.764353154
65057,65013,57642b,115.0,3475.27379375
52159,52175,11383b,100.0,183.470361535
41999,42001,23007,230.0,146.838021832
49555,62691,73697a,66.0,10138.1246351
46423,47876,52691a,46.0,13316.0209147
17506,27754,34525,345.0,4168.94594209
55770,55814,69012b,138.0,3081.76902271
18451,18452,24719a,115.0,12.9434620424
63657,63647,70378d,138.0,12177.0230805
48968,46391,64621,69.0,2880.44063425
49125,47186,64619e,115.0,2973.84903201
24173,24185,8144b,115.0,20.3776348997
12710,12708,3754,115.0,19918.1345092
44058,23564,24617b,230.0,6364.20976944
49539,48237,63280d,115.0,3231.18422858
46406,46827,64767c,115.0,1026.30797514
27264,17719,46554d,138.0,126.980820756
54026,54027,55117a,138.0,108.224761221
36127,36085,33655a,161.0,70.8588111418
18485,18483,40307a,115.0,5102.57170657
25091,25092,23770c,345.0,127.929751832
18045,21219,3265c,115.0,47.2013064176
28374,28375,2046a,230.0,210.196985526
18328,18327,32007a,115.0,1380.5726089
30239,30240,29271f,161.0,292.619539594
36461,42498,48009b,138.0,147.770294235
57911,57895,59853,115.0,2814.55213126
27407,27404,10062,138.0,8580.26937963
47654,47437,74148a,66.0,3246.10839853
55714,55713,68753a,138.0,15.3172721168
37166,37165,50138a,138.0,24255.9467348
55968,62718,64924a,230.0,73370.739944
56798,56799,67494b,115.0,15042.9678037
48567,49550,63632,230.0,10761.7049879
35650,35673,1333b,138.0,1766.34598378
37229,39972,1091b,115.0,220.852634438
16835,16813,7095g,69.0,2397.74779264
47347,48967,72772,33.0,16401.2558681
49055,47066,63718,115.0,17306.3970352
36448,33882,41661d,138.0,21147.7276125
24115,23786,29421b,230.0,131.888306018
20673,28125,48572d,138.0,117.903653876
31705,35898,37264a,138.0,609.863281285
61530,61531,53029,115.0,16.1490403723
44228,27022,32265a,345.0,7764.98195202
18513,18512,20698a,69.0,20.6423656563
18810,21145,23219d,115.0,533.439200962
21905,21906,16837a,138.0,3170.89627385
54899,54900,66989a,115.0,204.921831739
24674,24673,14082a,138.0,153.309961693
59193,59188,57251,115.0,14290.7421633
42084,28639,35201b,100.0,3947.14069849
52357,53601,9474c,100.0,25515.415517
17868,17869,21056b,115.0,6.72967544853
31963,32950,23224c,115.0,5985.08610933
13029,13030,1309a,230.0,208.625778772
56261,56328,65884,138.0,3906.05327924
11767,11768,25392b,115.0,131.901406679
48317,46733,64342c,115.0,277.272659173
53787,41275,23036,161.0,7316.12412064
25624,25623,34668,230.0,361.904231258
59242,59314,52271e,345.0,22103.341818
31812,31814,34095f,138.0,109.805745296
64006,64010,57668c,230.0,1612.82556077
22561,22546,51256,115.0,5613.07880929
22099,13182,41514g,345.0,32059.8088947
47543,47677,74223,66.0,272.025165251
31356,31355,29262a,115.0,2394.90879288
16589,16590,40611c,161.0,10.9266138158
24614,24233,50067,69.0,4124.06351967
53693,41369,41051,138.0,26672.5050576
47247,48851,65308b,115.0,24125.6797179
64879,64936,57541d,230.0,9035.81842408
18617,18621,21887h,100.0,19.2738173895
40255,27519,15319b,100.0,63858.4845939
54250,54251,53909b,115.0,222.45164401
53817,44412,2489a,69.0,1605.08433558
34656,19048,18534,115.0,55.152567676
52508,52645,18714,230.0,12505.7687454
24686,37416,5728,115.0,12993.389847
65150,65154,52134e,500.0,509.498130291
12310,12311,37930a,345.0,209.822694113
15637,15638,22317b,161.0,26745.9269328
22518,22575,10195b,115.0,862.980628096
26514,26486,24020d,345.0,106.35058991
10231,10225,50489a,115.0,12215.7707977
62677,62684,64186b,230.0,3669.17427911
61541,61572,57629,138.0,3833.24519627
63792,63794,59717c,115.0,94.9653376108
52925,35152,9748c,161.0,9565.39971861
62474,16907,2868c,345.0,79.1362457198
26346,26430,16554b,115.0,85.7293406302
62882,62883,69633a,69.0,3176.58341384
34705,34706,21256a,115.0,138.325721614
59589,59596,56174c,69.0,4302.1327529
18054,18061,22803b,115.0,177.11292696
55811,55812,69038d,138.0,3201.2805574
21900,17238,31080c,115.0,101.655689314
50012,50013,41406b,69.0,54.9792109344
62793,62794,69197,345.0,3465.62692046
27347,17711,4023b,138.0,142.010299948
46283,49794,63902d,230.0,10209.7977502
55103,54946,66974c,345.0,4727.35700173
25611,25607,2747c,69.0,360.167369447
12288,8993,1348,138.0,1319.46512573
21138,18075,5327a,115.0,77.3910688117
22086,22084,27440b,138.0,165.941880724
22389,22381,49492b,115.0,2649.93334512
12593,12604,48163d,115.0,3675.98048706
61624,61552,56411,69.0,32743.8533283
40255,40681,18447b,138.0,4630.07552558
47278,49404,73857b,66.0,11897.9324574
64818,64819,58238a,230.0,128.22227274
61929,61930,4394h,161.0,191.618955595
23591,45523,16359a,230.0,1762.67373244
18274,18128,45532b,115.0,32219.4567235
27897,32904,29692e,115.0,1745.93814697
55344,55313,68329b,138.0,2854.1519013
62552,62551,31083c,69.0,21046.48729
58557,58567,55772b,138.0,17782.75128
55024,55093,66975,69.0,25.8689088911
20372,20376,31498i,115.0,2086.12846364
9007,9009,42875b,138.0,27049.6550313
34159,34158,19833,500.0,11821.4080927
50066,50067,31930b,161.0,3796.06289148
34730,51595,32892e,69.0,636.390047562
44931,51511,44368,115.0,2053.28401961
49473,49723,63769a,115.0,194.652208152
50919,42145,39475b,230.0,23460.6392196
22260,22277,30561a,69.0,247.65085966
59325,59336,55946,115.0,5215.66493914
11728,11718,44423a,115.0,75.4545096884
11808,11802,26653b,115.0,9117.85331052
50532,50528,33953,115.0,58679.8346258
52910,52912,14340b,345.0,184.938400623
35661,35711,27445a,138.0,13958.6776249
9403,44131,19778b,138.0,3689.71583875
10967,11034,15356,138.0,76.5457350107
25741,21298,46088c,115.0,14123.8681066
32578,32573,313,345.0,8203.55768055
39133,39152,15828d,230.0,121.650470948
56836,56837,67871a,138.0,9279.33910532
65236,65240,52134a,500.0,255.987056777
27064,62189,29242,69.0,61.0081807211
9007,9006,21608b,230.0,6176.1352125
39789,39788,45014,115.0,1483.7886623
62497,16754,11500b,138.0,365.283505933
25923,10121,44337b,345.0,40891.4690803
30277,20396,10539f,230.0,8583.3518868
24684,38109,35445a,138.0,8338.62182981
56526,56527,67088a,138.0,2991.83059506
13282,13262,1969c,230.0,2733.67513682
47642,55916,63287b,230.0,812.580784056
49406,46340,63131a,115.0,28.0961343201
18349,18350,28989c,115.0,7099.10701554
9818,28201,21971b,345.0,10045.0162176
51039,31363,12234f,500.0,19049.2528794
28333,28334,8281b,138.0,11.2526791453
63996,64015,62178a,115.0,2225.50763061
61944,61945,29798c,230.0,55.9938958567
64396,64403,55440a,138.0,13484.0959581
34012,34010,41006c,69.0,103.315020842
53296,42697,48965d,138.0,28447.8661592
63532,63552,69366c,138.0,8441.02294587
51944,51945,24649b,115.0,112.334378166
42129,34515,16517,230.0,2383.17794324
55914,48950,64615b,230.0,8421.31007563
44045,53342,12792c,230.0,10316.9577712
62248,62250,32643a,115.0,6084.64904387
9396,9397,33582a,69.0,24.1539633122
54064,54092,53859c,115.0,4145.18735324
27312,27340,17951e,138.0,2456.2496475
12292,12319,15906a,230.0,54631.7575734
49406,46340,65227a,115.0,28.0961343201
54412,54415,58183h,46.0,732.949438882
46730,55914,62820a,230.0,14208.593661
53466,50952,2622,161.0,17870.0832483
61637,61638,55569b,115.0,11.1910895397
48071,55998,64541,230.0,2262.50040399
27575,9463,13055b,69.0,7585.76692244
30078,21238,17290d,138.0,2890.49254682
50579,36007,22492,100.0,4072.97636462
16498,39496,51917c,345.0,738.319590726
36677,53183,42662d,230.0,114.713952007
36012,42427,31424,115.0,6756.2874344
52508,52450,8041,138.0,6898.1268028
17960,17959,30719a,138.0,17.7566386828
21471,21470,18234c,115.0,9398.12496607
11551,18370,30858,115.0,4214.65008863
28650,28605,33309c,138.0,82.4298255631
19045,19219,5042d,230.0,71361.4078894
61935,61937,9008i,161.0,34.669670177
18841,21013,11561b,69.0,211.646412933
16841,16843,8397f,69.0,16.3900386259
28473,36173,31781,345.0,20404.1706442
46690,48220,70565,60.0,6708.68459676
11890,25093,5789,161.0,20579.0317615
43476,44620,38114,115.0,5240.62359474
41542,41541,13702,138.0,212.376647212
10834,17586,26638b,138.0,204.885773551
26421,26341,18627a,115.0,7477.96699025
11243,11277,39243,115.0,1668.51756568
55211,55227,68880,138.0,3396.66194937
37869,44354,7065b,115.0,11907.6317136
60928,60901,52096d,500.0,11053.0926909
55320,55722,68845b,138.0,284.57895471
32616,51498,44499,138.0,41544.7048194
13672,17704,42174f,69.0,3044.7847687
28938,28940,49066b,115.0,164.700891379
57219,56848,67557b,69.0,813.143927923
44426,44429,15123,100.0,2439.96722125
57144,57145,67746c,138.0,27.5611387593
26929,61868,47544d,138.0,3919.80648221
53820,39756,16469b,161.0,13049.062177
29868,21340,49478q,230.0,3943.97319408
63536,63538,70028d,138.0,3138.78311676
55986,55984,64629,60.0,337.405090734
