FromBus,ToBus,TxID,kV_fbus,kV_tbus
33528,33482,24938a,115.0,115.0
14281,14282,38711a,230.0,230.0
20412,20419,43199,69.0,115.0
28262,28260,26068b,69.0,69.0
19838,61859,46332b,138.0,138.0
51716,51710,9627,115.0,115.0
43603,14167,7489b,230.0,230.0
26701,26702,4479a,69.0,69.0
54617,54619,58112a,69.0,46.0
9986,10000,12584c,69.0,69.0
52931,37608,50536c,69.0,161.0
216,26351,74736,4.16,115.0
54381,54382,59414d,46.0,0.0
43751,41305,30352,500.0,115.0
23790,23775,40249a,138.0,115.0
45333,45334,48982b,230.0,230.0
53742,53789,23912,69.0,69.0
763,15984,75194,6.9,115.0
21930,18220,42733,0.0,0.0
27346,27361,47196a,230.0,345.0
34475,16484,19182b,115.0,115.0
1829,18454,76153a,6.9,69.0
1115,21555,75491,13.8,115.0
44718,44719,47880,138.0,0.0
18148,40714,19315b,115.0,115.0
781,28291,75211,22.0,230.0
59669,59670,59525b,69.0,0.0
38143,19289,51175b,115.0,69.0
50319,50977,9858b,100.0,138.0
17791,21118,10039,69.0,100.0
18049,18050,10523e,115.0,115.0
17451,15032,17774b,138.0,161.0
44424,37884,40605,0.0,230.0
10876,10871,35782a,138.0,230.0
51378,33077,15857,161.0,115.0
27390,32185,14131g,345.0,138.0
25914,25908,43794b,115.0,161.0
13539,20602,47518,69.0,69.0
60268,60269,59214a,230.0,230.0
8467,34916,81913,4.16,161.0
59176,59170,56062,69.0,69.0
23901,23902,29232a,115.0,115.0
18,19792,74571,6.9,115.0
17863,17862,265a,115.0,230.0
5371,46761,79283,0.69,138.0
54734,54731,59338,345.0,69.0
34005,19508,26604a,69.0,138.0
52942,52953,5070c,500.0,138.0
53105,16966,7633c,0.0,115.0
5817,62764,79673,22.0,138.0
35698,38660,33061,69.0,69.0
30436,30447,1280b,138.0,115.0
32855,32856,49320a,138.0,138.0
57860,57884,55624,115.0,138.0
35875,50583,10569,69.0,100.0
39121,39122,3876a,0.0,0.0
54532,54537,58161e,46.0,0.0
26759,18761,51089d,138.0,138.0
25776,25803,24795b,0.0,69.0
38245,38248,4620,69.0,100.0
51664,51665,45565c,230.0,138.0
1185,14696,75559,6.9,500.0
61227,61228,56564f,115.0,115.0
37600,52854,35655b,161.0,161.0
39662,19044,37050,115.0,115.0
51521,51541,24679e,100.0,100.0
32283,42291,34621a,115.0,138.0
41835,43717,31794,115.0,115.0
13285,13255,18811,69.0,69.0
20912,25525,35677d,230.0,230.0
27961,27958,48272b,230.0,138.0
42735,42670,30802b,69.0,345.0
64840,64771,58244b,115.0,115.0
11076,11090,6909d,115.0,115.0
10452,10464,7573,115.0,115.0
9843,28295,37628e,100.0,500.0
54466,54441,58134c,46.0,46.0
29087,33366,41149a,100.0,100.0
34713,34714,31682b,115.0,138.0
13589,13588,19126b,138.0,138.0
42297,42296,26621a,230.0,115.0
43468,44613,29927a,500.0,500.0
30386,30379,45618c,115.0,345.0
42276,42291,46059a,115.0,138.0
16832,16833,30659g,138.0,230.0
3556,47641,77660,6.9,70.0
64959,64960,60018a,69.0,0.0
7405,13590,81049c,13.8,138.0
10464,25857,3429b,115.0,0.0
31832,9614,34780c,115.0,230.0
52643,52642,38961a,115.0,115.0
20923,25519,23170b,69.0,0.0
7010,15863,80687,6.9,115.0
52649,38067,838a,230.0,230.0
20584,20583,7674a,230.0,230.0
16005,16008,15903,115.0,38.0
50984,50985,10755a,115.0,115.0
65267,65269,58052d,110.0,110.0
34118,52316,3757b,0.0,0.0
11473,11470,38717c,69.0,69.0
29257,29201,23791,230.0,230.0
14081,14082,36721c,69.0,161.0
32387,32401,4208a,115.0,138.0
51057,31352,33657c,69.0,161.0
13184,17348,9339c,115.0,138.0
18562,18535,12013c,69.0,69.0
61932,61933,37103e,161.0,161.0
27692,27014,45689b,69.0,138.0
7819,26110,81402,0.69,115.0
34478,52455,8229b,100.0,100.0
50396,34777,2812j,230.0,230.0
11453,11467,4175,69.0,69.0
53679,53697,26614b,161.0,161.0
50043,50063,44609c,115.0,0.0
17465,17464,20750a,115.0,138.0
28976,14597,40793,345.0,69.0
26700,26697,45440b,115.0,69.0
59479,59484,54967,69.0,69.0
10299,10287,6322,100.0,115.0
45071,36258,35115c,161.0,115.0
39805,52256,39570,69.0,69.0
3252,53357,77383,6.9,115.0
41000,40999,38184,230.0,0.0
62311,62280,10563,230.0,230.0
19215,34410,18494a,100.0,115.0
8366,32881,81835,0.69,230.0
3662,16278,77755c,6.9,69.0
60847,60848,56432a,69.0,69.0
38275,38470,18098e,115.0,138.0
31369,35906,3402a,345.0,138.0
26884,26881,46041,345.0,38.0
52520,34502,39892a,69.0,230.0
54821,54816,56221f,69.0,69.0
9002,12043,28696d,115.0,115.0
21192,25797,19225l,115.0,115.0
7333,18374,80979,4.16,230.0
5006,29308,78978,4.16,138.0
63744,63747,57995a,69.0,69.0
11250,11280,20752c,115.0,115.0
32683,32682,50896,0.0,0.0
17056,17065,31441d,138.0,115.0
36672,31713,32580b,69.0,0.0
14670,14671,10305,115.0,115.0
38514,38515,36823b,69.0,69.0
29463,29505,8462b,100.0,69.0
12942,13068,6888a,69.0,161.0
54382,54383,59412e,0.0,46.0
7176,10900,80840,4.16,230.0
29855,29854,49471h,230.0,230.0
35124,45277,18452a,115.0,115.0
64859,64863,60602,0.0,69.0
30085,30086,7852,230.0,0.0
15459,15478,36607,115.0,115.0
3522,13489,77631,4.16,138.0
35146,35145,47624,230.0,161.0
57861,57865,55557b,69.0,230.0
29769,29247,11014,69.0,69.0
31920,31921,10461e,161.0,161.0
26762,26776,40112a,115.0,115.0
21271,30061,18000b,115.0,115.0
65247,65245,58064b,0.0,0.0
11203,26408,16061b,115.0,161.0
61586,61613,56218e,115.0,69.0
61585,61586,56219a,69.0,115.0
13426,13427,4591a,115.0,115.0
4030,36100,78103,13.8,138.0
7753,38948,81345,4.16,230.0
36342,36372,9343c,161.0,161.0
26870,50536,47801b,138.0,115.0
2134,15719,76400,6.9,138.0
33393,33438,45074a,0.0,0.0
33621,33670,43615a,115.0,115.0
53408,32799,2256,161.0,115.0
9284,38299,37468a,69.0,69.0
2335,9650,76556b,6.9,115.0
27356,27357,38268c,115.0,69.0
34933,9243,4276,115.0,69.0
54632,54634,59158a,69.0,0.0
54246,54208,54946,115.0,115.0
21138,21137,30157c,115.0,161.0
31476,34481,29450a,100.0,230.0
2811,34135,76980,4.16,138.0
57994,57993,55526b,0.0,0.0
29958,29959,26293e,115.0,115.0
12809,12826,4493a,230.0,138.0
37229,40001,34807d,115.0,115.0
33533,33489,35593a,0.0,115.0
35443,35449,13632f,138.0,161.0
51441,51442,2869a,115.0,115.0
24437,24444,23159b,69.0,115.0
6318,33309,80104,4.16,69.0
9760,9762,20188b,230.0,230.0
25525,25524,542b,230.0,138.0
1226,13355,75600,6.9,115.0
13699,13698,47130a,69.0,69.0
2928,49832,77087,13.8,230.0
897,11215,75311,6.9,115.0
58086,58087,56925a,230.0,230.0
17485,17486,19547a,69.0,69.0
65193,65194,57379,0.0,0.0
34574,34573,45172,69.0,69.0
37150,37177,30487a,138.0,138.0
1338,37104,75712,13.8,161.0
25961,25950,24142,115.0,100.0
54527,54528,58164c,345.0,345.0
7544,48192,81175,4.16,161.0
21230,21271,15096a,115.0,115.0
50172,50135,42181b,69.0,115.0
4685,15055,78698,0.69,115.0
29095,29097,41459c,230.0,230.0
21709,21706,6994a,0.0,115.0
5515,58398,79401,0.69,57.0
54816,54817,56509a,69.0,69.0
4536,38366,78568,4.16,161.0
44114,44115,13224c,345.0,69.0
45837,31083,37709,69.0,69.0
50206,53300,27639b,115.0,115.0
41120,53717,17391,0.0,115.0
53655,53658,8700a,115.0,69.0
20468,20469,36906a,69.0,115.0
14341,14342,20414b,115.0,115.0
21234,9775,22776c,0.0,0.0
27703,27700,44893b,69.0,230.0
18756,11464,9871c,345.0,115.0
20335,20336,16794d,138.0,69.0
42069,42062,28966d,115.0,115.0
6127,21419,79950,4.16,138.0
30148,30149,3325,500.0,500.0
65308,65228,57909a,0.0,0.0
19353,62226,20967b,115.0,230.0
10607,10608,22951a,230.0,230.0
8425,36335,81878,0.69,230.0
58836,58831,58001,69.0,0.0
34682,36791,44134c,115.0,100.0
62297,62296,24053a,115.0,115.0
2338,39109,76559,22.0,230.0
7383,39372,81027,4.16,230.0
63738,63740,57992b,69.0,138.0
25107,8929,28052c,345.0,115.0
50699,50687,35440c,161.0,161.0
15982,15964,29578,115.0,115.0
37177,37178,43911b,138.0,138.0
6857,15091,80565,4.16,138.0
37308,37307,22431a,115.0,115.0
52368,52357,34496b,100.0,100.0
43083,43086,25000,115.0,0.0
41947,50113,15664a,100.0,115.0
23992,24763,33659c,69.0,115.0
52942,21632,48092a,500.0,69.0
33903,33904,2953a,161.0,161.0
26954,26960,12207a,230.0,230.0
25461,25465,18460,138.0,38.0
22085,22086,18112c,138.0,345.0
39571,39572,38012,500.0,230.0
12211,12212,26522a,115.0,115.0
9330,9331,47639a,100.0,138.0
16144,42054,33541d,115.0,345.0
34922,34932,47599,115.0,115.0
49876,49872,43661,138.0,138.0
1304,53144,75678,6.9,230.0
44330,33923,47290c,115.0,115.0
13288,13311,16809b,115.0,161.0
722,45799,75159,13.8,161.0
8793,9602,82192a,0.69,161.0
24066,24038,24439a,69.0,230.0
8804,52779,82200,0.69,138.0
33485,29632,20958a,230.0,69.0
29996,30003,38485b,69.0,230.0
24931,17768,33293d,69.0,69.0
38604,35719,9549,0.0,161.0
37357,37356,20866e,138.0,138.0
64948,65066,60011c,0.0,0.0
19488,19476,14143,69.0,138.0
18399,18393,38701a,100.0,100.0
37454,8879,14593d,138.0,138.0
20341,20342,37306a,115.0,115.0
3774,47125,77860,6.9,230.0
4280,15246,78336,13.8,161.0
33069,33005,30318a,100.0,0.0
40085,44783,29406c,161.0,345.0
20573,27234,18442a,230.0,69.0
54053,54070,57287,69.0,69.0
12573,12611,41707c,69.0,115.0
64917,64918,57874b,0.0,0.0
43979,43931,47076,115.0,345.0
17712,17713,34901a,115.0,138.0
24398,24399,42878a,115.0,115.0
699,38458,75136,6.9,69.0
42165,31472,29411e,100.0,100.0
29831,29832,9709a,138.0,138.0
20387,20388,570a,115.0,115.0
27271,17709,8445b,0.0,161.0
35928,35929,8998a,69.0,500.0
39924,39897,21130a,138.0,69.0
29459,29458,18789b,230.0,69.0
43155,43142,2842,115.0,115.0
8212,49334,81732,0.69,66.0
19494,19493,36203b,115.0,100.0
38940,33449,4756b,230.0,230.0
25889,25884,39690c,230.0,230.0
25564,25563,19679b,115.0,115.0
38164,18255,26269d,69.0,69.0
7409,38024,81053,4.16,230.0
13690,44541,20986b,115.0,115.0
9429,32022,10794a,69.0,69.0
25371,43426,31695,161.0,161.0
1862,51508,76185,22.0,230.0
62374,62376,17129a,161.0,161.0
35466,39902,340,161.0,138.0
39985,40003,40942b,69.0,69.0
242,47350,74759,22.0,66.0
39422,53142,36466,69.0,138.0
17497,27756,48307f,345.0,345.0
32200,62587,10443,0.0,0.0
12107,21730,3412c,69.0,0.0
6309,18526,80096,6.9,115.0
28826,9553,20924a,230.0,230.0
8003,8964,81561,4.16,115.0
52317,34118,3757a,0.0,0.0
50468,50469,10035a,69.0,69.0
11683,11679,10329b,69.0,69.0
14895,19954,35388a,115.0,230.0
61935,61937,26225m,100.0,230.0
25746,25747,45641a,115.0,115.0
54696,54704,59333d,69.0,69.0
32056,32063,26056,138.0,115.0
10800,17056,4005c,138.0,138.0
32378,32379,2278e,345.0,345.0
2032,10970,76317,6.9,115.0
13283,13284,11082b,69.0,0.0
39331,39366,16270,230.0,230.0
7748,28325,81340,0.69,69.0
1111,16386,75487,13.8,115.0
9422,9423,424a,100.0,100.0
32986,19670,16696,0.0,161.0
25272,25273,18810b,138.0,115.0
33072,33005,30177,0.0,0.0
31285,17113,41172a,69.0,69.0
31497,31498,30136a,100.0,100.0
30350,53641,37645b,230.0,115.0
52456,52457,39691a,100.0,100.0
10330,10335,22484d,230.0,115.0
25785,25784,46069,138.0,115.0
3099,15839,77241,4.16,138.0
5823,19034,79678,0.69,230.0
4445,20716,78483a,4.16,138.0
38430,38433,17127d,138.0,138.0
8098,18662,81648b,4.16,230.0
36176,36142,30030b,115.0,230.0
21884,25087,3636,138.0,69.0
60042,60043,60058c,0.0,0.0
17477,17530,34265d,345.0,345.0
9426,9427,6136c,115.0,115.0
8667,58012,82082,4.16,115.0
3494,19013,77607,4.16,138.0
65621,65638,55068,46.0,69.0
20887,25537,14549c,115.0,115.0
39625,50690,30241b,161.0,161.0
54765,54764,58276,12.0,12.0
45399,45398,37541,69.0,138.0
22624,22632,13827,138.0,138.0
34243,52025,5592a,115.0,138.0
3729,13873,77817,6.9,230.0
6316,39313,80102,0.69,230.0
37677,18140,13292,69.0,69.0
23908,44366,42980,138.0,115.0
50526,50280,18896b,115.0,115.0
60762,54822,56492,115.0,138.0
4774,27945,78779,6.9,230.0
64441,64439,57858b,115.0,115.0
27614,27664,1051a,69.0,69.0
14569,42171,21829b,230.0,230.0
45050,31238,44326,500.0,500.0
32629,42122,25894,0.0,0.0
22725,22721,4124,115.0,115.0
4363,8946,78410,4.16,69.0
8622,33041,82043,4.16,115.0
41999,19033,33989a,230.0,230.0
51540,51541,33097e,100.0,100.0
27589,9472,39615d,0.0,0.0
25250,25251,47964,161.0,69.0
29937,29940,34914b,69.0,230.0
10378,10376,13257b,0.0,0.0
10771,17281,27901b,138.0,115.0
21179,25654,36564c,69.0,69.0
989,40167,75389,22.0,138.0
20502,12659,2768c,138.0,138.0
62581,62584,47906b,161.0,69.0
50813,50814,28442b,115.0,115.0
24456,24451,4352a,69.0,161.0
15701,15712,41289b,69.0,115.0
2323,42745,76546,6.9,115.0
59831,59755,55243a,69.0,0.0
50497,50523,33348b,100.0,138.0
8222,15338,81739,4.16,138.0
15889,15896,44628a,115.0,115.0
60808,60865,56472a,69.0,115.0
31887,31877,23322,69.0,69.0
3042,49699,77193,6.9,66.0
19026,19035,34222b,230.0,230.0
19288,19289,10045b,138.0,69.0
43521,34017,33746e,115.0,115.0
26592,26591,5033a,115.0,115.0
36015,42425,40094,161.0,161.0
37957,45141,2649a,115.0,69.0
27716,17509,28796a,345.0,345.0
19599,19598,17589,115.0,138.0
28094,28143,1089a,138.0,69.0
29474,18264,19498c,115.0,69.0
2667,49602,76849,6.9,60.0
40871,40870,4289,0.0,0.0
26878,43820,50147b,230.0,230.0
1568,54124,75927,4.16,69.0
13414,13420,35658a,69.0,138.0
5683,21567,79558,4.16,138.0
18124,20857,8961,230.0,230.0
64105,64091,56257c,115.0,115.0
16082,16081,7479,115.0,69.0
58018,58019,56527,69.0,69.0
50655,50657,15743d,230.0,765.0
21518,21529,40026a,115.0,100.0
14622,42059,20272,230.0,115.0
31743,50084,501,69.0,69.0
22927,22929,37533c,69.0,69.0
34118,52316,46922b,0.0,0.0
59990,59991,60717d,110.0,115.0
58674,58676,54306a,0.0,0.0
23786,24112,5119a,230.0,115.0
34224,15699,26995b,115.0,345.0
40333,40332,27c,69.0,115.0
27230,20571,35252a,138.0,120.0
25267,25268,15724d,115.0,69.0
1613,51802,75961,13.8,138.0
35305,35304,23016d,138.0,138.0
38092,24789,41142b,161.0,500.0
15156,15154,10256a,69.0,138.0
1481,26883,75843,6.9,230.0
9252,9250,29292b,138.0,115.0
53402,53403,17908b,230.0,230.0
17865,24948,19542c,69.0,115.0
51030,51031,14164,138.0,138.0
44399,19705,37273f,115.0,115.0
62194,62195,7226b,230.0,69.0
9944,9957,51959b,0.0,115.0
10759,17547,43372,115.0,345.0
5734,47701,79605,4.16,60.0
45737,30561,34085b,0.0,0.0
65701,65700,53561a,230.0,230.0
52164,34414,43002a,69.0,230.0
25562,25564,19679a,115.0,115.0
17583,27733,18658a,161.0,161.0
28009,28008,15204a,0.0,69.0
58622,63875,57833,0.0,0.0
28673,28672,30370c,115.0,115.0
51032,51029,45828,115.0,0.0
50675,50664,37542b,69.0,161.0
31506,42088,14271,230.0,100.0
20286,20303,13747c,69.0,115.0
6512,15261,80263,4.16,230.0
1232,9702,75606,22.0,69.0
26676,26339,42665b,115.0,115.0
45641,45642,47038c,115.0,115.0
19866,37701,14624e,230.0,69.0
41599,41598,39372a,0.0,115.0
9512,27872,47270a,115.0,115.0
30061,21270,44932,115.0,115.0
2487,15216,76684b,22.0,100.0
60938,60939,54463a,0.0,69.0
54024,54016,59535,0.0,138.0
20444,20417,39494,115.0,69.0
3534,54785,77642,6.9,69.0
65071,65072,57373a,69.0,115.0
7964,52420,81525,4.16,345.0
10290,10272,3480,0.0,115.0
20079,25120,27382,115.0,69.0
16302,16308,26467,115.0,138.0
1747,13223,76074,4.16,138.0
10576,10583,33724a,230.0,230.0
24721,41564,45682a,115.0,115.0
6777,48480,80489,0.69,66.0
42473,45314,2233a,500.0,500.0
53172,16594,17490e,138.0,230.0
9659,9660,28836a,115.0,115.0
25678,25689,43364e,230.0,161.0
18720,18721,19605,230.0,230.0
36611,24652,29742,115.0,115.0
53296,53291,33124b,115.0,69.0
2190,19801,76445,13.8,138.0
16623,21397,18511a,138.0,138.0
34610,34611,4848,138.0,115.0
12006,12005,933,161.0,345.0
7840,18684,81420,0.69,138.0
58566,58568,60097,46.0,115.0
33774,33801,19277a,115.0,115.0
12859,20213,41761a,230.0,115.0
17908,17907,26366b,0.0,0.0
9112,13508,23586c,161.0,115.0
50466,50251,840d,100.0,100.0
45031,45032,46228c,100.0,100.0
7504,46079,81139,4.16,230.0
42298,51704,1503b,69.0,69.0
29916,29914,28525c,115.0,115.0
2966,47663,77122,4.16,230.0
53539,37993,34191a,100.0,100.0
20199,14823,28448b,115.0,115.0
41392,25394,50268c,161.0,115.0
42490,36446,14263a,69.0,69.0
21285,29915,28525a,230.0,115.0
44785,35290,35733b,230.0,230.0
39422,53142,16939a,69.0,138.0
62048,23724,34506a,115.0,115.0
53004,53036,44957,0.0,69.0
37574,52856,15740a,161.0,161.0
41678,41679,28251d,115.0,100.0
4331,46810,78381,4.16,115.0
54010,54009,58357b,138.0,138.0
25807,25808,42967a,100.0,100.0
15860,11827,10173c,115.0,230.0
29658,29624,22967,138.0,69.0
8117,18405,81666,0.69,115.0
65598,65589,55029,69.0,69.0
3939,55489,78018,22.0,345.0
42507,42509,36985b,161.0,115.0
17258,15742,50240a,500.0,500.0
17991,20908,12114a,115.0,69.0
6302,45944,80092,4.16,500.0
3483,40875,77598,6.9,115.0
34231,34232,11134a,161.0,161.0
3433,21053,77554,13.8,230.0
54729,54730,56460b,69.0,69.0
53926,53905,57289,138.0,115.0
36283,45597,35120b,69.0,115.0
41634,23983,16766,115.0,115.0
18108,21326,50409c,115.0,115.0
73,49580,74603a,22.0,69.0
8080,13025,81630,0.69,138.0
25783,25778,35980,0.0,69.0
28886,44522,8471b,0.0,69.0
12389,12384,28774,115.0,138.0
25707,25727,18827b,115.0,69.0
6742,46835,80456,4.16,92.0
1589,16096,75944,6.9,69.0
31609,53513,29759a,500.0,500.0
60910,60911,55175,115.0,115.0
31373,31359,32735b,138.0,161.0
61250,61251,56518,69.0,0.0
33321,33322,1554b,100.0,100.0
63931,63947,55730b,138.0,500.0
11470,11471,969i,69.0,69.0
41105,53650,50150b,161.0,161.0
27575,9522,24001a,69.0,230.0
10408,10414,9819a,115.0,161.0
63746,63747,59156a,69.0,69.0
50852,52851,14926,138.0,69.0
7028,48228,80703,6.9,69.0
61928,61929,39513f,100.0,100.0
20340,30263,41339b,115.0,115.0
41541,41542,271,138.0,138.0
52721,52707,1992a,138.0,138.0
28967,50206,12865,115.0,115.0
1904,46439,76227,6.9,230.0
33109,33111,6581b,115.0,115.0
58298,58299,56396a,69.0,115.0
17572,17573,21959a,100.0,345.0
3790,18450,77873e,4.16,115.0
58,49826,74590,4.16,69.0
16014,16012,1435,115.0,115.0
4460,17059,78498,4.16,138.0
58252,58251,54265a,115.0,115.0
60022,60024,58335a,114.0,115.0
15901,15902,31304a,138.0,138.0
41097,41025,2653,161.0,161.0
24389,43537,16581d,69.0,69.0
14865,17030,7716c,138.0,138.0
4720,11907,78730,4.16,69.0
58867,58868,59270b,0.0,69.0
17559,10788,29115b,115.0,115.0
3926,48854,78006,13.8,345.0
2697,35233,76876,6.9,69.0
41967,41966,40617b,115.0,115.0
21461,20579,37550d,69.0,69.0
59146,59147,54839d,345.0,345.0
20638,20637,986,115.0,115.0
29713,29714,2952c,69.0,69.0
14361,14349,7455,161.0,115.0
9625,9626,36239h,115.0,115.0
33679,33756,35835,138.0,69.0
10812,10818,20471b,138.0,138.0
58429,58430,59975,115.0,115.0
21359,18108,23303d,138.0,115.0
3498,12946,77611a,6.9,69.0
45671,45670,43471a,138.0,138.0
17270,17292,39485f,138.0,138.0
21070,24954,32848b,138.0,138.0
39425,22979,38746b,138.0,161.0
61585,61586,54561b,69.0,115.0
19577,19551,37242,115.0,138.0
65006,65004,57461,115.0,115.0
17278,21869,36930d,345.0,115.0
7417,59062,81060,4.16,115.0
59156,59149,55924a,69.0,345.0
47640,49020,74464,138.0,230.0
58873,63756,58401b,69.0,69.0
41655,41628,42860c,69.0,138.0
33228,33175,46229a,69.0,69.0
16140,50984,30212b,138.0,115.0
40216,9244,26299,230.0,230.0
26820,26821,349c,69.0,69.0
54785,54786,54619a,69.0,69.0
28230,28229,21553b,115.0,69.0
2186,46724,76441,6.9,230.0
967,14479,75367,13.8,115.0
845,27039,75268,6.9,230.0
38296,9282,40237b,115.0,115.0
40363,40364,8610b,138.0,138.0
19843,23864,37377b,115.0,115.0
26752,26709,8846d,115.0,69.0
39804,39805,20712a,69.0,69.0
18887,13728,31999b,115.0,138.0
59939,59877,54062i,115.0,115.0
32230,62601,12411,161.0,161.0
19955,14895,24438b,115.0,115.0
5751,16873,79619,6.9,69.0
32387,17691,32520,115.0,230.0
25210,25236,31019c,138.0,138.0
54732,54726,59325c,0.0,0.0
36754,50266,4989a,161.0,161.0
40477,40467,35671a,138.0,138.0
33619,33603,5948b,115.0,230.0
13297,13317,27765,115.0,0.0
53177,53162,4917a,69.0,69.0
18294,18323,48341b,230.0,115.0
2366,51694,76583,22.0,115.0
30114,20897,35965b,100.0,100.0
8732,56018,82136,4.16,115.0
24345,24347,14712a,115.0,230.0
11412,11413,47071a,345.0,115.0
3080,16405,77225,6.9,69.0
5269,50454,79199b,0.69,69.0
30613,30614,19431,115.0,115.0
36769,16143,9970b,230.0,230.0
39122,39123,47578c,0.0,0.0
1203,14670,75577,6.9,115.0
11996,11966,12418,69.0,69.0
27779,27780,17593c,115.0,115.0
7747,49323,81339,4.16,66.0
64771,64772,58247b,115.0,115.0
11398,11397,37843d,345.0,345.0
39269,39247,25420b,138.0,138.0
44042,44041,46795,115.0,115.0
54509,54513,59542a,0.0,0.0
14128,34596,1731,69.0,115.0
27505,27506,5053,0.0,69.0
28692,28694,14827b,115.0,115.0
11534,11575,31256d,115.0,138.0
30070,30071,23248c,115.0,161.0
14181,34580,5018b,115.0,115.0
18613,18622,509f,115.0,115.0
65197,65207,58072d,0.0,0.0
657,9278,75105a,6.9,161.0
22415,22420,44699c,115.0,69.0
18596,18602,26212b,138.0,138.0
7258,12164,80914,0.69,230.0
39856,9200,14822b,115.0,161.0
14164,43583,28922,0.0,0.0
33647,33637,36677e,230.0,115.0
24888,20138,12659b,115.0,161.0
22921,28349,20223b,69.0,69.0
61948,61947,36605f,69.0,230.0
25287,43871,20115,69.0,69.0
33641,33642,6184b,138.0,230.0
16461,45649,41058b,138.0,138.0
14380,14556,33598a,0.0,115.0
51401,19771,41442a,115.0,230.0
50895,50896,37620b,115.0,230.0
9426,9427,35303c,115.0,115.0
44958,44936,23496,138.0,0.0
1779,21637,76105b,22.0,138.0
35224,18183,18330a,115.0,138.0
59833,53874,54897f,46.0,230.0
43219,43220,13604b,115.0,69.0
15167,15165,31217,161.0,161.0
25600,25601,38181b,0.0,0.0
41445,23758,48947,161.0,161.0
13618,20720,43890,115.0,138.0
31698,31694,46498,69.0,115.0
31743,50084,3800b,69.0,69.0
50389,31359,48697d,161.0,161.0
11921,25136,13373,161.0,345.0
13736,17292,18641c,230.0,138.0
26154,26157,42841b,69.0,230.0
10781,13735,18641a,138.0,230.0
25396,41391,38228,161.0,161.0
50910,34502,28858a,138.0,230.0
30853,30854,15790c,230.0,69.0
11303,11302,25485b,115.0,345.0
39125,39129,24715b,0.0,138.0
49886,49867,31151a,100.0,100.0
34049,9218,23249b,69.0,69.0
27823,9509,12870c,230.0,230.0
44048,44052,21920b,0.0,115.0
1782,41818,76108,22.0,500.0
43626,43658,17393,0.0,115.0
3741,13343,77828a,4.16,230.0
33409,33410,39089b,230.0,230.0
30660,27037,36308,69.0,138.0
64724,64708,56279,69.0,0.0
25759,21228,46931,69.0,161.0
63746,63743,57995c,69.0,69.0
42944,42919,14295,69.0,161.0
24451,34149,9770b,161.0,138.0
14454,14455,9499,69.0,0.0
42013,31596,19513,100.0,138.0
9273,35048,43867a,230.0,230.0
15803,15805,3764,115.0,161.0
3929,56943,78009,22.0,69.0
3004,49707,77157,4.16,230.0
2972,12673,77127,6.9,230.0
34613,34611,44097,115.0,115.0
58696,58722,59689a,138.0,115.0
8817,58385,82213,4.16,115.0
5267,36777,79197,0.69,115.0
30349,30350,46878b,115.0,230.0
20784,20785,12075b,138.0,138.0
25266,25268,22451b,115.0,69.0
41961,52073,12818,230.0,0.0
61341,61420,56418b,115.0,69.0
45530,45069,34732a,100.0,100.0
24687,14361,32924,69.0,161.0
25745,25802,24795d,69.0,69.0
45723,20737,1198,230.0,69.0
41794,41329,22561,115.0,115.0
29776,29742,23872,138.0,138.0
17296,24998,43857b,230.0,138.0
37445,37446,40170b,69.0,69.0
5544,34467,79427,4.16,115.0
38664,35720,45443b,161.0,0.0
12030,12029,14365,69.0,69.0
54087,54088,59420b,69.0,46.0
28531,32958,15631,230.0,230.0
40199,44187,995,138.0,345.0
1872,55485,76195a,22.0,345.0
18340,11398,37843c,230.0,345.0
60851,60852,54518,0.0,66.0
8803,26761,82199,0.69,69.0
42291,32288,781b,138.0,138.0
1778,62029,76104a,22.0,138.0
4929,59459,78911,0.69,138.0
44185,44186,36218b,345.0,345.0
24372,34565,39618a,115.0,115.0
44892,50402,21047b,115.0,138.0
7341,29043,80987a,4.16,115.0
16996,15119,40686b,230.0,161.0
34855,40834,10887b,230.0,115.0
64374,64373,59616b,115.0,0.0
25655,25656,10906,115.0,0.0
22758,22759,30400,69.0,230.0
31431,44969,47042,69.0,69.0
10777,17273,11457c,138.0,138.0
40351,40340,160,161.0,161.0
31910,31887,25780c,69.0,69.0
21326,21338,23303f,115.0,138.0
41751,43086,23490,0.0,0.0
13260,13281,47899c,115.0,69.0
19200,19201,21126a,115.0,230.0
36270,36448,19289b,138.0,115.0
40001,40022,34807e,115.0,115.0
62080,62081,32110b,161.0,161.0
2058,49809,76335,6.9,230.0
45731,45732,25983,345.0,138.0
19948,19949,23034d,115.0,230.0
60052,60060,60081c,115.0,115.0
42116,28119,48063d,115.0,0.0
58073,58095,54656d,230.0,69.0
37287,37305,24646b,69.0,69.0
20333,20332,16794a,69.0,69.0
1224,13350,75598,6.9,100.0
39093,39094,34976d,115.0,115.0
27700,27701,26019,230.0,69.0
38898,38931,14767a,100.0,115.0
27829,9579,22727b,115.0,115.0
17269,17270,34330b,138.0,138.0
31272,31276,11188a,69.0,100.0
46559,46618,74533,66.0,66.0
27748,17040,35787a,161.0,115.0
4098,60799,78171,13.8,500.0
32885,9622,28370a,161.0,161.0
8333,8936,81819,4.16,69.0
27186,62240,30331b,115.0,115.0
27685,27717,11065c,345.0,138.0
13411,17818,43895e,230.0,138.0
19999,20014,33121,115.0,115.0
13464,13481,5599c,69.0,69.0
58792,58794,54287b,230.0,230.0
